lead_score,lead_reasons,name,category,address,phone,website,has_website,rating,reviews,maps_url
1,No reviews,Fast Tire & Auto Repair Miami,Taller de reparación de automóviles,"
3401 NW 7th Ave, Miami, FL 33127, Estados Unidos","
+1 305-433-5005",https://www.fasttireautorepair.com/pompanobeach,True,,,https://www.google.com/maps/place/Fast+Tire+%26+Auto+Repair+Miami/data=!4m7!3m6!1s0x88d9b1c3b7b58ad7:0x4c8c51076fd2ecbe!8m2!3d25.8085017!4d-80.2072289!16s%2Fg%2F11yq64ym0c!19sChIJ14q1t8Ox2YgRvuzSbwdRjEw
1,No reviews,Green's Garage,Taller de reparación de automóviles,"
2221 SW 32nd Ave, Miami, FL 33145, Estados Unidos","
+1 305-444-8881",https://www.greensgaragemiami.com/,True,,,https://www.google.com/maps/place/Green%27s+Garage/data=!4m7!3m6!1s0x88d9b7a4d6356979:0xb2c38377a2974489!8m2!3d25.7495784!4d-80.2462346!16s%2Fg%2F1tfxyvbk!19sChIJeWk11qS32YgRiUSXoneDw7I
1,No reviews,Miami's Quality Auto Repair,Taller de reparación de automóviles,"
4555 SW 71st Ave, Miami, FL 33155, Estados Unidos","
+1 305-574-9099",http://qualityautorepairfl.com/?utm_campaign=gmb,True,,,https://www.google.com/maps/place/Miami%27s+Quality+Auto+Repair/data=!4m7!3m6!1s0x88d9b8703e276f05:0x411b8bc27e5cf1bf!8m2!3d25.7284848!4d-80.3084442!16s%2Fg%2F1tjkglqh!19sChIJBW8nPnC42YgRv_FcfsKLG0E
1,No reviews,"Manny's Auto Service, Inc.",Taller de reparación de automóviles,"
5609 NW 6th St, Miami, FL 33126, Estados Unidos","
+1 305-262-9921",http://www.mannysautoservice.com/,True,,,"https://www.google.com/maps/place/Manny%27s+Auto+Service,+Inc./data=!4m7!3m6!1s0x88d9b9dac317715b:0xcfeae8b18dd7c883!8m2!3d25.7774066!4d-80.2863916!16s%2Fg%2F1tc_lyv0!19sChIJW3EXw9q52YgRg8jXjbHo6s8"
1,No reviews,Red Lion Auto Repair,Taller de reparación de automóviles,"
555 NW 79th St, Miami, FL 33150, Estados Unidos","
+1 786-530-9995",http://www.redlionauto.com/,True,,,https://www.google.com/maps/place/Red+Lion+Auto+Repair/data=!4m7!3m6!1s0x88d9b15ec8b68f37:0x436a3a8873c53035!8m2!3d25.847577!4d-80.2063856!16s%2Fg%2F11s187nnyx!19sChIJN4-2yF6x2YgRNTDFc4g6akM
1,No reviews,MasterClass Automotive,Taller de reparación de automóviles,"
1800 NW 23rd St, Miami, FL 33142, Estados Unidos","
+1 305-351-2012",https://masterclassauto.com/,True,,,https://www.google.com/maps/place/MasterClass+Automotive/data=!4m7!3m6!1s0x88d9b6d17535385b:0x37aa32b2e9f737ac!8m2!3d25.7981513!4d-80.2257492!16s%2Fg%2F1tplr3hh!19sChIJWzg1ddG22YgRrDf36bIyqjc
1,No reviews,MTJ Paint and Body Shop Miami Fl,Taller de chapa y pintura,"
4510 NW 32nd Ave, Miami, FL 33142, Estados Unidos","
+1 305-632-1914",https://www.411collision.com/,True,,,https://www.google.com/maps/place/MTJ+Paint+and+Body+Shop+Miami+Fl/data=!4m7!3m6!1s0x88d9b0c932ce34a3:0xacf008d77f58b9d!8m2!3d25.8156181!4d-80.2487931!16s%2Fg%2F1tdhmmgm!19sChIJozTOMsmw2YgRnYv1d40Azwo
1,No reviews,ALFA GARAGE MIAMI,Taller de reparación de automóviles,"
ALFA GARAGE BUILDING, 3970 NW 27th St, Miami, FL 33142, Estados Unidos","
+1 305-871-5551",http://alfagaragemiami.com/,True,,,https://www.google.com/maps/place/ALFA+GARAGE+MIAMI/data=!4m7!3m6!1s0x88d9b74edde85511:0x9dbaec11d21a4772!8m2!3d25.800106!4d-80.2614979!16s%2Fg%2F1thzppxg!19sChIJEVXo3U632YgRckca0hHsup0
1,No reviews,Miami Shores Auto Repair Inc,Taller de reparación de automóviles,"
9734 NE 2nd Ave, Miami Shores, FL 33138, Estados Unidos","
+1 305-759-4988",http://www.miamishoresautorepair.com/,True,,,https://www.google.com/maps/place/Miami+Shores+Auto+Repair+Inc/data=!4m7!3m6!1s0x88d9a40f140ac2ab:0xfe92b7182e69b9d6!8m2!3d25.8650658!4d-80.1937831!16s%2Fg%2F1v3kj9fv!19sChIJq8IKFA-k2YgR1rlpLhi3kv4
1,No reviews,Leader Service,Taller de reparación de automóviles,"
1700 Coral Wy, Miami, FL 33145, Estados Unidos","
+1 305-858-1020",https://leaderservicemiami.com/,True,,,https://www.google.com/maps/place/Leader+Service/data=!4m7!3m6!1s0x88d9b650f36d8997:0xc770d09dbefb12e8!8m2!3d25.7505761!4d-80.2222789!16s%2Fg%2F11g_0tslj!19sChIJl4lt81C22YgR6BL7vp3QcMc
1,No reviews,Rey's Auto Repair Shop,Taller de reparación de automóviles,"
527 SW 15th Ave, Miami, FL 33135, Estados Unidos","
+1 305-541-7339",https://search.app/fXQeVBRakCV64sbB8,True,,,https://www.google.com/maps/place/Rey%27s+Auto+Repair+Shop/data=!4m7!3m6!1s0x88d9b6f0f593c7d3:0x87bb1ec01374f8d5!8m2!3d25.7679903!4d-80.2193274!16s%2Fg%2F1thxlwc9!19sChIJ08eT9fC22YgR1fh0E8Aeu4c
1,No reviews,Tony’s Vehicle Solutions,Taller de reparación de automóviles,"
3693 SW 7th St, Miami, FL 33135, Estados Unidos","
+1 786-703-9084",https://tonyvehiclesolution.com/,True,,,https://www.google.com/maps/place/Tony%E2%80%99s+Vehicle+Solutions/data=!4m7!3m6!1s0x88d9b76dec38b131:0x69f7483f183de67b!8m2!3d25.765735!4d-80.254856!16s%2Fg%2F11f5p2qytw!19sChIJMbE47G232YgRe-Y9GD9I92k
1,No reviews,E T Auto Repair,Taller de reparación de automóviles,"
2319 NW 27th Ave, Miami, FL 33142, Estados Unidos","
+1 305-637-8492",http://elt711.wixsite.com/etautorepair,True,,,https://www.google.com/maps/place/E+T+Auto+Repair/data=!4m7!3m6!1s0x88d9b6b5cf69310d:0x250e6402fc2b22cf!8m2!3d25.798385!4d-80.2396464!16s%2Fg%2F1vfp4fpf!19sChIJDTFpz7W22YgRzyIr_AJkDiU
1,No reviews,Mario's Auto Repair,Taller de reparación de automóviles,"
1160 SW 5th St, Miami, FL 33130, Estados Unidos","
+1 305-815-1067",http://www.miamimarioautorepair.com/,True,,,https://www.google.com/maps/place/Mario%27s+Auto+Repair/data=!4m7!3m6!1s0x88d9b6f23fb4249d:0x47b1899353ab9d3a!8m2!3d25.768561!4d-80.214058!16s%2Fg%2F1tdh4n_r!19sChIJnSS0P_K22YgROp2rU5OJsUc
1,No reviews,AutoVice,Taller de reparación de automóviles,"
875 W Flagler St, Miami, FL 33130, Estados Unidos","
+1 305-563-7272",http://www.autovice1.com/,True,,,https://www.google.com/maps/place/AutoVice/data=!4m7!3m6!1s0x88d9b781f256b347:0x8e1eb59585395b0f!8m2!3d25.7739487!4d-80.2091524!16s%2Fg%2F11hd_wwdlv!19sChIJR7NW8oG32YgRD1s5hZW1Ho4
1,No reviews,Derby Logistics - Warehousing,Servicio de logística,"
6819 Fulton St, Houston, TX 77022, Estados Unidos","
+1 832-263-5234",https://derbylogistics.com/?utm_source=Google&utm_medium=GBPHtx,True,,,https://www.google.com/maps/place/Derby+Logistics+-+Warehousing/data=!4m7!3m6!1s0x8640b860496c8153:0x3c68c17fa5a138a9!8m2!3d29.8200737!4d-95.3756715!16s%2Fg%2F11bycg0g17!19sChIJU4FsSWC4QIYRqTihpX_BaDw
1,No reviews,Nav Logistics,Servicio de logística,"
13105 Northwest Fwy Suite 218, Houston, TX 77040, Estados Unidos","
+1 713-277-7313",http://nlius.com/,True,,,https://www.google.com/maps/place/Nav+Logistics/data=!4m7!3m6!1s0x80903d0d63cbd115:0xdf678584ec4e11ad!8m2!3d29.8449317!4d-95.5019611!16s%2Fg%2F11hfynkv8k!19sChIJFdHLYw09kIARrRFO7ISFZ98
1,No reviews,"Lightning Logistics, LLC",Empresa de transporte por camión,"
10622 Hirsch Rd, Houston, TX 77016, Estados Unidos","
+1 713-255-9100",http://www.lightning-logistics.com/,True,,,"https://www.google.com/maps/place/Lightning+Logistics,+LLC/data=!4m7!3m6!1s0x8640b90592251d17:0x489abedc2086aaea!8m2!3d29.8682358!4d-95.3143839!16s%2Fg%2F1v0ll4ng!19sChIJFx0lkgW5QIYR6qqGINy-mkg"
1,No reviews,"Logistics Group International, Inc.",Servicio de logística,"
2600 N Loop W Suite 350, Houston, TX 77092, Estados Unidos","
+1 713-957-4812",https://www.lgiinc.com/?utm_source=google-my-business&utm_medium=houston&utm_campaign=gmb,True,,,"https://www.google.com/maps/place/Logistics+Group+International,+Inc./data=!4m7!3m6!1s0x8640c694d2514e21:0xdc3597c8b7731e58!8m2!3d29.8073953!4d-95.4456582!16s%2Fg%2F1vyswxyg!19sChIJIU5R0pTGQIYRWB5zt8iXNdw"
1,No reviews,Miami Euro Auto Center,Taller de automóviles,"
7100 NE 2nd Ave, Miami, FL 33138, Estados Unidos","
+1 305-440-0587",http://miamieuroautocenter.com/,True,,,https://www.google.com/maps/place/Miami+Euro+Auto+Center/data=!4m7!3m6!1s0x88d9b1db9e27537d:0x4dc8b2228700501b!8m2!3d25.8403724!4d-80.1928898!16s%2Fg%2F11sx0yxf8p!19sChIJfVMnntux2YgRG1AAhyKyyE0
1,No reviews,A Auto Tech Inc,Taller de chapa y pintura,"
3051 SW 38th Ct, Miami, FL 33146, Estados Unidos","
+1 305-448-4100",http://www.aautotech.com/,True,,,https://www.google.com/maps/place/A+Auto+Tech+Inc/data=!4m7!3m6!1s0x88d9b7ea4be447d9:0xc40d896c2414eca!8m2!3d25.7338563!4d-80.2566882!16s%2Fg%2F1tdvw33k!19sChIJ2UfkS-q32YgRyk5BwpbYQAw
1,No reviews,"Metrix Logistics Group, LLC",Servicio de logística,"
8000 Market St #150, Houston, TX 77029, Estados Unidos","
+1 281-809-4977",http://metrixlogisticsgroup.com/,True,,,"https://www.google.com/maps/place/Metrix+Logistics+Group,+LLC/data=!4m7!3m6!1s0x8640bcf5b3ea24cf:0xd29e01241e2f6196!8m2!3d29.7719669!4d-95.2868937!16s%2Fg%2F11c5s6gfnd!19sChIJzyTqs_W8QIYRlmEvHiQBntI"
1,No reviews,PSI Global Logistics,Servicio postal,"
8718 Westpark Dr, Houston, TX 77063, Estados Unidos","
+1 713-589-2925",http://www.psishipping.com/,True,,,https://www.google.com/maps/place/PSI+Global+Logistics/data=!4m7!3m6!1s0x8640c2d654b66fb5:0xaa75f5b20989c52e!8m2!3d29.7227382!4d-95.5175476!16s%2Fg%2F1tp27nrx!19sChIJtW-2VNbCQIYRLsWJCbL1dao
1,No reviews,Lynden Logistics - Lynden Transport,Servicio de transporte,"
1417 E Richey Rd, Houston, TX 77073, Estados Unidos","
+1 281-443-4200",https://www.lynden.com/,True,,,https://www.google.com/maps/place/Lynden+Logistics+-+Lynden+Transport/data=!4m7!3m6!1s0x8640ca7b84c4806f:0xd0278265b16a60a9!8m2!3d29.9972337!4d-95.3854285!16s%2Fg%2F1tdqtxy3!19sChIJb4DEhHvKQIYRqWBqsWWCJ9A
1,No reviews,Patriot Logistics Inc,Servicio de transporte de mercancías,"
4301 Eastpark Dr, Houston, TX 77028, Estados Unidos","
+1 713-670-0072",http://patriot-logistics.com/,True,,,https://www.google.com/maps/place/Patriot+Logistics+Inc/data=!4m7!3m6!1s0x8640bbe7e1e91fd7:0x4b4d535949337ec1!8m2!3d29.797532!4d-95.299847!16s%2Fg%2F1tf87gkl!19sChIJ1x_p4ee7QIYRwX4zSVlTTUs
1,No reviews,Total Quality Logistics,Servicio de logística,"
5005 Mitchelldale St #100, Houston, TX 77092, Estados Unidos","
+1 800-580-3101",http://www.tql.com/,True,,,https://www.google.com/maps/place/Total+Quality+Logistics/data=!4m7!3m6!1s0x8640c6fb9f638a99:0xbd292b466de5fff!8m2!3d29.8134817!4d-95.4641477!16s%2Fg%2F11bbwz88qx!19sChIJmYpjn_vGQIYR_1_eZrSS0gs
1,No reviews,Shipping Logistics LLC,Servicio de transporte de mercancías,"
4687 World Houston Pkwy suite 150, Houston, TX 77032, Estados Unidos","
+1 281-741-7310",http://www.shippinglogistics.ws/,True,,,https://www.google.com/maps/place/Shipping+Logistics+LLC/data=!4m7!3m6!1s0x8640b6b3cd878f11:0x4ef9e4e9b4d33223!8m2!3d29.9437512!4d-95.3221797!16s%2Fg%2F1tff7_73!19sChIJEY-HzbO2QIYRIzLTtOnk-U4
1,No reviews,LNC Logistics LLC,Servicio de logística,"
507 N Sam Houston Pkwy E #202, Houston, TX 77060, Estados Unidos","
+1 832-777-1789",http://lnclogistics.com/,True,,,https://www.google.com/maps/place/LNC+Logistics+LLC/data=!4m7!3m6!1s0x8640b19ac7fbe0b5:0xc3961011af57539e!8m2!3d29.940753!4d-95.3926014!16s%2Fg%2F11fk0_y3s_!19sChIJteD7x5qxQIYRnlNXrxEQlsM
1,No reviews,Perez Logistics Inc.,Empresa de transporte por camión,"
2535 Galveston Rd, Houston, TX 77017, Estados Unidos","
+1 713-534-1027",http://www.perezlogisticsinc.com/,True,,,https://www.google.com/maps/place/Perez+Logistics+Inc./data=!4m7!3m6!1s0x8640a3389794214d:0x12129e5f66286326!8m2!3d29.7034761!4d-95.2716721!16s%2Fg%2F1hc1dgjl7!19sChIJTSGUlzijQIYRJmMoZl-eEhI
1,No reviews,Aries Worldwide Logistics,Servicio de transporte de mercancías,"
1501 E Richey Rd, Houston, TX 77073, Estados Unidos","
+1 888-502-7437",http://www.ariesww.com/?utm_campaign=gmb,True,,,https://www.google.com/maps/place/Aries+Worldwide+Logistics/data=!4m7!3m6!1s0x8640ca7b9abfb90d:0x9c83b96b6d2f39c5!8m2!3d29.998944!4d-95.383717!16s%2Fg%2F1tmqgljh!19sChIJDbm_mnvKQIYRxTkvbWu5g5w
1,No reviews,Secure Global Logistics,Servicio de transporte de mercancías,"
1045 Greens Pkwy, Houston, TX 77067, Estados Unidos","
+1 281-260-0222",http://www.securegloballogistics.com/,True,,,https://www.google.com/maps/place/Secure+Global+Logistics/data=!4m7!3m6!1s0x8640c99cbbc9d65d:0x79ced2be677a7756!8m2!3d29.9428265!4d-95.4322601!16s%2Fg%2F1tl8l2m7!19sChIJXdbJu5zJQIYRVnd6Z77Sznk
1,No reviews,Dudek & Bock Spring Manufacturing Co,Industry,"
5100 Roosevelt Rd, Chicago, IL 60644, Estados Unidos","
+1 773-379-4100",https://www.dudek-bock.com/,True,,,https://www.google.com/maps/place/Dudek+%26+Bock+Spring+Manufacturing+Co/data=!4m7!3m6!1s0x880e330dd1040a9f:0x1873ebd265cb95dc!8m2!3d41.8666773!4d-87.752146!16s%2Fg%2F1tdrxxcr!19sChIJnwoE0Q0zDogR3JXLZdLrcxg
1,No reviews,Alpina Manufacturing LLC,Fábrica,"
6460 W Cortland St, Chicago, IL 60707, Estados Unidos","
+1 800-915-2828",http://www.fastchangeframes.com/,True,,,https://www.google.com/maps/place/Alpina+Manufacturing+LLC/data=!4m7!3m6!1s0x880fcc5140c639e3:0xdd8e6f326498176a!8m2!3d41.9155502!4d-87.7880935!16s%2Fg%2F1tcv20xk!19sChIJ4znGQFHMD4gRaheYZDJvjt0
1,No reviews,Unity Manufacturing Co,Fábrica,"
1260 N Clybourn Ave, Chicago, IL 60610, Estados Unidos","
+1 312-943-5200",http://www.unityusa.com/,True,,,https://www.google.com/maps/place/Unity+Manufacturing+Co/data=!4m7!3m6!1s0x880fd33763ecaeef:0xd6fb83e5d6efb530!8m2!3d41.905175!4d-87.641706!16s%2Fg%2F1thq19cm!19sChIJ767sYzfTD4gRMLXv1uWD-9Y
1,No reviews,Hub Manufacturing,Fábrica,"
1212 N Central Park Ave, Chicago, IL 60651, Estados Unidos","
+1 773-252-1373",http://www.hubmanufacturing.com/,True,,,https://www.google.com/maps/place/Hub+Manufacturing/data=!4m7!3m6!1s0x880fcd49ddda191f:0x22a98e66663f19f0!8m2!3d41.9033734!4d-87.7169158!16s%2Fg%2F1tctg684!19sChIJHxna3UnND4gR8Bk_ZmaOqSI
1,No reviews,Archer Manufacturing Corporation,Empresa de fabricación de plástico,"
4439 S Knox Ave, Chicago, IL 60632, Estados Unidos","
+1 773-585-7181",http://www.archermfg.com/,True,,,https://www.google.com/maps/place/Archer+Manufacturing+Corporation/data=!4m7!3m6!1s0x880e3178dffce3e5:0xfd0753ad1df725fb!8m2!3d41.8119231!4d-87.7390573!16s%2Fg%2F1tkp5klr!19sChIJ5eP833gxDogR-yX3Ha1TB_0
1,No reviews,SKOL Manufacturing Co.,Metal fabricator,"
4444 N Ravenswood Ave, Chicago, IL 60640, Estados Unidos","
+1 773-878-5959",http://www.skolmfg.com/,True,,,https://www.google.com/maps/place/SKOL+Manufacturing+Co./data=!4m7!3m6!1s0x880fd23c58fa8a17:0x581f7ced55692c4c!8m2!3d41.962886!4d-87.674908!16s%2Fg%2F1tdkh7l4!19sChIJF4r6WDzSD4gRTCxpVe18H1g
1,No reviews,Black Swan Manufacturing Co,Fábrica,"
4540 W Thomas St, Chicago, IL 60651, Estados Unidos","
+1 773-227-3700",http://www.blackswanmfg.com/,True,,,https://www.google.com/maps/place/Black+Swan+Manufacturing+Co/data=!4m7!3m6!1s0x880fccd44e34a751:0xe1db788ff8a1a031!8m2!3d41.9007557!4d-87.740258!16s%2Fg%2F1tdbllm5!19sChIJUac0TtTMD4gRMaCh-I942-E
1,No reviews,"Bel-Air Manufacturing, Inc.",Fábrica,"
3525 W Potomac Ave, Chicago, IL 60651, Estados Unidos","
+1 773-276-7550",http://belairmfg.com/,True,,,"https://www.google.com/maps/place/Bel-Air+Manufacturing,+Inc./data=!4m7!3m6!1s0x880fcd49b4d1f807:0xa3f46f36d50bc7d1!8m2!3d41.9042148!4d-87.7152105!16s%2Fg%2F1264k4lsd!19sChIJB_jRtEnND4gR0ccL1TZv9KM"
1,No reviews,Cleats Manufacturing Co,Fábrica,"
1701 S Kostner Ave, Chicago, IL 60623, Estados Unidos","
+1 773-542-0453",https://www.cleatsmfg.com/,True,,,https://www.google.com/maps/place/Cleats+Manufacturing+Co/data=!4m7!3m6!1s0x880e32ff8011753f:0x24c34593d03edbd9!8m2!3d41.8576972!4d-87.7345372!16s%2Fg%2F1tjxg7jz!19sChIJP3URgP8yDogR2ds-0JNFwyQ
1,No reviews,ATL GA Staffing,Agencia de colocación,"
620 Peachtree St NE Suite 100, Atlanta, GA 30308, Estados Unidos",,https://www.atlgastaffing.com/,True,,,https://www.google.com/maps/place/ATL+GA+Staffing/data=!4m7!3m6!1s0x88f50564ffb3c0cd:0x7c749fb66c453311!8m2!3d33.7715793!4d-84.3855543!16s%2Fg%2F11fljjkxrl!19sChIJzcCz_2QF9YgRETNFbLafdHw
1,No reviews,Labor Staffing of Atlanta,Empresa de trabajo temporal,"
3814 N Druid Hills Rd, Decatur, GA 30033, Estados Unidos","
+1 404-688-7168",http://www.laborstaffing.com/,True,,,https://www.google.com/maps/place/Labor+Staffing+of+Atlanta/data=!4m7!3m6!1s0x88f504782167bfaf:0x6b59669462083600!8m2!3d33.8118092!4d-84.277554!16s%2Fg%2F1hc2mpft4!19sChIJr79nIXgE9YgRADYIYpRmWWs
1,No reviews,Essential Staffing Solutions,Agencia de colocación,"
7000 Central Pkwy, Atlanta, GA 30328, Estados Unidos","
+1 844-437-7562",http://www.esolutionspm.com/,True,,,https://www.google.com/maps/place/Essential+Staffing+Solutions/data=!4m7!3m6!1s0x88f50443aa21e697:0x6063a153c9482e27!8m2!3d33.9271716!4d-84.3487003!16s%2Fg%2F11c61rq21j!19sChIJl-YhqkME9YgRJy5IyVOhY2A
1,No reviews,Lakewood Engineering & Manufacturing Company,Fábrica,"
501 N Sacramento Blvd, Chicago, IL 60612, Estados Unidos","
+1 773-722-4300","https://pages.cs.wisc.edu/~anhai/wisc-si-archive/data/company_profiles/standard/instances/company_index/Consumer_Products-Durables/Appliances/instances/http:%5E%5Ewww.thestandard.com%5Ecompanies%5Edossier%5E0,1922,270779,00.html",True,,,https://www.google.com/maps/place/Lakewood+Engineering+%26+Manufacturing+Company/data=!4m7!3m6!1s0x880e32a90cbcf24f:0xb965fc00ef8014e2!8m2!3d41.890439!4d-87.7003952!16s%2Fg%2F1yg4fj86m!19sChIJT_K8DKkyDogR4hSA7wD8Zbk
1,No reviews,Black Swan Manufacturing Company,Fábrica,"
4255 W Lake St, Chicago, IL 60624, Estados Unidos","
+1 800-252-5796",http://www.blackswanmfg.com/,True,,,https://www.google.com/maps/place/Black+Swan+Manufacturing+Company/data=!4m7!3m6!1s0x880e32d99a91838f:0x35f4812699967488!8m2!3d41.88529!4d-87.7329982!16s%2Fg%2F11cnpby0k9!19sChIJj4ORmtkyDogRiHSWmSaB9DU
1,No reviews,Laystrom Manufacturing Company,Metal fabricator,"
3900 W Palmer St, Chicago, IL 60647, Estados Unidos","
+1 773-342-4800",http://www.laystrom.com/,True,,,https://www.google.com/maps/place/Laystrom+Manufacturing+Company/data=!4m7!3m6!1s0x880fcd172466ec19:0xc5768f0b53c36e24!8m2!3d41.9210581!4d-87.7249708!16s%2Fg%2F1v5k3m6d!19sChIJGexmJBfND4gRJG7DUwuPdsU
1,No reviews,Edsal Manufacturing Corporate Office,Fábrica,"
1555 W 44th St, Chicago, IL 60609, Estados Unidos",,http://www.edsal.com/,True,,,https://www.google.com/maps/place/Edsal+Manufacturing+Corporate+Office/data=!4m7!3m6!1s0x880e2e7933fc2609:0xd94ffecf3e57e8e5!8m2!3d41.813263!4d-87.6632285!16s%2Fg%2F1v1tnnvr!19sChIJCSb8M3kuDogR5ehXPs_-T9k
1,No reviews,First Step Staffing,Agencia de colocación,"
302 Decatur St. SE Suite 103, Atlanta, GA 30312, Estados Unidos","
+1 404-577-3395",http://firststepstaffing.com/,True,,,https://www.google.com/maps/place/First+Step+Staffing/data=!4m7!3m6!1s0x88f5038a2de36309:0x94b3938750fea5b6!8m2!3d33.7499947!4d-84.3800786!16s%2Fg%2F1tglj4d2!19sChIJCWPjLYoD9YgRtqX-UIeTs5Q
1,No reviews,TeamWRX Atlanta,Empresa de trabajo temporal,"
1691 Phoenix Blvd #390, Atlanta, GA 30349, Estados Unidos","
+1 404-850-0095",http://www.teamwrxstaff.com/atlanta,True,,,https://www.google.com/maps/place/TeamWRX+Atlanta/data=!4m7!3m6!1s0x88f50468bc6424a1:0x366d421653dde6e6!8m2!3d33.6155465!4d-84.4447243!16s%2Fg%2F11g9vvvnkr!19sChIJoSRkvGgE9YgR5ubdUxZCbTY
1,No reviews,Focus People,Agencia de colocación,"
2727 Paces Ferry Rd SE Bldg 2, Suite 1675, Atlanta, GA 30339, Estados Unidos","
+1 770-937-0410",https://www.focuspeople.com/,True,,,https://www.google.com/maps/place/Focus+People/data=!4m7!3m6!1s0x88f51030a5158445:0x20cdaa4c4cddbb79!8m2!3d33.8669054!4d-84.4741938!16s%2Fg%2F11cmz2vk02!19sChIJRYQVpTAQ9YgRebvdTEyqzSA
