lead_score,lead_reasons,name,category,address,phone,phone_e164,phone_valid,whatsapp,business_status,last_review,website,has_website,rating,reviews,search_query,search_location,scraped_date,maps_url
6,No website | No reviews,Carlos Enrique Cantú Rosas,Import export company," C. Héroe de Nacataz 2404, Fraccionamiento Ojo Caliente, 88000 Nuevo Laredo, Tamps.",867 712 4466,+528677124466,True,https://wa.me/528677124466,open,,,False,None,None,agencia aduanal,Nuevo Laredo Mexico,2026-06-11,https://www.google.com/maps/place/Carlos+Enrique+Cant%C3%BA+Rosas/data=!4m7!3m6!1s0x8661223415465e73:0x81ee4a3f5ea1b15c!8m2!3d27.4868259!4d-99.5049438!16s%2Fg%2F1tycx20m!19sChIJc15GFTQiYYYRXLGhXj9K7oE
6,No website | No reviews,Despacho Contable López Godina y Asociados,Certified public accountant," Av. 16 de Septiembre 730-114, Mexicaltzingo, 44180 Guadalajara, Jal.",33 3614 1457,+523336141457,True,https://wa.me/523336141457,open,,,False,None,None,despacho contable,Guadalajara Mexico,2026-06-11,https://www.google.com/maps/place/Despacho+Contable+L%C3%B3pez+Godina+y+Asociados/data=!4m7!3m6!1s0x8428ae1f2d8eb567:0x5339b5dd398564fe!8m2!3d20.6646144!4d-103.3497263!16s%2Fg%2F1yg4d0r39!19sChIJZ7WOLR-uKIQR_mSFOd21OVM
6,No website | No reviews,Accounting and Tax Office,Accountant," C. Fresno 2210, Del Fresno, 44909 Guadalajara, Jal.",33 3810 4175,+523338104175,True,https://wa.me/523338104175,open,,,False,None,None,despacho contable,Guadalajara Mexico,2026-06-11,https://www.google.com/maps/place/Accounting+and+Tax+Office/data=!4m7!3m6!1s0x8428ade3ea0a68f1:0xd6f46e45318bc7d9!8m2!3d20.6591761!4d-103.3749008!16s%2Fg%2F1ptyq6p5x!19sChIJ8WgK6uOtKIQR2ceLMUVu9NY
6,No website | No reviews,TAXAS Despacho contable y fiscal en Monterrey,Bookkeeping service," Planificadores, TORRE CIBELES 2802-PISO 7 INT 56, Empleados Sfeo, 64909 San Pedro Garza García, N.L.",81 2235 1361,+528122351361,True,https://wa.me/528122351361,open,,,False,None,None,despacho contable,Monterrey Mexico,2026-06-11,https://www.google.com/maps/place/TAXAS+Despacho+contable+y+fiscal+en+Monterrey/data=!4m7!3m6!1s0x8662bf162a95263f:0x2384dd2200d69c8b!8m2!3d25.6298723!4d-100.300233!16s%2Fg%2F11p4t4d19c!19sChIJPyaVKha_YoYRi5zWACLdhCM
6,No website | No reviews,DESPACHO EOL,Accountant," Monterrey, Centro Urbano Pdte. Juárez, Roma Nte., Cuauhtémoc, 06700 Ciudad de México, CDMX",55 5598 1388,+525555981388,True,https://wa.me/525555981388,open,,,False,None,None,despacho contable,Monterrey Mexico,2026-06-11,https://www.google.com/maps/place/DESPACHO+EOL/data=!4m7!3m6!1s0x85d1ff7fb733f0ed:0x569b2cec25901dc9!8m2!3d19.4164371!4d-99.16367!16s%2Fg%2F11k61gh13_!19sChIJ7fAzt3__0YURyR2QJewsm1Y
6,No website | No reviews,"Constructora Llodi, S. A. De C. V.",Construction company," Av. 5 de Febrero 2125, Jurica, 76100 Santiago de Querétaro, Qro.",442 218 2138,+524422182138,True,https://wa.me/524422182138,open,,,False,None,None,constructora,Queretaro Mexico,2026-06-11,"https://www.google.com/maps/place/Constructora+Llodi,+S.+A.+De+C.+V./data=!4m7!3m6!1s0x85d35a7a79903c21:0x1c390d53cd5a710d!8m2!3d20.6452149!4d-100.4318044!16s%2Fg%2F11c6lwk290!19sChIJITyQeXpa04URDXFazVMNORw"
6,No website | No reviews,ALGUSA,Construction company," Complejo San Pablo Avenida Real 274, San Pablo, 76150 Santiago de Querétaro, Qro.",442 467 4071,+524424674071,True,https://wa.me/524424674071,open,,,False,None,None,constructora,Queretaro Mexico,2026-06-11,https://www.google.com/maps/place/ALGUSA/data=!4m7!3m6!1s0x85d35aca242fe44b:0xedcd2c614f3795ae!8m2!3d20.6073952!4d-100.4105977!16s%2Fg%2F11h3fs3z_x!19sChIJS-QvJMpa04URrpU3T2Esze0
6,No website | No reviews,LLBM ADMINISTRACIÓN DE EDIFICIOS,Janitorial service," Medellín 79, Roma Nte., Cuauhtémoc, 06700 Ciudad de México, CDMX",55 5463 5554,+525554635554,True,https://wa.me/525554635554,open,,,False,None,None,administracion de condominios,Ciudad de Mexico,2026-06-11,https://www.google.com/maps/place/LLBM+ADMINISTRACI%C3%93N+DE+EDIFICIOS/data=!4m7!3m6!1s0x85d1ff38421b0001:0x396861239213e820!8m2!3d19.418087!4d-99.1663191!16s%2Fg%2F11vj6qdjl1!19sChIJAQAbQjj_0YURIOgTkiNhaDk
6,No website | No reviews,Administración de Condominios Bock,Property administration service," Gral. Pedro Antonio de Los Santos, San Miguel Chapultepec II Secc, Miguel Hidalgo, 11850 Ciudad de México, CDMX",55 2536 0218,+525525360218,True,https://wa.me/525525360218,open,,,False,None,None,administracion de condominios,Ciudad de Mexico,2026-06-11,https://www.google.com/maps/place/Administraci%C3%B3n+de+Condominios+Bock/data=!4m7!3m6!1s0x85d1fff5086a6559:0x3197cbd1206a1dd7!8m2!3d19.4141917!4d-99.1816623!16s%2Fg%2F11j8ljycpw!19sChIJWWVqCPX_0YUR1x1qINHLlzE
6,No website | No reviews,ABC ADMINISTRACION DE CONDOMINIOS,Business management consultant," WTC, Montecito 38, Nápoles, Benito Juárez, 03810 Ciudad de México, CDMX",55 7160 2925,+525571602925,True,https://wa.me/525571602925,open,,,False,None,None,administracion de condominios,Ciudad de Mexico,2026-06-11,https://www.google.com/maps/place/ABC+ADMINISTRACION+DE+CONDOMINIOS/data=!4m7!3m6!1s0x85d1ff71f4b4bf6d:0x631614d0449c64b2!8m2!3d19.3941439!4d-99.1740012!16s%2Fg%2F11_qnb4kh!19sChIJbb-09HH_0YURsmScRNAUFmM
6,No website | No reviews,Truvius: comparador de seguros de salud y vida,Health insurance agency," Puebla 387, Roma Nte., Cuauhtémoc, 06700 Ciudad de México, CDMX",55 4170 8726,+525541708726,True,https://wa.me/525541708726,open,,,False,None,None,agencia de seguros,Puebla Mexico,2026-06-11,https://www.google.com/maps/place/Truvius:+comparador+de+seguros+de+salud+y+vida/data=!4m7!3m6!1s0x85d1ff3941cfbc1d:0xbde060638eb940fe!8m2!3d19.420192!4d-99.174518!16s%2Fg%2F11g7y8w1zf!19sChIJHbzPQTn_0YUR_kC5jmNg4L0
6,No website | No reviews,Despacho Jurídico Contables Flores Bilchis y Asociados,Lawyer," Ballena 39, Verónica Anzúres, Miguel Hidalgo, 11300 Ciudad de México, CDMX",55 5260 3677,+525552603677,True,https://wa.me/525552603677,open,,,False,None,None,despacho contable,Ciudad de Mexico,2026-06-11,https://www.google.com/maps/place/Despacho+Jur%C3%ADdico+Contables+Flores+Bilchis+y+Asociados/data=!4m7!3m6!1s0x85d1f8b188ade9b3:0xbf85045b36233e03!8m2!3d19.4374159!4d-99.176971!16s%2Fg%2F1vtzhk8p!19sChIJs-mtiLH40YURAz4jNlsEhb8
6,No website | No reviews,"Despacho Contable Fiscal HERFLO CONTADORES,S.C",Certified public accountant," Av. Pdte. Masaryk 111, Polanco, Polanco V Secc, Miguel Hidalgo, 11560 Ciudad de México, CDMX",55 5583 1106,+525555831106,True,https://wa.me/525555831106,open,,,False,None,None,despacho contable,Ciudad de Mexico,2026-06-11,"https://www.google.com/maps/place/Despacho+Contable+Fiscal+HERFLO+CONTADORES,S.C/data=!4m7!3m6!1s0x85d1f9d558b1b04b:0xbe43fd9c95920353!8m2!3d19.4319472!4d-99.1860116!16s%2Fg%2F11gmwb_wk7!19sChIJS7CxWNX50YURUwOSlZz9Q74"
6,No website | No reviews,Despacho Contable Gaytán y Asociados.,Accountant," Bradley 57, Anzures, Miguel Hidalgo, 11590 Ciudad de México, CDMX",55 8806 2339,+525588062339,True,https://wa.me/525588062339,open,,,False,None,None,despacho contable,Ciudad de Mexico,2026-06-11,https://www.google.com/maps/place/Despacho+Contable+Gayt%C3%A1n+y+Asociados./data=!4m7!3m6!1s0x85d1ffb6427cd975:0xa6a6580fd96a90b6!8m2!3d19.431741!4d-99.1786364!16s%2Fg%2F11qnq0cbk8!19sChIJddl8Qrb_0YURtpBq2Q9YpqY
6,No website | No reviews,DESPACHO CONTABLE Y FISCAL,Corporate office," Mar Adriático 20, Popotla, Miguel Hidalgo, 11400 Ciudad de México, CDMX",55 2955 1858,+525529551858,True,https://wa.me/525529551858,open,,,False,None,None,despacho contable,Ciudad de Mexico,2026-06-11,https://www.google.com/maps/place/DESPACHO+CONTABLE+Y+FISCAL/data=!4m7!3m6!1s0x85d1f9728c1dc5b9:0x6dcc160ba9a559b0!8m2!3d19.452805!4d-99.1837119!16s%2Fg%2F11gxmv20sv!19sChIJucUdjHL50YURsFmlqQsWzG0
6,No website | No reviews,Despacho Contable Grupo Ferbea,Certified public accountant," Av. P.º de la Reforma 403 - 1204, Cuauhtémoc, 06500 Ciudad de México, CDMX",55 1822 8302,+525518228302,True,https://wa.me/525518228302,open,,,False,None,None,despacho contable,Ciudad de Mexico,2026-06-11,https://www.google.com/maps/place/Despacho+Contable+Grupo+Ferbea/data=!4m7!3m6!1s0x85d1ff4bd09712ed:0xa9b7158bd1c50d1b!8m2!3d19.4260056!4d-99.1711057!16s%2Fg%2F11cs607f4v!19sChIJ7RKX0Ev_0YURGw3F0YsVt6k
6,No website | No reviews,Despacho Contable Benítez de la Rosa.,Bookkeeping service," C. Nogal 94-oficina 106, Sta María la Ribera, Cuauhtémoc, 06400 Ciudad de México, CDMX",55 6272 9447,+525562729447,True,https://wa.me/525562729447,open,,,False,None,None,despacho contable,Ciudad de Mexico,2026-06-11,https://www.google.com/maps/place/Despacho+Contable+Ben%C3%ADtez+de+la+Rosa./data=!4m7!3m6!1s0x85d1f9e4593e0b97:0x56c69c90e4486cdd!8m2!3d19.4470366!4d-99.1642645!16s%2Fg%2F11gl0v2vf1!19sChIJlws-WeT50YUR3WxI5JCcxlY
6,No website | No reviews,Abitat Constructora,Construction company," Lago Alberto 369, Anáhuac I Secc, Miguel Hidalgo, 11320 Ciudad de México, CDMX",55 9688 8034,+525596888034,True,https://wa.me/525596888034,open,,,False,None,None,constructora,Ciudad de Mexico,2026-06-11,https://www.google.com/maps/place/Abitat+Constructora/data=!4m7!3m6!1s0x85d1f8ae4341d4c5:0x9a3acc39a99a80c!8m2!3d19.4386937!4d-99.1808105!16s%2Fg%2F11c25r7gkg!19sChIJxdRBQ6740YURDKiZmsOsowk
6,No website | No reviews,Casa Constructora,Construction company," Lago Ammer No. 129, Pensil Nte., Miguel Hidalgo, 11430 Ciudad de México, CDMX",55 3512 7926,+525535127926,True,https://wa.me/525535127926,open,,,False,None,None,constructora,Ciudad de Mexico,2026-06-11,https://www.google.com/maps/place/Casa+Constructora/data=!4m7!3m6!1s0x85d202095a73ad65:0xa373f87e08659b2!8m2!3d19.447479!4d-99.194724!16s%2Fg%2F11flrpg8bd!19sChIJZa1zWgkC0oURslmG4Ic_Nwo
6,No website | No reviews,Cobague Construcciones,Construction company," Calz. Gral. Mariano Escobedo 375, Polanco, Anzures, Miguel Hidalgo, 11590 Ciudad de México, CDMX",55 7307 5697,+525573075697,True,https://wa.me/525573075697,open,,,False,None,None,constructora,Ciudad de Mexico,2026-06-11,https://www.google.com/maps/place/Cobague+Construcciones/data=!4m7!3m6!1s0x85d1f8ac15a3e213:0x10c849fb2daef331!8m2!3d19.4355253!4d-99.1830877!16s%2Fg%2F11flrpg_sn!19sChIJE-KjFaz40YURMfOuLftJyBA
6,No website | No reviews,Condominio Sol del sureste,Condominium rental agency," C. 19 64, 77524 Cancún, Q.R.",998 291 3916,+529982913916,True,https://wa.me/529982913916,open,,,False,None,None,administracion de condominios,Cancun Mexico,2026-06-11,https://www.google.com/maps/place/Condominio+Sol+del+sureste/data=!4m7!3m6!1s0x8f4c2d69d36d40f5:0x9ca04e23a7e802b4!8m2!3d21.1748198!4d-86.8222101!16s%2Fg%2F11h5drz1tv!19sChIJ9UBt02ktTI8RtALopyNOoJw
6,No website | No reviews,Sky Cancun Residences,Condominium complex," Av. Bonampak 8-01, Puerto Juarez, Zona Hotelera, 77500 Cancún, Q.R.",998 688 0574,+529986880574,True,https://wa.me/529986880574,open,,,False,None,None,administracion de condominios,Cancun Mexico,2026-06-11,https://www.google.com/maps/place/Sky+Cancun+Residences/data=!4m7!3m6!1s0x8f4c2ea88a66f037:0x2f8b63ff701059e8!8m2!3d21.1718937!4d-86.8198211!16s%2Fg%2F1tp0fqqd!19sChIJN_BmiqguTI8R6FkQcP9jiy8
6,No website | No reviews,Liverté Cancún,Property management company," Av. José López Portillo Supermanzana 110 01 Manzana L 03, 77539 Cancún, Q.R.",984 134 2290,+529841342290,True,https://wa.me/529841342290,open,,,False,None,None,administracion de condominios,Cancun Mexico,2026-06-11,https://www.google.com/maps/place/Livert%C3%A9+Canc%C3%BAn/data=!4m7!3m6!1s0x8f4c2b6b9bce8067:0x7032a11b8d67df3c!8m2!3d21.1242848!4d-86.9284197!16s%2Fg%2F11btxct7lt!19sChIJZ4DOm2srTI8RPN9njRuhMnA
6,No website | No reviews,Live Aqua Cancún,," Blvd. Kukulcan 12, El Rey, Zona Hotelera, 77500 Cancún, Q.R.",800 504 5000,+528005045000,True,https://wa.me/528005045000,open,,,False,None,None,agencia de viajes,Cancun Mexico,2026-06-11,https://www.google.com/maps/place/Live+Aqua+Canc%C3%BAn/data=!4m7!3m6!1s0x8f4c2b763c98a835:0x62b9e74196e6a1ea!8m2!3d21.111113!4d-86.761281!16s%2Fg%2F1pp2t_jcd!19sChIJNaiYPHYrTI8R6qHmlkHnuWI
6,No website | No reviews,Inmobiliaria Vivir Mérida,Real estate agency," C. 28 310A, Emiliano Zapata Nte, 97219 Mérida, Yuc.",999 908 6555,+529999086555,True,https://wa.me/529999086555,open,,,False,None,None,inmobiliaria,Merida Mexico,2026-06-11,https://www.google.com/maps/place/Inmobiliaria+Vivir+M%C3%A9rida/data=!4m7!3m6!1s0x8f5676b933427d4f:0xd851d9abd6abff0!8m2!3d21.0157088!4d-89.6095099!16s%2Fg%2F11df2vx_2j!19sChIJT31CM7l2Vo8R8L9qvZodhQ0
6,No website | No reviews,BREYSA CONSTRUCTORA S.A. DE C.V.,Construction company," Av. Cvln. Jorge Álvarez del Castillo 1310, Lomas del Country, 44610 Guadalajara, Jal.",33 3853 6453,+523338536453,True,https://wa.me/523338536453,open,,,False,None,None,constructora,Guadalajara Mexico,2026-06-11,https://www.google.com/maps/place/BREYSA+CONSTRUCTORA+S.A.+DE+C.V./data=!4m7!3m6!1s0x8428ae2f9dc4c215:0xad84bfc6717406c8!8m2!3d20.7001311!4d-103.3673986!16s%2Fg%2F1pty2k2pf!19sChIJFcLEnS-uKIQRyAZ0cca_hK0
6,No website | No reviews,"Constructora San Sebastian, S.A. De C.V.",Road construction company," Diag. Golfo de Cortés 2946, Vallarta Nte., 44690 Guadalajara, Jal.",33 3616 4200,+523336164200,True,https://wa.me/523336164200,open,,,False,None,None,constructora,Guadalajara Mexico,2026-06-11,"https://www.google.com/maps/place/Constructora+San+Sebastian,+S.A.+De+C.V./data=!4m7!3m6!1s0x8428ae6e446da8bb:0x49eeb3f0d692f405!8m2!3d20.676572!4d-103.3895616!16s%2Fg%2F1tfcnnrx!19sChIJu6htRG6uKIQRBfSS1vCz7kk"
6,No website | No reviews,Proyectos Construcciónes y Desarrollo Plasa,Construction company," Río de Janeiro 2275, Providencia, 44630 Guadalajara, Jal.",33 3817 5904,+523338175904,True,https://wa.me/523338175904,open,,,False,None,None,constructora,Guadalajara Mexico,2026-06-11,https://www.google.com/maps/place/Proyectos+Construcci%C3%B3nes+y+Desarrollo+Plasa/data=!4m7!3m6!1s0x8428ae30cd3ecc0f:0x4745f97557f1bc31!8m2!3d20.7003687!4d-103.3761005!16s%2Fg%2F1tjdx6jv!19sChIJD8w-zTCuKIQRMbzxV3X5RUc
6,No website | No reviews,Constructora Tlajomulco,Construction company," Av. Miguel Hidalgo y Costilla 3157, 44248 Guadalajara, Jal.",33 3122 7747,+523331227747,True,https://wa.me/523331227747,open,,,False,None,None,constructora,Guadalajara Mexico,2026-06-11,https://www.google.com/maps/place/Constructora+Tlajomulco/data=!4m7!3m6!1s0x8428ae7225555555:0x8a8cc0817734d316!8m2!3d20.6761931!4d-103.3950529!16s%2Fg%2F1td5rlj_!19sChIJVVVVJXKuKIQRFtM0d4HAjIo
