name,address,already_sent,business_status,category,has_website,last_review,lead_reasons,lead_score,maps_url,phone,phone_e164,phone_valid,rating,reviews,scraped_date,search_location,search_query,wa_message,website,whatsapp,whatsapp_jid,whatsapp_verified
Carlos Enrique Cantú Rosas," C. Héroe de Nacataz 2404, Fraccionamiento Ojo Caliente, 88000 Nuevo Laredo, Tamps.",no,open,Import export company,False,,No website | No reviews,6,https://www.google.com/maps/place/Carlos+Enrique+Cant%C3%BA+Rosas/data=!4m7!3m6!1s0x8661223415465e73:0x81ee4a3f5ea1b15c!8m2!3d27.4868259!4d-99.5049438!16s%2Fg%2F1tycx20m!19sChIJc15GFTQiYYYRXLGhXj9K7oE,867 712 4466,+528677124466,True,None,None,2026-06-11,Nuevo Laredo Mexico,agencia aduanal,Hola ¿Carlos Enrique Cantú Rosas? 👋 Los vi en Google Maps. ¿Cómo arman pedimentos y facturas que llegan por WhatsApp y correo? Hicimos algo que los ordena por operación. ¿Le interesa?,,https://wa.me/528677124466,,
De la Miyar Garza Agencia Aduanal S.C," Gutierrez 3411, Sector Centro, 88000 Nuevo Laredo, Tamps.",no,open,Freight forwarding service,False,,No website | No reviews,6,https://www.google.com/maps/place/De+la+Miyar+Garza+Agencia+Aduanal+S.C/data=!4m7!3m6!1s0x866123cc64ba0de1:0xc471c3ceb201b9ba!8m2!3d27.4901227!4d-99.5113481!16s%2Fg%2F1th63t7d!19sChIJ4Q26ZMwjYYYRurkBss7DccQ,867 712 5779,+528677125779,True,None,None,2026-06-11,Nuevo Laredo Mexico,agencia aduanal,"Qué tal De la Miyar Garza Agencia Aduanal, los vi en Maps. ¿Se va tiempo juntando documentos de un despacho regados en chats? Tenemos algo que los junta solo. ¿Le cuento rápido?",,https://wa.me/528677125779,,
GRUPO ESPARZA TRAMITADOR ADUANAL," MANUEL J CLOUHTIER 10052, 32692 Juárez, Chih.",no,open,Customs broker,False,,No website | No reviews,6,https://www.google.com/maps/place/GRUPO+ESPARZA+TRAMITADOR+ADUANAL/data=!4m7!3m6!1s0x86e743336bede739:0xf9ee84d3bd34c5cb!8m2!3d31.6547291!4d-106.3429095!16s%2Fg%2F11nmcp3q5j!19sChIJOeftazND54YRy8U0vdOE7vk,656 682 1517,+526566821517,True,None,None,2026-06-11,Ciudad Juarez Mexico,agencia aduanal,"Hola GRUPO ESPARZA TRAMITADOR ADUANAL 👋 Soy Ricardo, software mexicano. ¿Se traspapela un documento de un despacho en WhatsApp? Armamos algo para eso. ¿Le late?",,https://wa.me/526566821517,,
Despacho contable Mora Lira," C. José María Morelos 1864-int 12, Ladrón de Guevara, Lafayette, 44600 Guadalajara, Jal.",no,open,Accountant,False,,No website | No reviews,6,https://www.google.com/maps/place/Despacho+contable+Mora+Lira/data=!4m7!3m6!1s0x8428b24fd3674cef:0x194ec2c5f91ed9c2!8m2!3d20.6760599!4d-103.3729949!16s%2Fg%2F1yg4v7fp7!19sChIJ70xn00-yKIQRwtke-cXCThk,33 3639 0395,+523336390395,True,None,None,2026-06-11,Guadalajara Mexico,despacho contable,Hola ¿Despacho contable Mora Lira? 👋 Los vi en Google Maps. ¿Cuánto tiempo se va juntando facturas y recibos que llegan en fotos por WhatsApp? Hicimos algo que los ordena por cliente. ¿Le interesa?,,https://wa.me/523336390395,,
Despacho Contable López Godina y Asociados," Av. 16 de Septiembre 730-114, Mexicaltzingo, 44180 Guadalajara, Jal.",no,open,Certified public accountant,False,,No website | No reviews,6,https://www.google.com/maps/place/Despacho+Contable+L%C3%B3pez+Godina+y+Asociados/data=!4m7!3m6!1s0x8428ae1f2d8eb567:0x5339b5dd398564fe!8m2!3d20.6646144!4d-103.3497263!16s%2Fg%2F1yg4d0r39!19sChIJZ7WOLR-uKIQR_mSFOd21OVM,33 3614 1457,+523336141457,True,None,None,2026-06-11,Guadalajara Mexico,despacho contable,"Qué tal Despacho Contable López Godina y Asociados, los vi en Maps. ¿Batallan en el cierre persiguiendo comprobantes regados en chats? Tenemos algo que los acomoda solo. ¿Le cuento rápido?",,https://wa.me/523336141457,,
Accounting and Tax Office," C. Fresno 2210, Del Fresno, 44909 Guadalajara, Jal.",no,open,Accountant,False,,No website | No reviews,6,https://www.google.com/maps/place/Accounting+and+Tax+Office/data=!4m7!3m6!1s0x8428ade3ea0a68f1:0xd6f46e45318bc7d9!8m2!3d20.6591761!4d-103.3749008!16s%2Fg%2F1ptyq6p5x!19sChIJ8WgK6uOtKIQR2ceLMUVu9NY,33 3810 4175,+523338104175,True,None,None,2026-06-11,Guadalajara Mexico,despacho contable,"Hola Accounting and Tax Office 👋 Soy Ricardo, software mexicano. ¿Pierden horas bajando tickets de WhatsApp? Armamos algo que los ordena por cliente y mes. ¿Le late?",,https://wa.me/523338104175,,
TAXAS Despacho contable y fiscal en Monterrey," Planificadores, TORRE CIBELES 2802-PISO 7 INT 56, Empleados Sfeo, 64909 San Pedro Garza García, N.L.",no,open,Bookkeeping service,False,,No website | No reviews,6,https://www.google.com/maps/place/TAXAS+Despacho+contable+y+fiscal+en+Monterrey/data=!4m7!3m6!1s0x8662bf162a95263f:0x2384dd2200d69c8b!8m2!3d25.6298723!4d-100.300233!16s%2Fg%2F11p4t4d19c!19sChIJPyaVKha_YoYRi5zWACLdhCM,81 2235 1361,+528122351361,True,None,None,2026-06-11,Monterrey Mexico,despacho contable,Hola ¿TAXAS Despacho contable y fiscal en Monterrey? 👋 Los vi en Google Maps. ¿Cuánto tiempo se va juntando facturas y recibos que llegan en fotos por WhatsApp? Hicimos algo que los ordena por cliente. ¿Le interesa?,,https://wa.me/528122351361,,
DESPACHO EOL," Monterrey, Centro Urbano Pdte. Juárez, Roma Nte., Cuauhtémoc, 06700 Ciudad de México, CDMX",no,open,Accountant,False,,No website | No reviews,6,https://www.google.com/maps/place/DESPACHO+EOL/data=!4m7!3m6!1s0x85d1ff7fb733f0ed:0x569b2cec25901dc9!8m2!3d19.4164371!4d-99.16367!16s%2Fg%2F11k61gh13_!19sChIJ7fAzt3__0YURyR2QJewsm1Y,55 5598 1388,+525555981388,True,None,None,2026-06-11,Monterrey Mexico,despacho contable,"Qué tal DESPACHO EOL, los vi en Maps. ¿Batallan en el cierre persiguiendo comprobantes regados en chats? Tenemos algo que los acomoda solo. ¿Le cuento rápido?",,https://wa.me/525555981388,,
ABC ADMINISTRACION DE CONDOMINIOS," WTC, Montecito 38, Nápoles, Benito Juárez, 03810 Ciudad de México, CDMX",no,open,Business management consultant,False,,No website | No reviews,6,https://www.google.com/maps/place/ABC+ADMINISTRACION+DE+CONDOMINIOS/data=!4m7!3m6!1s0x85d1ff71f4b4bf6d:0x631614d0449c64b2!8m2!3d19.3941439!4d-99.1740012!16s%2Fg%2F11_qnb4kh!19sChIJbb-09HH_0YURsmScRNAUFmM,55 7160 2925,+525571602925,True,None,None,2026-06-11,Ciudad de Mexico,administracion de condominios,"Hola ABC ADMINISTRACION DE CONDOMINIOS 👋 Soy Ricardo, software mexicano. ¿El expediente de una unidad está repartido en mil fotos? Armamos algo que lo ordena. ¿Le late?",,https://wa.me/525571602925,,
Truvius: comparador de seguros de salud y vida," Puebla 387, Roma Nte., Cuauhtémoc, 06700 Ciudad de México, CDMX",no,open,Health insurance agency,False,,No website | No reviews,6,https://www.google.com/maps/place/Truvius:+comparador+de+seguros+de+salud+y+vida/data=!4m7!3m6!1s0x85d1ff3941cfbc1d:0xbde060638eb940fe!8m2!3d19.420192!4d-99.174518!16s%2Fg%2F11g7y8w1zf!19sChIJHbzPQTn_0YUR_kC5jmNg4L0,55 4170 8726,+525541708726,True,None,None,2026-06-11,Puebla Mexico,agencia de seguros,Hola ¿Truvius: comparador de seguros de salud y vida? 👋 Los vi en Google Maps. ¿Cómo arman un reclamo con las fotos del siniestro que llegan por WhatsApp? Hicimos algo que las ordena por póliza. ¿Le interesa?,,https://wa.me/525541708726,,
Despacho Jurídico Contables Flores Bilchis y Asociados," Ballena 39, Verónica Anzúres, Miguel Hidalgo, 11300 Ciudad de México, CDMX",no,open,Lawyer,False,,No website | No reviews,6,https://www.google.com/maps/place/Despacho+Jur%C3%ADdico+Contables+Flores+Bilchis+y+Asociados/data=!4m7!3m6!1s0x85d1f8b188ade9b3:0xbf85045b36233e03!8m2!3d19.4374159!4d-99.176971!16s%2Fg%2F1vtzhk8p!19sChIJs-mtiLH40YURAz4jNlsEhb8,55 5260 3677,+525552603677,True,None,None,2026-06-11,Ciudad de Mexico,despacho contable,"Qué tal Despacho Jurídico Contables Flores Bilchis y Asociados, los vi en Maps. ¿Batallan en el cierre persiguiendo comprobantes regados en chats? Tenemos algo que los acomoda solo. ¿Le cuento rápido?",,https://wa.me/525552603677,,
"Despacho Contable Fiscal HERFLO CONTADORES,S.C"," Av. Pdte. Masaryk 111, Polanco, Polanco V Secc, Miguel Hidalgo, 11560 Ciudad de México, CDMX",no,open,Certified public accountant,False,,No website | No reviews,6,"https://www.google.com/maps/place/Despacho+Contable+Fiscal+HERFLO+CONTADORES,S.C/data=!4m7!3m6!1s0x85d1f9d558b1b04b:0xbe43fd9c95920353!8m2!3d19.4319472!4d-99.1860116!16s%2Fg%2F11gmwb_wk7!19sChIJS7CxWNX50YURUwOSlZz9Q74",55 5583 1106,+525555831106,True,None,None,2026-06-11,Ciudad de Mexico,despacho contable,"Hola Despacho Contable Fiscal HERFLO CONTADORES 👋 Soy Ricardo, software mexicano. ¿Pierden horas bajando tickets de WhatsApp? Armamos algo que los ordena por cliente y mes. ¿Le late?",,https://wa.me/525555831106,,
Despacho Contable Gaytán y Asociados.," Bradley 57, Anzures, Miguel Hidalgo, 11590 Ciudad de México, CDMX",no,open,Accountant,False,,No website | No reviews,6,https://www.google.com/maps/place/Despacho+Contable+Gayt%C3%A1n+y+Asociados./data=!4m7!3m6!1s0x85d1ffb6427cd975:0xa6a6580fd96a90b6!8m2!3d19.431741!4d-99.1786364!16s%2Fg%2F11qnq0cbk8!19sChIJddl8Qrb_0YURtpBq2Q9YpqY,55 8806 2339,+525588062339,True,None,None,2026-06-11,Ciudad de Mexico,despacho contable,Hola ¿Despacho Contable Gaytán y Asociados? 👋 Los vi en Google Maps. ¿Cuánto tiempo se va juntando facturas y recibos que llegan en fotos por WhatsApp? Hicimos algo que los ordena por cliente. ¿Le interesa?,,https://wa.me/525588062339,,
Condominio Sol del sureste," C. 19 64, 77524 Cancún, Q.R.",no,open,Condominium rental agency,False,,No website | No reviews,6,https://www.google.com/maps/place/Condominio+Sol+del+sureste/data=!4m7!3m6!1s0x8f4c2d69d36d40f5:0x9ca04e23a7e802b4!8m2!3d21.1748198!4d-86.8222101!16s%2Fg%2F11h5drz1tv!19sChIJ9UBt02ktTI8RtALopyNOoJw,998 291 3916,+529982913916,True,None,None,2026-06-11,Cancun Mexico,administracion de condominios,"Qué tal Condominio Sol del sureste, los vi en Maps. ¿Batallan a fin de mes con recibos de mantenimiento regados en chats? Tenemos algo que los acomoda solo. ¿Le cuento rápido?",,https://wa.me/529982913916,,
Sky Cancun Residences," Av. Bonampak 8-01, Puerto Juarez, Zona Hotelera, 77500 Cancún, Q.R.",no,open,Condominium complex,False,,No website | No reviews,6,https://www.google.com/maps/place/Sky+Cancun+Residences/data=!4m7!3m6!1s0x8f4c2ea88a66f037:0x2f8b63ff701059e8!8m2!3d21.1718937!4d-86.8198211!16s%2Fg%2F1tp0fqqd!19sChIJN_BmiqguTI8R6FkQcP9jiy8,998 688 0574,+529986880574,True,None,None,2026-06-11,Cancun Mexico,administracion de condominios,"Hola Sky Cancun Residences 👋 Soy Ricardo, software mexicano. ¿El expediente de una unidad está repartido en mil fotos? Armamos algo que lo ordena. ¿Le late?",,https://wa.me/529986880574,,
Liverté Cancún," Av. José López Portillo Supermanzana 110 01 Manzana L 03, 77539 Cancún, Q.R.",no,open,Property management company,False,,No website | No reviews,6,https://www.google.com/maps/place/Livert%C3%A9+Canc%C3%BAn/data=!4m7!3m6!1s0x8f4c2b6b9bce8067:0x7032a11b8d67df3c!8m2!3d21.1242848!4d-86.9284197!16s%2Fg%2F11btxct7lt!19sChIJZ4DOm2srTI8RPN9njRuhMnA,984 134 2290,+529841342290,True,None,None,2026-06-11,Cancun Mexico,administracion de condominios,Hola ¿Liverté Cancún? 👋 Los vi en Google Maps. ¿Cómo juntan los comprobantes y reportes que mandan por foto en WhatsApp? Hicimos algo que los ordena por unidad. ¿Le interesa?,,https://wa.me/529841342290,,
Inmobiliaria Vivir Mérida," C. 28 310A, Emiliano Zapata Nte, 97219 Mérida, Yuc.",no,open,Real estate agency,False,,No website | No reviews,6,https://www.google.com/maps/place/Inmobiliaria+Vivir+M%C3%A9rida/data=!4m7!3m6!1s0x8f5676b933427d4f:0xd851d9abd6abff0!8m2!3d21.0157088!4d-89.6095099!16s%2Fg%2F11df2vx_2j!19sChIJT31CM7l2Vo8R8L9qvZodhQ0,999 908 6555,+529999086555,True,None,None,2026-06-11,Merida Mexico,inmobiliaria,"Qué tal Inmobiliaria Vivir Mérida, los vi en Maps. ¿Tardan hallando el contrato o fotos de un inmueble entre chats? Tenemos algo que lo ordena solo. ¿Le cuento rápido?",,https://wa.me/529999086555,,
Seguros Monterrey New York Life & Advisory," Av. P.º de la Reforma 342, Juárez, Cuauhtémoc, 06600 Ciudad de México, CDMX",no,open,Life insurance agency,False,,No website | No reviews,6,https://www.google.com/maps/place/Seguros+Monterrey+New+York+Life+%26+Advisory/data=!4m7!3m6!1s0x85cdfef6c5555555:0x602a0e2317477eee!8m2!3d19.4262281!4d-99.1674903!16s%2Fg%2F1tj21wpk!19sChIJVVVVxfb-zYUR7n5HFyMOKmA,55 5326 9000,+525553269000,True,None,None,2026-06-11,Monterrey Mexico,agencia de seguros,"Hola Seguros Monterrey New York Life & Advisory 👋 Soy Ricardo, software mexicano. ¿Batallan rearmando expedientes de reclamos? Armamos algo que los ordena. ¿Le late?",,https://wa.me/525553269000,,
Seguros&inversiones.Mluengo," Monterrey 78, La Roma, Cuauhtémoc, 06600 Ciudad de México, CDMX",no,open,Insurance broker,False,,No website | No reviews,6,https://www.google.com/maps/place/Seguros%26inversiones.Mluengo/data=!4m7!3m6!1s0x85d1ff242ceef5a5:0xfa345e3d6f53b71e!8m2!3d19.4195187!4d-99.164557!16s%2Fg%2F11gyb0r_jh!19sChIJpfXuLCT_0YURHrdTbz1eNPo,55 2853 5757,+525528535757,True,None,None,2026-06-11,Monterrey Mexico,agencia de seguros,Hola ¿Seguros&inversiones.Mluengo? 👋 Los vi en Google Maps. ¿Cómo arman un reclamo con las fotos del siniestro que llegan por WhatsApp? Hicimos algo que las ordena por póliza. ¿Le interesa?,,https://wa.me/525528535757,,
SEGUROS & FIANZAS," Monterrey 78, Roma Nte., Cuauhtémoc, 06700 Ciudad de México, CDMX",no,open,Insurance agency,False,,No website | No reviews,6,https://www.google.com/maps/place/SEGUROS+%26+FIANZAS/data=!4m7!3m6!1s0x85d1ff39d174b36b:0x8442bb52d34b1a8c!8m2!3d19.4195187!4d-99.164557!16s%2Fg%2F11jcmlbf0n!19sChIJa7N00Tn_0YURjBpL01K7QoQ,55 5506 2245,+525555062245,True,None,None,2026-06-11,Monterrey Mexico,agencia de seguros,"Qué tal SEGUROS & FIANZAS, los vi en Maps. ¿Se va tiempo juntando evidencias de un siniestro regadas en chats? Tenemos algo que las junta solo. ¿Le cuento rápido?",,https://wa.me/525555062245,,
ABOGADO & ASOCIADOS DESPACHO JURIDICO PODER LEGAL," Av. 8 de Julio 69, Zona Centro, 44100 Guadalajara, Jal.",no,open,Criminal justice attorney,False,5 months ago,No website | 62 reviews,6,https://www.google.com/maps/place/ABOGADO+%26+ASOCIADOS+DESPACHO+JURIDICO+PODER+LEGAL/data=!4m7!3m6!1s0x8428b125d96283a3:0x22b1b8684c78f56!8m2!3d20.6754317!4d-103.3523021!16s%2Fg%2F11w7nlnfft!19sChIJo4Ni2SWxKIQRVo_HhIYbKwI,33 1637 2931,+523316372931,True,None,62,2026-06-11,Guadalajara Mexico,despacho juridico,"Hola ABOGADO & ASOCIADOS DESPACHO JURIDICO PODER LEGAL 👋 Soy Ricardo, software mexicano. ¿Pierden tiempo reconstruyendo expedientes de varios chats? Armamos algo para eso. ¿Le late?",,https://wa.me/523316372931,,
Despacho Jurídico Ornelas y Asociados," José Maria Vigil, Italia 2370, Providencia, 44648 Guadalajara, Jal.",no,open,Lawyer,False,,No website | No reviews,6,https://www.google.com/maps/place/Despacho+Jur%C3%ADdico+Ornelas+y+Asociados/data=!4m7!3m6!1s0x8428af7238e9b02f:0xd052ab4fe1454255!8m2!3d20.6899962!4d-103.3765431!16s%2Fg%2F11q8y2vpdh!19sChIJL7DpOHKvKIQRVUJF4U-rUtA,33 2254 6929,+523322546929,True,None,None,2026-06-11,Guadalajara Mexico,despacho juridico,Hola ¿Despacho Jurídico Ornelas y Asociados? 👋 Los vi en Google Maps. ¿Tardan armando un expediente con docs regados en WhatsApp y correo? Hicimos algo que los junta por caso. ¿Le interesa?,,https://wa.me/523322546929,,
Bufete Jurídico Ovalles & Asociados," C. Andorra 2466, Santa Elena Estadio, 44230 Guadalajara, Jal.",no,open,Lawyer,False,,No website | No reviews,6,https://www.google.com/maps/place/Bufete+Jur%C3%ADdico+Ovalles+%26+Asociados/data=!4m7!3m6!1s0x8428b1b1d33065d5:0x86f20904643c62ba!8m2!3d20.7103474!4d-103.3362786!16s%2Fg%2F11zb75_lzr!19sChIJ1WUw07GxKIQRumI8ZAQJ8oY,33 3107 8154,+523331078154,True,None,None,2026-06-11,Guadalajara Mexico,despacho juridico,"Qué tal Bufete Jurídico Ovalles & Asociados, los vi en Maps. ¿Se les traspapela un documento entre tantos chats de un asunto? Tenemos algo que lo ordena solo. ¿Le cuento rápido?",,https://wa.me/523331078154,,
Notaría Pública No. 51," Av. 3 Poniente 2504, San Matías, 72090 Heroica Puebla de Zaragoza, Pue.",no,open,Legal services,False,,No website | No reviews,6,https://www.google.com/maps/place/Notar%C3%ADa+P%C3%BAblica+No.+51/data=!4m7!3m6!1s0x85cfc12a726f0261:0xf1cad7fb9780f19d!8m2!3d19.0531706!4d-98.2174103!16s%2Fg%2F1tfhgrj4!19sChIJYQJvcirBz4URnfGAl_vXyvE,222 231 0388,+522222310388,True,None,None,2026-06-11,Puebla Mexico,notaria publica,"Hola Notaría Pública No. 51 👋 Soy Ricardo, software mexicano. ¿Pierden tiempo reconstruyendo expedientes de varios chats? Armamos algo para eso. ¿Le late?",,https://wa.me/522222310388,,
