lead_score,lead_reasons,name,category,address,phone,phone_e164,phone_valid,whatsapp,business_status,last_review,website,has_website,rating,reviews,search_query,search_location,scraped_date,maps_url,whatsapp_verified,whatsapp_jid
6,No website | No reviews,Carlos Enrique Cantú Rosas,Import export company," C. Héroe de Nacataz 2404, Fraccionamiento Ojo Caliente, 88000 Nuevo Laredo, Tamps.",867 712 4466,+528677124466,True,https://wa.me/528677124466,open,,,False,None,None,agencia aduanal,Nuevo Laredo Mexico,2026-06-11,https://www.google.com/maps/place/Carlos+Enrique+Cant%C3%BA+Rosas/data=!4m7!3m6!1s0x8661223415465e73:0x81ee4a3f5ea1b15c!8m2!3d27.4868259!4d-99.5049438!16s%2Fg%2F1tycx20m!19sChIJc15GFTQiYYYRXLGhXj9K7oE,no,
6,No website | No reviews,Fletes y mudanzas Checkos,Moving service," Juan Alvarez #1585 Entre Iturbide y, C. Pedro Antonio Buzeta, 44600 Guadalajara, Jal.",33 1416 9964,+523314169964,True,https://wa.me/523314169964,open,,,False,None,None,fletes y mudanzas,Guadalajara Mexico,2026-06-11,https://www.google.com/maps/place/Fletes+y+mudanzas+Checkos/data=!4m7!3m6!1s0x8428af68d54ef537:0x17e4f1c225f44ec3!8m2!3d20.6848909!4d-103.3690308!16s%2Fg%2F11mw7ll25x!19sChIJN_VO1WivKIQRw070JcLx5Bc,yes,5213314169964@s.whatsapp.net
6,No website | No reviews,Fletes y Mudanzas en Guadalajara Zapopan,Transportation service," C. Noruega 938, Moderna, 44190 Guadalajara, Jal.",33 4804 9585,+523348049585,True,https://wa.me/523348049585,open,,,False,None,None,fletes y mudanzas,Guadalajara Mexico,2026-06-11,https://www.google.com/maps/place/Fletes+y+Mudanzas+en+Guadalajara+Zapopan/data=!4m7!3m6!1s0x8428b3001a309ed7:0xac4f917b03132f4d!8m2!3d20.6625808!4d-103.3532177!16s%2Fg%2F11n9xhm0g5!19sChIJ154wGgCzKIQRTS8TA3uRT6w,yes,5213348049585@s.whatsapp.net
6,No website | No reviews,Fletes y mudanzas,Transportation service," Calle capulin 400, Capulin #400, 44739 Guadalajara, Jal.",33 1475 1464,+523314751464,True,https://wa.me/523314751464,open,,,False,None,None,fletes y mudanzas,Guadalajara Mexico,2026-06-11,https://www.google.com/maps/place/Fletes+y+mudanzas/data=!4m7!3m6!1s0x8428b5b35c6bb4cb:0x5d32bef3a593cabc!8m2!3d20.7365295!4d-103.3591557!16s%2Fg%2F11g4j9t591!19sChIJy7RrXLO1KIQRvMqTpfO-Ml0,yes,5213314751464@s.whatsapp.net
6,No website | No reviews,Fletes y mudanzas avalos,Moving service," C. Montreal 740, Providencia, 44630 Guadalajara, Jal.",33 1520 2754,+523315202754,True,https://wa.me/523315202754,open,,,False,None,None,fletes y mudanzas,Guadalajara Mexico,2026-06-11,https://www.google.com/maps/place/Fletes+y+mudanzas+avalos/data=!4m7!3m6!1s0x8428afa93d18d10d:0x21f23a176547438b!8m2!3d20.687852!4d-103.3808877!16s%2Fg%2F11gtgbz4xz!19sChIJDdEYPamvKIQRi0NHZRc68iE,yes,5213315202754@s.whatsapp.net
6,No website | No reviews,FLETES ECONOMICOS,Trucking company," C. Ahuizotl 4767, Nueva España, 44980 Guadalajara, Jal.",33 1521 1848,+523315211848,True,https://wa.me/523315211848,open,,,False,None,None,fletes y mudanzas,Guadalajara Mexico,2026-06-11,https://www.google.com/maps/place/FLETES+ECONOMICOS/data=!4m7!3m6!1s0x8428abb3a23e3ef1:0x9c36b79527436103!8m2!3d20.6160299!4d-103.3919124!16s%2Fg%2F11ll3d9pgy!19sChIJ8T4-orOrKIQRA2FDJ5W3Npw,yes,5213315211848@s.whatsapp.net
6,No website | No reviews,"Fletes y mudanzas "" García """,Moving service,,33 1572 5393,+523315725393,True,https://wa.me/523315725393,open,,,False,None,None,fletes y mudanzas,Guadalajara Mexico,2026-06-11,https://www.google.com/maps/place/Fletes+y+mudanzas+%22+Garc%C3%ADa+%22/data=!4m7!3m6!1s0x8428b50508e8b2bb:0x8eee3e741caf6f16!8m2!3d20.6307942!4d-103.3420137!16s%2Fg%2F11p0_7dy5p!19sChIJu7LoCAW1KIQRFm-vHHQ-7o4,yes,5213315725393@s.whatsapp.net
6,No website | No reviews,Despacho contable Mora Lira,Accountant," C. José María Morelos 1864-int 12, Ladrón de Guevara, Lafayette, 44600 Guadalajara, Jal.",33 3639 0395,+523336390395,True,https://wa.me/523336390395,open,,,False,None,None,despacho contable,Guadalajara Mexico,2026-06-11,https://www.google.com/maps/place/Despacho+contable+Mora+Lira/data=!4m7!3m6!1s0x8428b24fd3674cef:0x194ec2c5f91ed9c2!8m2!3d20.6760599!4d-103.3729949!16s%2Fg%2F1yg4v7fp7!19sChIJ70xn00-yKIQRwtke-cXCThk,no,
6,No website | No reviews,Alvarado Despacho Contable,Accountant," C. Tomas Ramon Del Moral 4299, Villa Hermosa, 44948 Guadalajara, Jal.",33 1974 7887,+523319747887,True,https://wa.me/523319747887,open,,,False,None,None,despacho contable,Guadalajara Mexico,2026-06-11,https://www.google.com/maps/place/Alvarado+Despacho+Contable/data=!4m7!3m6!1s0x8428b3e55061575d:0x2b9014096b3b3198!8m2!3d20.624462!4d-103.3508852!16s%2Fg%2F11h033r37h!19sChIJXVdhUOWzKIQRmDE7awkUkCs,yes,5213319747887@s.whatsapp.net
6,No website | No reviews,Corporativo Contable Barrera y Asociados S.C.,Certified public accountant," C. José María Vigil 2882, Lomas de Providencia, 44647 Guadalajara, Jal.",33 1826 7579,+523318267579,True,https://wa.me/523318267579,open,,,False,None,None,despacho contable,Guadalajara Mexico,2026-06-11,https://www.google.com/maps/place/Corporativo+Contable+Barrera+y+Asociados+S.C./data=!4m7!3m6!1s0x8428af0411a29a59:0xc51655a110c88da0!8m2!3d20.6915624!4d-103.3854289!16s%2Fg%2F11j1vpczgx!19sChIJWZqiEQSvKIQRoI3IEKFVFsU,yes,5213318267579@s.whatsapp.net
6,No website | No reviews,Despacho Contable López Godina y Asociados,Certified public accountant," Av. 16 de Septiembre 730-114, Mexicaltzingo, 44180 Guadalajara, Jal.",33 3614 1457,+523336141457,True,https://wa.me/523336141457,open,,,False,None,None,despacho contable,Guadalajara Mexico,2026-06-11,https://www.google.com/maps/place/Despacho+Contable+L%C3%B3pez+Godina+y+Asociados/data=!4m7!3m6!1s0x8428ae1f2d8eb567:0x5339b5dd398564fe!8m2!3d20.6646144!4d-103.3497263!16s%2Fg%2F1yg4d0r39!19sChIJZ7WOLR-uKIQR_mSFOd21OVM,no,
6,No website | No reviews,Accounting and Tax Office,Accountant," C. Fresno 2210, Del Fresno, 44909 Guadalajara, Jal.",33 3810 4175,+523338104175,True,https://wa.me/523338104175,open,,,False,None,None,despacho contable,Guadalajara Mexico,2026-06-11,https://www.google.com/maps/place/Accounting+and+Tax+Office/data=!4m7!3m6!1s0x8428ade3ea0a68f1:0xd6f46e45318bc7d9!8m2!3d20.6591761!4d-103.3749008!16s%2Fg%2F1ptyq6p5x!19sChIJ8WgK6uOtKIQR2ceLMUVu9NY,no,
6,No website | No reviews,TAXAS Despacho contable y fiscal en Monterrey,Bookkeeping service," Planificadores, TORRE CIBELES 2802-PISO 7 INT 56, Empleados Sfeo, 64909 San Pedro Garza García, N.L.",81 2235 1361,+528122351361,True,https://wa.me/528122351361,open,,,False,None,None,despacho contable,Monterrey Mexico,2026-06-11,https://www.google.com/maps/place/TAXAS+Despacho+contable+y+fiscal+en+Monterrey/data=!4m7!3m6!1s0x8662bf162a95263f:0x2384dd2200d69c8b!8m2!3d25.6298723!4d-100.300233!16s%2Fg%2F11p4t4d19c!19sChIJPyaVKha_YoYRi5zWACLdhCM,no,
6,No website | No reviews,DESPACHO EOL,Accountant," Monterrey, Centro Urbano Pdte. Juárez, Roma Nte., Cuauhtémoc, 06700 Ciudad de México, CDMX",55 5598 1388,+525555981388,True,https://wa.me/525555981388,open,,,False,None,None,despacho contable,Monterrey Mexico,2026-06-11,https://www.google.com/maps/place/DESPACHO+EOL/data=!4m7!3m6!1s0x85d1ff7fb733f0ed:0x569b2cec25901dc9!8m2!3d19.4164371!4d-99.16367!16s%2Fg%2F11k61gh13_!19sChIJ7fAzt3__0YURyR2QJewsm1Y,no,
6,No website | No reviews,"Constructora Llodi, S. A. De C. V.",Construction company," Av. 5 de Febrero 2125, Jurica, 76100 Santiago de Querétaro, Qro.",442 218 2138,+524422182138,True,https://wa.me/524422182138,open,,,False,None,None,constructora,Queretaro Mexico,2026-06-11,"https://www.google.com/maps/place/Constructora+Llodi,+S.+A.+De+C.+V./data=!4m7!3m6!1s0x85d35a7a79903c21:0x1c390d53cd5a710d!8m2!3d20.6452149!4d-100.4318044!16s%2Fg%2F11c6lwk290!19sChIJITyQeXpa04URDXFazVMNORw",no,
6,No website | No reviews,ALGUSA,Construction company," Complejo San Pablo Avenida Real 274, San Pablo, 76150 Santiago de Querétaro, Qro.",442 467 4071,+524424674071,True,https://wa.me/524424674071,open,,,False,None,None,constructora,Queretaro Mexico,2026-06-11,https://www.google.com/maps/place/ALGUSA/data=!4m7!3m6!1s0x85d35aca242fe44b:0xedcd2c614f3795ae!8m2!3d20.6073952!4d-100.4105977!16s%2Fg%2F11h3fs3z_x!19sChIJS-QvJMpa04URrpU3T2Esze0,yes,5214424674071@s.whatsapp.net
6,No website | No reviews,LLBM ADMINISTRACIÓN DE EDIFICIOS,Janitorial service," Medellín 79, Roma Nte., Cuauhtémoc, 06700 Ciudad de México, CDMX",55 5463 5554,+525554635554,True,https://wa.me/525554635554,open,,,False,None,None,administracion de condominios,Ciudad de Mexico,2026-06-11,https://www.google.com/maps/place/LLBM+ADMINISTRACI%C3%93N+DE+EDIFICIOS/data=!4m7!3m6!1s0x85d1ff38421b0001:0x396861239213e820!8m2!3d19.418087!4d-99.1663191!16s%2Fg%2F11vj6qdjl1!19sChIJAQAbQjj_0YURIOgTkiNhaDk,yes,5215554635554@s.whatsapp.net
6,No website | No reviews,Administración de Condominios Bock,Property administration service," Gral. Pedro Antonio de Los Santos, San Miguel Chapultepec II Secc, Miguel Hidalgo, 11850 Ciudad de México, CDMX",55 2536 0218,+525525360218,True,https://wa.me/525525360218,open,,,False,None,None,administracion de condominios,Ciudad de Mexico,2026-06-11,https://www.google.com/maps/place/Administraci%C3%B3n+de+Condominios+Bock/data=!4m7!3m6!1s0x85d1fff5086a6559:0x3197cbd1206a1dd7!8m2!3d19.4141917!4d-99.1816623!16s%2Fg%2F11j8ljycpw!19sChIJWWVqCPX_0YUR1x1qINHLlzE,yes,5215525360218@s.whatsapp.net
6,No website | No reviews,ABC ADMINISTRACION DE CONDOMINIOS,Business management consultant," WTC, Montecito 38, Nápoles, Benito Juárez, 03810 Ciudad de México, CDMX",55 7160 2925,+525571602925,True,https://wa.me/525571602925,open,,,False,None,None,administracion de condominios,Ciudad de Mexico,2026-06-11,https://www.google.com/maps/place/ABC+ADMINISTRACION+DE+CONDOMINIOS/data=!4m7!3m6!1s0x85d1ff71f4b4bf6d:0x631614d0449c64b2!8m2!3d19.3941439!4d-99.1740012!16s%2Fg%2F11_qnb4kh!19sChIJbb-09HH_0YURsmScRNAUFmM,no,
6,No website | No reviews,Truvius: comparador de seguros de salud y vida,Health insurance agency," Puebla 387, Roma Nte., Cuauhtémoc, 06700 Ciudad de México, CDMX",55 4170 8726,+525541708726,True,https://wa.me/525541708726,open,,,False,None,None,agencia de seguros,Puebla Mexico,2026-06-11,https://www.google.com/maps/place/Truvius:+comparador+de+seguros+de+salud+y+vida/data=!4m7!3m6!1s0x85d1ff3941cfbc1d:0xbde060638eb940fe!8m2!3d19.420192!4d-99.174518!16s%2Fg%2F11g7y8w1zf!19sChIJHbzPQTn_0YUR_kC5jmNg4L0,no,
