lead_score,lead_reasons,name,category,address,phone,phone_e164,phone_valid,whatsapp,business_status,last_review,website,has_website,rating,reviews,search_query,search_location,scraped_date,maps_url
6,No website | No reviews,Mobile Mechanic R&R,Taller de automóviles," 2625 NW 22nd Ct, Miami, FL 33142, Estados Unidos",+1 305-218-9761,+13052189761,True,https://wa.me/13052189761,open,,,False,,,,,2026-06-10,https://www.google.com/maps/place/Mobile+Mechanic+R%26R/data=!4m7!3m6!1s0x88d9b7f803c3f2fd:0xd3588cc28ab54db6!8m2!3d25.8006936!4d-80.2325485!16s%2Fg%2F11sscszdz6!19sChIJ_fLDA_i32YgRtk21isKMWNM
6,No website | No reviews,Sam's Hybrid Auto Repair,Auto repair shop," 102 New Laredo Hwy, San Antonio, TX 78211, United States",+1 210-400-1000,+12104001000,True,https://wa.me/12104001000,open,,,False,None,None,auto repair shop,San Antonio TX,2026-06-10,https://www.google.com/maps/place/Sam%27s+Hybrid+Auto+Repair/data=!4m7!3m6!1s0x865c59a9987d000b:0xa216b1326cec8104!8m2!3d29.3740581!4d-98.5350229!16s%2Fg%2F11c3j5cs83!19sChIJCwB9mKlZXIYRBIHsbDKxFqI
6,No website | No reviews,San Antonio Auto Center,Auto air conditioning service," 421 Fredericksburg Rd, San Antonio, TX 78201, United States",+1 210-732-9222,+12107329222,True,https://wa.me/12107329222,open,,,False,None,None,auto repair shop,San Antonio TX,2026-06-10,https://www.google.com/maps/place/San+Antonio+Auto+Center/data=!4m7!3m6!1s0x865c5f3fc65ad55d:0xef70e71b14f0c655!8m2!3d29.4460986!4d-98.5082289!16s%2Fg%2F1tf8tj6w!19sChIJXdVaxj9fXIYRVcbwFBvncO8
6,No website | No reviews,JP Automotive Repair LLC,Auto repair shop," 1139 Basse Rd #4, San Antonio, TX 78212, United States",+1 210-373-3890,+12103733890,True,https://wa.me/12103733890,open,,,False,None,None,auto repair shop,San Antonio TX,2026-06-10,https://www.google.com/maps/place/JP+Automotive+Repair+LLC/data=!4m7!3m6!1s0x865c5f943c37e48f:0x82dd4ca52f697a33!8m2!3d29.4888305!4d-98.501931!16s%2Fg%2F11b7d_gy4_!19sChIJj-Q3PJRfXIYRM3ppL6VM3YI
6,No website | No reviews,Certified Automotive Repair Service,Auto repair shop," 108 Nova Mae Dr, San Antonio, TX 78216, United States",+1 210-342-2222,+12103422222,True,https://wa.me/12103422222,open,,,False,None,None,auto repair shop,San Antonio TX,2026-06-10,https://www.google.com/maps/place/Certified+Automotive+Repair+Service/data=!4m7!3m6!1s0x865c5fec97466f33:0xe94a74620d9e7243!8m2!3d29.4955346!4d-98.499965!16s%2Fg%2F1tnct9tm!19sChIJM29Gl-xfXIYRQ3KeDWJ0Suk
6,No website | No reviews,AA Auto Repair,Auto repair shop," 2219 Vance Jackson Rd, San Antonio, TX 78213, United States",+1 210-724-1313,+12107241313,True,https://wa.me/12107241313,open,,,False,None,None,auto repair shop,San Antonio TX,2026-06-10,https://www.google.com/maps/place/AA+Auto+Repair/data=!4m7!3m6!1s0x865c5e363d9313a9:0x8e53cb343a1e9b0b!8m2!3d29.492918!4d-98.5351638!16s%2Fg%2F1hm4n5xc4!19sChIJqROTPTZeXIYRC5seOjTLU44
6,No website | No reviews,RTR Manufacturing,Manufacturer," 204 Auburn St, Pittsburgh, PA 15206, United States",+1 800-443-7730,+18004437730,True,https://wa.me/18004437730,open,,,False,None,None,manufacturing company,Pittsburgh PA,2026-06-10,https://www.google.com/maps/place/RTR+Manufacturing/data=!4m7!3m6!1s0x8834ed8bef7b59a9:0xa06b8622d17a93f5!8m2!3d40.4616702!4d-79.914608!16s%2Fg%2F1tcvjrq1!19sChIJqVl774vtNIgR9ZN60SKGa6A
6,No website | No reviews,SAC Manufacturing Co,Manufacturer," 137 Industry Dr, Pittsburgh, PA 15275, United States",+1 412-787-7500,+14127877500,True,https://wa.me/14127877500,open,,,False,None,None,manufacturing company,Pittsburgh PA,2026-06-10,https://www.google.com/maps/place/SAC+Manufacturing+Co/data=!4m7!3m6!1s0x88345bf6433863a5:0x3b4c4d6f7362d814!8m2!3d40.4602857!4d-80.2039015!16s%2Fg%2F1vr1x8rp!19sChIJpWM4Q_ZbNIgRFNhic29NTDs
6,No website | No reviews,Minnotte Manufacturing Corporation,General contractor," 1760 Wabash St, Pittsburgh, PA 15220, United States",+1 412-922-2963,+14129222963,True,https://wa.me/14129222963,open,,,False,None,None,manufacturing company,Pittsburgh PA,2026-06-10,https://www.google.com/maps/place/Minnotte+Manufacturing+Corporation/data=!4m7!3m6!1s0x8834f6bdc0d73ea3:0xce4cba71e2846968!8m2!3d40.4328283!4d-80.0294225!16s%2Fg%2F1tr7k10j!19sChIJoz7XwL32NIgRaGmE4nG6TM4
6,No website | No reviews,East West Manufacturing Co.,Mechanical contractor," 3849 Willow Ave, Pittsburgh, PA 15234, United States",+1 412-207-7385,+14122077385,True,https://wa.me/14122077385,open,,,False,None,None,manufacturing company,Pittsburgh PA,2026-06-10,https://www.google.com/maps/place/East+West+Manufacturing+Co./data=!4m7!3m6!1s0x8834f9e1eee024e1:0x2646a99cbcd7da56!8m2!3d40.3645705!4d-80.0261311!16s%2Fg%2F1tyyxs8v!19sChIJ4STg7uH5NIgRVtrXvJypRiY
6,No website | No reviews,K S Manufacturing Co,Manufacturer," 4561 Peoples Rd, Pittsburgh, PA 15237, United States",+1 412-931-5365,+14129315365,True,https://wa.me/14129315365,open,,,False,None,None,manufacturing company,Pittsburgh PA,2026-06-10,https://www.google.com/maps/place/K+S+Manufacturing+Co/data=!4m7!3m6!1s0x8834f3614940145d:0x606668c084bd2f3d!8m2!3d40.5022712!4d-80.0030225!16s%2Fg%2F1tkl3zp7!19sChIJXRRASWHzNIgRPS-9hMBoZmA
6,No website | No reviews,Ethic Welding & Fabrication,Welder,,+1 918-869-3902,+19188693902,True,https://wa.me/19188693902,open,,,False,None,None,welding shop,Tulsa OK,2026-06-10,https://www.google.com/maps/place/Ethic+Welding+%26+Fabrication/data=!4m7!3m6!1s0x87b5e177c85fa72b:0x771e87a1ad6aeb67!8m2!3d36.2110295!4d-95.7721896!16s%2Fg%2F11j_zyh96m!19sChIJK6dfyHfhtYcRZ-tqraGHHnc
6,No website | No reviews,Sundance Welding,Welder," 5410 S 108th E Ave, Tulsa, OK 74146, United States",+1 918-627-4065,+19186274065,True,https://wa.me/19186274065,open,,,False,None,None,welding shop,Tulsa OK,2026-06-10,https://www.google.com/maps/place/Sundance+Welding/data=!4m7!3m6!1s0x87b68d02ba779e81:0x66b9052a042746a2!8m2!3d36.0869023!4d-95.8572475!16s%2Fg%2F1td5rswl!19sChIJgZ53ugKNtocRokYnBCoFuWY
6,No website | No reviews,Smith's Welding & Fabricating,Welder," 5301 S Union Ave, Tulsa, OK 74107, United States",+1 918-446-2293,+19184462293,True,https://wa.me/19184462293,open,,,False,None,None,welding shop,Tulsa OK,2026-06-10,https://www.google.com/maps/place/Smith%27s+Welding+%26+Fabricating/data=!4m7!3m6!1s0x87b694e935d3510d:0xed0912d9e8d821c4!8m2!3d36.085833!4d-96.0109627!16s%2Fg%2F1tq6klfb!19sChIJDVHTNemUtocRxCHY6NkSCe0
6,No website | No reviews,Arc-Angel Welding Shop,Welder," 5961 E 12th St, Tulsa, OK 74112, United States",+1 918-838-0047,+19188380047,True,https://wa.me/19188380047,open,,,False,None,None,welding shop,Tulsa OK,2026-06-10,https://www.google.com/maps/place/Arc-Angel+Welding+Shop/data=!4m7!3m6!1s0x87b6ed6589d06471:0x7d76d9505b2f5d6e!8m2!3d36.1464009!4d-95.9093781!16s%2Fg%2F1tg6w680!19sChIJcWTQiWXttocRbl0vW1DZdn0
6,No website | No reviews,Cortes Welding LLC,Welder," 5903 S 71st W Ave, Tulsa, OK 74107, United States",+1 918-691-4208,+19186914208,True,https://wa.me/19186914208,open,,,False,None,None,welding shop,Tulsa OK,2026-06-10,https://www.google.com/maps/place/Cortes+Welding+LLC/data=!4m7!3m6!1s0x87b69312931b3fcf:0x8bb505d0cf83f261!8m2!3d36.0772628!4d-96.0718202!16s%2Fg%2F11sg33nb6b!19sChIJzz8bkxKTtocRYfKDz9AFtYs
6,No website | No reviews,Sarducci's Weld Shop,Welder," 8820 S 33rd W Ave, Tulsa, OK 74132, United States",+1 918-694-3466,+19186943466,True,https://wa.me/19186943466,open,,,False,None,None,welding shop,Tulsa OK,2026-06-10,https://www.google.com/maps/place/Sarducci%27s+Weld+Shop/data=!4m7!3m6!1s0x87b695d2110c3659:0x76499349a08e7e32!8m2!3d36.0350102!4d-96.0298635!16s%2Fg%2F11c1t9_rwy!19sChIJWTYMEdKVtocRMn6OoEmTSXY
6,No website | No reviews,Portillo Welding And Fabrication,Welder," 1516 S 161st E Ave, Tulsa, OK 74108, United States",+1 918-829-0822,+19188290822,True,https://wa.me/19188290822,open,,,False,None,None,welding shop,Tulsa OK,2026-06-10,https://www.google.com/maps/place/Portillo+Welding+And+Fabrication/data=!4m7!3m6!1s0x87b6f4bc14ad5cab:0xdd9f3b45e5b3dad1!8m2!3d36.140253!4d-95.799786!16s%2Fg%2F11fxvfp6zc!19sChIJq1ytFLz0tocR0dqz5UU7n90
6,No website | No reviews,Russell's Welding,Welder," 7756 Charles Page Blvd, Tulsa, OK 74127, United States",+1 918-245-7395,+19182457395,True,https://wa.me/19182457395,open,,,False,None,None,welding shop,Tulsa OK,2026-06-10,https://www.google.com/maps/place/Russell%27s+Welding/data=!4m7!3m6!1s0x87b6c03061e99057:0x8beacffd8567ebc6!8m2!3d36.1425896!4d-96.08085!16s%2Fg%2F1tfbnvmb!19sChIJV5DpYTDAtocRxutnhf3P6os
6,No website | No reviews,Staab Sheet Metal Inc,Sheet metal contractor," 2720 S Tibbs Ave, Indianapolis, IN 46241, United States",+1 317-241-2553,+13172412553,True,https://wa.me/13172412553,open,,,False,None,None,sheet metal fabrication,Indianapolis IN,2026-06-10,https://www.google.com/maps/place/Staab+Sheet+Metal+Inc/data=!4m7!3m6!1s0x886b584cd356d311:0xb410b7aecd05c190!8m2!3d39.7271598!4d-86.216306!16s%2Fg%2F1tdgqkwf!19sChIJEdNW00xYa4gRkMEFza63ELQ
6,No website | No reviews,Clark's Sheet Metal,Sheet metal contractor," 1915 S State Ave, Indianapolis, IN 46203, United States",+1 317-788-7643,+13177887643,True,https://wa.me/13177887643,open,,,False,None,None,sheet metal fabrication,Indianapolis IN,2026-06-10,https://www.google.com/maps/place/Clark%27s+Sheet+Metal/data=!4m7!3m6!1s0x886b5a88a7b010ed:0x3dbfed4359218682!8m2!3d39.7418!4d-86.130128!16s%2Fg%2F11f2fjvyzw!19sChIJ7RCwp4haa4gRgoYhWUPtvz0
6,No website | No reviews,Indy Steel Fabrication,Metal fabricator," 4151 W Washington St, Indianapolis, IN 46241, United States",+1 317-937-1002,+13179371002,True,https://wa.me/13179371002,open,,,False,None,None,sheet metal fabrication,Indianapolis IN,2026-06-10,https://www.google.com/maps/place/Indy+Steel+Fabrication/data=!4m7!3m6!1s0x886b57b390541bc7:0x2390b654e6e4fdd3!8m2!3d39.7577403!4d-86.2331542!16s%2Fg%2F11yk29y6ns!19sChIJxxtUkLNXa4gR0_3k5lS2kCM
6,No website | No reviews,DAP Welding LLC,Welder," 6810 NW 10th St, Oklahoma City, OK 73127, United States",+1 405-819-1937,+14058191937,True,https://wa.me/14058191937,open,,,False,None,None,welding shop,Oklahoma City OK,2026-06-11,https://www.google.com/maps/place/DAP+Welding+LLC/data=!4m7!3m6!1s0x87b20feab328b2ff:0xdd8777f762fb8a41!8m2!3d35.4784222!4d-97.6330317!16s%2Fg%2F11f3byxfm8!19sChIJ_7Ios-oPsocRQYr7Yvd3h90
6,No website | No reviews,"L & L Welding, Inc.",Welder," 4201 S High Ave, Oklahoma City, OK 73129, United States",+1 405-482-0432,+14054820432,True,https://wa.me/14054820432,open,,,False,None,None,welding shop,Oklahoma City OK,2026-06-11,"https://www.google.com/maps/place/L+%26+L+Welding,+Inc./data=!4m7!3m6!1s0x87b2169daba28f91:0x398cbbb24fd281f!8m2!3d35.4231992!4d-97.4951328!16s%2Fg%2F1tfwkw82!19sChIJkY-iq50WsocRHyj9JLvLmAM"
6,No website | No reviews,Larry Dell's Welding and fab shop,Welder," 8305 SW 3rd St suite 102, Oklahoma City, OK 73128, United States",+1 405-520-0396,+14055200396,True,https://wa.me/14055200396,open,,,False,None,None,welding shop,Oklahoma City OK,2026-06-11,https://www.google.com/maps/place/Larry+Dell%27s+Welding+and+fab+shop/data=!4m7!3m6!1s0x87b20fb3cb9ac7b7:0x1fa5ca7abffb729b!8m2!3d35.4626541!4d-97.6610107!16s%2Fg%2F11h1dwkqz7!19sChIJt8eay7MPsocRm3L7v3rKpR8
6,No website | No reviews,Northwest Welding Inc,Welder," 7416 NW 83rd St STE A, Oklahoma City, OK 73132, United States",,,False,,open,,,False,None,None,welding shop,Oklahoma City OK,2026-06-11,https://www.google.com/maps/place/Northwest+Welding+Inc/data=!4m7!3m6!1s0x87b204f04cc9295f:0x8ea7aa27b74495a2!8m2!3d35.5555642!4d-97.6457901!16s%2Fg%2F1ts_73b7!19sChIJXynJTPAEsocRopVEtyeqp44
6,No website | No reviews,Dennis Roberts Welding,Welder," 2801 S Eastern Ave, Oklahoma City, OK 73129, United States",+1 405-672-8285,+14056728285,True,https://wa.me/14056728285,open,,,False,None,None,welding shop,Oklahoma City OK,2026-06-11,https://www.google.com/maps/place/Dennis+Roberts+Welding/data=!4m7!3m6!1s0x87b21663eba450db:0x2f13fac4ad143e43!8m2!3d35.4371069!4d-97.4771906!16s%2Fg%2F1tcv6tzt!19sChIJ21Ck62MWsocRQz4UrcT6Ey8
6,No website | No reviews,M & W Welding,Welder," 2601 NE 23rd St, Oklahoma City, OK 73111, United States",+1 405-424-1482,+14054241482,True,https://wa.me/14054241482,open,,,False,None,None,welding shop,Oklahoma City OK,2026-06-11,https://www.google.com/maps/place/M+%26+W+Welding/data=!4m7!3m6!1s0x87b21794830522ed:0x83f7100e7e1a3035!8m2!3d35.4934239!4d-97.4620879!16s%2Fg%2F1tzlzgmk!19sChIJ7SIFg5QXsocRNTAafg4Q94M
6,No website | No reviews,Vestal's Welding Shop,Welder," 308 S 42nd St, Kansas City, KS 66106, United States",+1 913-596-2227,+19135962227,True,https://wa.me/19135962227,open,,,False,None,None,welding shop,Kansas City MO,2026-06-11,https://www.google.com/maps/place/Vestal%27s+Welding+Shop/data=!4m7!3m6!1s0x87c0f2506f5087b9:0x92c3e08dc436a1ff!8m2!3d39.0929082!4d-94.6777775!16s%2Fg%2F1v4k70tv!19sChIJuYdQb1DywIcR_6E2xI3gw5I
6,No website | No reviews,Bill Lykens & Son Weld Co Inc,Welder," 2720 Balsam Ave SW, Birmingham, AL 35211, United States",+1 205-923-2548,+12059232548,True,https://wa.me/12059232548,open,,,False,None,None,welding shop,Birmingham AL,2026-06-11,https://www.google.com/maps/place/Bill+Lykens+%26+Son+Weld+Co+Inc/data=!4m7!3m6!1s0x88891e46a9d914fd:0xa10c293b91374849!8m2!3d33.4603287!4d-86.8772739!16s%2Fg%2F1tk7089d!19sChIJ_RTZqUYeiYgRSUg3kTspDKE
6,No website | No reviews,Carroll Machine & Welding Co,Welder," 501 3rd Ave W, Birmingham, AL 35204, United States",+1 205-323-2694,+12053232694,True,https://wa.me/12053232694,open,,,False,None,None,welding shop,Birmingham AL,2026-06-11,https://www.google.com/maps/place/Carroll+Machine+%26+Welding+Co/data=!4m7!3m6!1s0x88891c3e63915ce1:0x4167924f898c2d04!8m2!3d33.5055807!4d-86.8431855!16s%2Fg%2F1tf0rcyh!19sChIJ4VyRYz4ciYgRBC2MiU-SZ0E
6,No website | No reviews,Pinson Machining & Welding,Welder," 1 Gilmer Industrial Park, Birmingham, AL 35215, United States",,,False,,open,,,False,None,None,welding shop,Birmingham AL,2026-06-11,https://www.google.com/maps/place/Pinson+Machining+%26+Welding/data=!4m7!3m6!1s0x88890925de63b863:0xbb58fce68e4f124a!8m2!3d33.6756276!4d-86.6967589!16s%2Fg%2F1td2663p!19sChIJY7hj3iUJiYgRShJPjub8WLs
6,No website | No reviews,Mike's Welding,Welder," 1930 7th Ave N, Bessemer, AL 35020, United States",+1 205-424-4411,+12054244411,True,https://wa.me/12054244411,open,,,False,None,None,welding shop,Birmingham AL,2026-06-11,https://www.google.com/maps/place/Mike%27s+Welding/data=!4m7!3m6!1s0x8888e09ea948f863:0x1ad6e041302ee0f7!8m2!3d33.4063898!4d-86.9576828!16s%2Fg%2F1tcy9n_c!19sChIJY_hIqZ7giIgR9-AuMEHg1ho
6,No website | No reviews,CK welding and fabrication LLC,Welder," 6037 Warrior River Rd, Bessemer, AL 35023, United States",+1 205-475-2620,+12054752620,True,https://wa.me/12054752620,open,,,False,None,None,welding shop,Birmingham AL,2026-06-11,https://www.google.com/maps/place/CK+welding+and+fabrication+LLC/data=!4m7!3m6!1s0xad44785138eda56b:0x4ae6b6d37ccb91d5!8m2!3d33.469658!4d-87.041618!16s%2Fg%2F11pv3jmzq7!19sChIJa6XtOFF4RK0R1ZHLfNO25ko
6,No website | No reviews,Welding Equipment Co,Welding supply store," 1242 Logan St, Louisville, KY 40204, United States",+1 502-636-0545,+15026360545,True,https://wa.me/15026360545,open,,,False,None,None,welding shop,Louisville KY,2026-06-11,https://www.google.com/maps/place/Welding+Equipment+Co/data=!4m7!3m6!1s0x88690d3128102f03:0x5c3701c5f6f8c682!8m2!3d38.231708!4d-85.740412!16s%2Fg%2F1w6664k6!19sChIJAy8QKDENaYgRgsb49sUBN1w
6,No website | No reviews,Steel Creations,Welder," 2927 S Floyd St, Louisville, KY 40209, United States",+1 502-636-2100,+15026362100,True,https://wa.me/15026362100,open,,,False,None,None,welding shop,Louisville KY,2026-06-11,https://www.google.com/maps/place/Steel+Creations/data=!4m7!3m6!1s0x88690d79e818ab19:0x4aef5acf63eab6ab!8m2!3d38.201826!4d-85.7569715!16s%2Fg%2F1tgw5s57!19sChIJGasY6HkNaYgRq7bqY89a70o
