tier,lead_score,lead_reasons,name,category,cat_fit,address,phone,phone_e164,phone_valid,whatsapp,wa_listed,business_status,has_hours,last_review,review_age_days,photos,website,has_website,formal_name,rating,reviews,search_query,search_location,scraped_date,maps_url
A,9,Sitio web (formal) | Razón social formal | Horario publicado | Rating 4.1 | WhatsApp en Maps,CENTURY 21 Grupo Oro | Inmobiliaria,Real estate agency,True," Av. Federalismo 2500, Col. Recursos Hidráulicos, 80100 Culiacán Rosales, Sin.",667 721 0021,+526677210021,True,https://wa.me/6674138414,True,open,True,,None,None,https://century21grupooro.com/,True,True,4.1,None,inmobiliaria,Culiacan Mexico,2026-06-20,https://www.google.com/maps/place/CENTURY+21+Grupo+Oro+%7C+Inmobiliaria/data=!4m7!3m6!1s0x86bcd0a5d59186ed:0x4ac81b707ba90238!8m2!3d24.7958245!4d-107.4166318!16s%2Fg%2F11bzzpcs1d!19sChIJ7YaR1aXQvIYROAKpe3AbyEo
A,9,Sitio web (formal) | Horario publicado | 20 reseñas | Rating 4.7 | Activo (<1 año),SOLUCIONES JURÍDICAS AD HOC.,Family law attorney,True," C. Misioneros 195, Mision de San Carlos, 76903 Candiles, Qro.",442 219 6107,+524422196107,True,https://wa.me/524422196107,False,open,True,a year ago,365,None,https://solucionesjuridicasadhoc.com/,True,False,4.7,20,despacho de abogados,Queretaro Mexico,2026-06-20,https://www.google.com/maps/place/SOLUCIONES+JUR%C3%8DDICAS+AD+HOC./data=!4m7!3m6!1s0x85d344ffdaad299f:0xfba1f4662ffd03ec!8m2!3d20.5440519!4d-100.3940285!16s%2Fg%2F11hywl04gk!19sChIJnymt2v9E04UR7AP9L2b0ofs
A,9,Sitio web (formal) | Horario publicado | 100 reseñas (operación seria) | Rating 4.7,SALINAS ABOGADOS E INMOBILIARIA,Family law attorney,True," J. Refugio Velasco 117, La Purisima, Barrio de la Purísima, 20259 Aguascalientes, Ags.",449 111 3811,+524491113811,True,https://wa.me/524491113811,False,open,True,4 years ago,1460,None,https://www.salinasabogadosinmobiliaria.com/,True,False,4.7,100,despacho de abogados,Aguascalientes Mexico,2026-06-20,https://www.google.com/maps/place/SALINAS+ABOGADOS+E+INMOBILIARIA/data=!4m7!3m6!1s0x8429ef460a20ee7b:0xa4d1a161cc06f7e!8m2!3d21.8811938!4d-102.2830709!16s%2Fg%2F11gf1wnx6f!19sChIJe-4gCkbvKYQRfm_AHBYaTQo
A,9,Sitio web (formal) | Horario publicado | 43 reseñas | Rating 4.8 | Activo (<1 año),Salas & Badillo,Criminal justice attorney,True," Sierra de La Canela 205, Bosques del Prado Nte., 20127 Aguascalientes, Ags.",449 572 0066,+524495720066,True,https://wa.me/524495720066,False,open,True,7 months ago,210,None,http://www.abogadoespecialista.com.mx/,True,False,4.8,43,despacho de abogados,Aguascalientes Mexico,2026-06-20,https://www.google.com/maps/place/Salas+%26+Badillo/data=!4m7!3m6!1s0x8429ee651de6c0ef:0xacff2578ec0283d8!8m2!3d21.9172866!4d-102.3119856!16s%2Fg%2F11gdkq4vc7!19sChIJ78DmHWXuKYQR2IMC7Hgl_6w
A,8,Sitio web (formal) | Razón social formal | Horario publicado | WhatsApp en Maps,"Colón Institute, A.C.",Bilingual school,True," C. Francisco Rojas González 130, Ladrón de Guevara, Ladron De Guevara, 44600 Guadalajara, Jal.",33 3615 0759,+523336150759,True,https://wa.me/5213336163016,True,open,True,,,,http://www.institutocolon.mx/,True,True,,,colegio privado,Guadalajara Mexico,2026-06-15,"https://www.google.com/maps/place/Col%C3%B3n+Institute,+A.C./data=!4m7!3m6!1s0x8428ae13a4214a93:0x8b53f252d723abf1!8m2!3d20.6785959!4d-103.3784939!16s%2Fg%2F1tg9hwkv!19sChIJk0ohpBOuKIQR8asj11LyU4s"
A,8,Sitio web (formal) | Horario publicado | Rating 4.9 | WhatsApp en Maps,BE STRONGER - Centro de Potencial Humano,Gym,True," Av Niños Héroes 1555, Col Americana, Moderna, 44190 Guadalajara, Jal.",33 2042 2195,+523320422195,True,https://wa.me/5213320422195,True,open,True,,,,https://bestronger.mx/,True,False,4.9,,gimnasio,Guadalajara Mexico,2026-06-15,https://www.google.com/maps/place/BE+STRONGER+-+Centro+de+Potencial+Humano/data=!4m7!3m6!1s0x8428ae6c56271ed9:0xd43d2647a1fdc519!8m2!3d20.6665621!4d-103.3598883!16s%2Fg%2F11dd_prnv9!19sChIJ2R4nVmyuKIQRGcX9oUcmPdQ
A,8,Sitio web (formal) | Horario publicado | Rating 5.0 | WhatsApp en Maps,Century 21 Universum | Inmobiliaria,Real estate agency,True," Laguna de Términos 196, Granada, Miguel Hidalgo, 11520 Ciudad de México, CDMX",55 5255 0333,+525552550333,True,https://wa.me/5215515806260,True,open,True,,None,None,https://www.c21universum.com/,True,False,5.0,None,inmobiliaria,Ciudad de Mexico,2026-06-18,https://www.google.com/maps/place/Century+21+Universum+%7C+Inmobiliaria/data=!4m7!3m6!1s0x85d1f93d7b67428b:0x207b2aaaecb4ab1e!8m2!3d19.443905!4d-99.1848988!16s%2Fg%2F11vlhrgvtq!19sChIJi0Jnez350YURHqu07KoqeyA
A,8,Sitio web (formal) | Horario publicado | Rating 4.9 | WhatsApp en Maps,CENTURY 21 La Rambla | Inmobiliaria,Real estate agency,True," Boulevard de los Reyes #6431, Torre Natyvo 608 San Bernardino Tlaxcalancingo, 72820 San Andrés Cholula, Pue.",222 978 5081,+522229785081,True,https://wa.me/2214296020,True,open,True,,None,None,"https://century21larambla.com/v/resultados/layout_mapa/coordenadas_19.083371052636213,-98.22412490844727,18.96230517921475,-98.3327865600586,13/oficina_589-century-21-la-rambla_local",True,False,4.9,None,inmobiliaria,Puebla Mexico,2026-06-18,https://www.google.com/maps/place/CENTURY+21+La+Rambla+%7C+Inmobiliaria/data=!4m7!3m6!1s0x85cfc76944bf0d8b:0x389ef9eb69897294!8m2!3d19.0066324!4d-98.2658242!16s%2Fg%2F11jzdbhf17!19sChIJiw2_RGnHz4URlHKJaev5njg
A,8,Sitio web (formal) | Horario publicado | Rating 4.8 | WhatsApp en Maps,Verde Olivo Inmuebles,Real estate agency,True," Avenida de las Ciencias 3015, Edificio The Village, Verde Olivo Inmuebles Piso 3 Juriquilla, Santa Fé, 76230 Santiago de Querétaro, Qro.",442 505 4066,+524425054066,True,https://wa.me/524425054066,True,open,True,,None,None,http://verdeolivo.com/,True,False,4.8,None,inmobiliaria,Queretaro Mexico,2026-06-18,https://www.google.com/maps/place/Verde+Olivo+Inmuebles/data=!4m7!3m6!1s0x85d35758b3e95557:0x88057d26498e21af!8m2!3d20.69718!4d-100.4403169!16s%2Fg%2F11gmvg92tj!19sChIJV1Xps1hX04URryGOSSZ9BYg
A,8,Sitio web (formal) | Horario publicado | Rating 4.7 | WhatsApp en Maps,Importashop,Import export company,None," C. Washington 1410, Centro, 64000 Monterrey, N.L.",81 5102 5391,+528151025391,True,https://wa.me/5218116332193,True,open,True,,None,None,http://importashop.mx/,True,False,4.7,None,agencia aduanal,Monterrey Mexico,2026-06-20,https://www.google.com/maps/place/Importashop/data=!4m7!3m6!1s0x866295f480e0fdb7:0x609430b3e580ce53!8m2!3d25.6757252!4d-100.3272519!16s%2Fg%2F11f_4rv958!19sChIJt_3ggPSVYoYRU86A5bMwlGA
A,8,Sitio web (formal) | Horario publicado | Rating 4.9 | WhatsApp en Maps,WeSupply Importaciones y Logística,Import export company,None," Av. de los Arcos 887, Prados del Bosque, 44620 Guadalajara, Jal.",33 4924 4675,+523349244675,True,https://api.whatsapp.com/send?phone=%3C+523321529318%3E,True,open,True,,None,None,http://wesupply.mx/,True,False,4.9,None,importadora,Guadalajara Mexico,2026-06-20,https://www.google.com/maps/place/WeSupply+Importaciones+y+Log%C3%ADstica/data=!4m7!3m6!1s0x8428af00317c8b09:0xffda752adb30473d!8m2!3d20.6633358!4d-103.383909!16s%2Fg%2F11pqj29nyz!19sChIJCYt8MQCvKIQRPUcw2yp12v8
A,8,Sitio web (formal) | Horario publicado | Rating 5.0 | WhatsApp en Maps,Agencia de Marketing Digital y SEO Local en CDMX | Social Mx | Agencia de Publicidad Google,Marketing agency,None," Depto 501, Avenida Ricardo Flores Magón 25 Edificio ISSSTE 14, Av. Ricardo Flores Magón 25-Entrada 1, Cuauhtémoc, 06900 Ciudad de México, CDMX",56 1065 6859,+525610656859,True,https://wa.me/+525610656859,True,open,True,,None,None,https://www.agenciademarketingdigitalcdmx.com/,True,False,5.0,None,agencia de marketing,Ciudad de Mexico,2026-06-20,https://www.google.com/maps/place/Agencia+de+Marketing+Digital+y+SEO+Local+en+CDMX+%7C+Social+Mx+%7C+Agencia+de+Publicidad+Google/data=!4m7!3m6!1s0x85d1f9ceda7456e1:0x2f87f8b49bbbd5b7!8m2!3d19.4511678!4d-99.140233!16s%2Fg%2F11mt92rvpn!19sChIJ4VZ02s750YURt9W7m7T4hy8
A,8,Sitio web (formal) | Horario publicado | Rating 4.7 | WhatsApp en Maps,GMB START | Agencia Marketing Digital en CDMX,Marketing agency,None," Torre Latinoamericana, Eje Central Lázaro Cárdenas, Centro Histórico de la Cdad. de México, Centro, Cuauhtémoc, 06000 Ciudad de México, CDMX",656 374 0300,+526563740300,True,https://api.whatsapp.com/send?phone=526563740300&text=Hola!%20Quiero%20hablar%20con%20un%20agente%20de%20GMB%20START.,True,open,True,,None,None,https://gmbstart.com/agencia-marketing-digital-en-cdmx,True,False,4.7,None,agencia de marketing,Ciudad de Mexico,2026-06-20,https://www.google.com/maps/place/GMB+START+%7C+Agencia+Marketing+Digital+en+CDMX/data=!4m7!3m6!1s0x85d1f9f042cd3065:0xc936b6c06a5b7f9e!8m2!3d19.4338105!4d-99.1403722!16s%2Fg%2F11s4tgkp38!19sChIJZTDNQvD50YURnn9basC2Nsk
A,8,Sitio web (formal) | Horario publicado | Rating 4.5 | WhatsApp en Maps,Agencia de Marketing Digital en Guadalajara | GMB START,Marketing agency,None," Av. Empresarios 255, Puerta de Hierro, 45116 Zapopan, Jal.",656 374 0300,+526563740300,True,https://api.whatsapp.com/send?phone=526563740300&text=Hola!%20Quiero%20hablar%20con%20un%20agente%20de%20GMB%20START.,True,open,True,,None,None,https://gmbstart.com/agencia-marketing-digital-en-guadalajara,True,False,4.5,None,agencia de marketing,Guadalajara Mexico,2026-06-20,https://www.google.com/maps/place/Agencia+de+Marketing+Digital+en+Guadalajara+%7C+GMB+START/data=!4m7!3m6!1s0x8428afae4618a53f:0xa90aa7b44d18ec8b!8m2!3d20.7094174!4d-103.4157285!16s%2Fg%2F11b5yt5146!19sChIJP6UYRq6vKIQRi-wYTbSnCqk
A,8,Sitio web (formal) | Horario publicado | Rating 5.0 | WhatsApp en Maps,Endipante Agencia de Marketing en Guadalajara,Advertising agency,None," Canal 474, San Rafael, 44810 Guadalajara, Jal.",33 1296 1397,+523312961397,True,https://wa.me/523312961397,True,open,True,,None,None,https://www.endipante.com/,True,False,5.0,None,agencia de marketing,Guadalajara Mexico,2026-06-20,https://www.google.com/maps/place/Endipante+Agencia+de+Marketing+en+Guadalajara/data=!4m7!3m6!1s0x8428afd71385b6c3:0xeed2f8515dd5109b!8m2!3d20.6518989!4d-103.2940665!16s%2Fg%2F11gr4b3klm!19sChIJw7aFE9evKIQRmxDVXVH40u4
A,8,Sitio web (formal) | Razón social formal | Horario publicado | Solo 2 reseñas | Rating 5.0,Grupo Simex,Trial attorney,None," C. Justo Sierra 2593-160, Arcos Vallarta, 44600 Guadalajara, Jal.",33 3630 5689,+523336305689,True,https://wa.me/523336305689,False,open,True,2 years ago,730,None,http://www.gruposimex.com/,True,True,5.0,2,agencia de cobranza,Guadalajara Mexico,2026-06-20,https://www.google.com/maps/place/Grupo+Simex/data=!4m7!3m6!1s0x8428ae6cd6fdb861:0xd64ccfb1e870cbc8!8m2!3d20.6774831!4d-103.3824697!16s%2Fg%2F11cmsnt6cj!19sChIJYbj91myuKIQRyMtw6LHPTNY
A,8,Sitio web (formal) | Horario publicado | Rating 4.8 | WhatsApp en Maps,IMPORTACION DE AUTOS Go Import,Car dealer,None," Av. Ermita Sur 5151, Leos Montoya, 22106 Tijuana, B.C.",664 681 2444,+526646812444,True,https://wa.me/526646812444,True,open,True,,None,None,https://wa.me/526646812444,True,False,4.8,None,importadora,Tijuana Mexico,2026-06-20,https://www.google.com/maps/place/IMPORTACION+DE+AUTOS+Go+Import/data=!4m7!3m6!1s0x80d93806a5639869:0x93c0dc9d84b91e75!8m2!3d32.501175!4d-116.9786297!16s%2Fg%2F1tcx1tcy!19sChIJaZhjpQY42YARdR65hJ3cwJM
A,8,Sitio web (formal) | Horario publicado | Rating 4.8 | WhatsApp en Maps,Conelyca Inmobiliaria S.R.L. de C.V.,Real estate agency,True," Torre Bella Vista, Av. Las Américas No. 1409, Jardines de Santa Elena, 20238 Aguascalientes, Ags.",449 346 6114,+524493466114,True,https://api.whatsapp.com/send?phone=5214493466114&l=es,True,open,True,,None,None,http://www.conelyca.com/,True,False,4.8,None,inmobiliaria,Aguascalientes Mexico,2026-06-20,https://www.google.com/maps/place/Conelyca+Inmobiliaria+S.R.L.+de+C.V./data=!4m7!3m6!1s0x8429ec2ba09aaaab:0x9a203b04b217a171!8m2!3d21.8655344!4d-102.3034874!16s%2Fg%2F11f53tg7y3!19sChIJq6qaoCvsKYQRcaEXsgQ7IJo
A,8,Sitio web (formal) | Horario publicado | Rating 4.9 | WhatsApp en Maps,Abitu Inmobiliaria,Real estate agency,True," Del Monte Bonete 140, Lomas 3ra Secc, 78210 San Luis Potosí, S.L.P.",444 651 4904,+524446514904,True,https://wa.me/5214446261333,True,open,True,,None,None,http://www.abituinmobiliaria.mx/,True,False,4.9,None,inmobiliaria,San Luis Potosi Mexico,2026-06-20,https://www.google.com/maps/place/Abitu+Inmobiliaria/data=!4m7!3m6!1s0x842a99b363195887:0xe37832b99b09f0aa!8m2!3d22.140696!4d-101.0249777!16s%2Fg%2F11j240cfd5!19sChIJh1gZY7OZKoQRqvAJm7kyeOM
A,8,Sitio web (formal) | Horario publicado | Rating 5.0 | WhatsApp en Maps,Bienes Raíces Jesús Aceves,Real estate agency,True," De Los Insurgentes 86 Sur-int 502, Centro Sinaloa, 80129 Culiacán Rosales, Sin.",667 761 9532,+526677619532,True,https://wa.me/5216672143399,True,open,True,,None,None,https://www.bienesraicesja.com/,True,False,5.0,None,inmobiliaria,Culiacan Mexico,2026-06-20,https://www.google.com/maps/place/Bienes+Ra%C3%ADces+Jes%C3%BAs+Aceves/data=!4m7!3m6!1s0x86bcda168df3c207:0x6e7ebb211ebd8de0!8m2!3d24.8031393!4d-107.4051316!16s%2Fg%2F1tf36d9n!19sChIJB8LzjRbavIYR4I29HiG7fm4
A,8,Sitio web (formal) | Horario publicado | Rating 4.6 | WhatsApp en Maps,Casas en Veracruz,Real estate agency,True," Av Pino Suárez 2169, Centro, 91700 Veracruz, Ver.",229 119 1000,+522291191000,True,https://wa.me/c/5212291191000,True,open,True,,None,None,https://wa.me/c/5212291191000,True,False,4.6,None,inmobiliaria,Veracruz Mexico,2026-06-20,https://www.google.com/maps/place/Casas+en+Veracruz/data=!4m7!3m6!1s0x85c3473862842481:0x671de3abd378c013!8m2!3d19.1927513!4d-96.1458413!16s%2Fg%2F11tx73195f!19sChIJgSSEYjhHw4URE8B406vjHWc
A,8,Sitio web (formal) | Horario publicado | Rating 5.0 | WhatsApp en Maps,Mar Bienes Raíces,Real estate agency,True," Av. Rafael Garcia Auly 231, Ignacio Zaragoza, 91910 Veracruz, Ver.",229 921 6868,+522299216868,True,https://wa.me/+522291909948,True,open,True,,None,None,http://www.marbienesraices.com/,True,False,5.0,None,inmobiliaria,Veracruz Mexico,2026-06-20,https://www.google.com/maps/place/Mar+Bienes+Ra%C3%ADces/data=!4m7!3m6!1s0x85c340ff554b30e5:0x524d4a950ecb23c2!8m2!3d19.1753038!4d-96.1259672!16s%2Fg%2F1v3gs72k!19sChIJ5TBLVf9Aw4URwiPLDpVKTVI
A,8,Sitio web (formal) | Horario publicado | Rating 5.0 | WhatsApp en Maps,INMUEBLES V&N PUEBLA MÉXICO,Real estate agency,True," C. 25 Sur 110, San Matías, 72000 Heroica Puebla de Zaragoza, Pue.",221 401 9963,+522214019963,True,https://wa.me/message/3PL3H3L33MT2F1,True,open,True,,None,None,https://inmobiliaria-gn-asociados.negocio.site/,True,False,5.0,None,inmobiliaria,Puebla Mexico,2026-06-20,https://www.google.com/maps/place/INMUEBLES+V%26N+PUEBLA+M%C3%89XICO/data=!4m7!3m6!1s0x85cfc16c8d15adab:0xf4c93d8fd533ad3f!8m2!3d19.0529004!4d-98.2169664!16s%2Fg%2F11h44lwyx8!19sChIJq60VjWzBz4URP60z1Y89yfQ
