tier,lead_score,lead_reasons,name,category,cat_fit,address,phone,phone_e164,phone_valid,whatsapp,wa_listed,business_status,has_hours,last_review,review_age_days,photos,website,has_website,formal_name,rating,reviews,search_query,search_location,scraped_date,maps_url
B,5,Sitio web (formal) | Horario publicado | Rating 4.7,CM LOGISTICS,Trucking company,," Av. Insurgentes Sur 1392, Actipan, Benito Juárez, 03920 Ciudad de México, CDMX",56 1039 2487,+525610392487,True,https://wa.me/525610392487,False,open,True,,,,http://www.cmlogistics.com.mx/,True,False,4.7,,empresa de logistica,Ciudad de Mexico,2026-06-20,https://www.google.com/maps/place/CM+LOGISTICS/data=!4m7!3m6!1s0x85d1ff6837f03d1d:0xd7832c13d747d671!8m2!3d19.3703324!4d-99.1798026!16s%2Fg%2F11smny629m!19sChIJHT3wN2j_0YURcdZH1xMsg9c
B,5,Sitio web (formal) | Horario publicado | Rating 4.8,IC Logística OCURRE Ciudad de México,Trucking company,," Atotonilco 55-L C, Maza, Cuauhtémoc, 06270 Ciudad de México, CDMX",775 757 4329,+527757574329,True,https://wa.me/527757574329,False,open,True,,,,https://www.facebook.com/ICLogistica2020/,True,False,4.8,,empresa de logistica,Ciudad de Mexico,2026-06-20,https://www.google.com/maps/place/IC+Log%C3%ADstica+OCURRE+Ciudad+de+M%C3%A9xico/data=!4m7!3m6!1s0x85d1f95b3a89a843:0x34fbee55aa3ecba2!8m2!3d19.4566376!4d-99.1269415!16s%2Fg%2F11rvhkt709!19sChIJQ6iJOlv50YURoss-qlXu-zQ
B,5,Sitio web (formal) | Horario publicado | Rating 4.6,Haf Logistica Internacional,Import export company,," C. Ote. 33 119, Moctezuma 2da Secc, Venustiano Carranza, 15530 Ciudad de México, CDMX",55 5751 0660,+525557510660,True,https://wa.me/525557510660,False,open,True,,,,http://www.haflogistica.com/,True,False,4.6,,empresa de logistica,Ciudad de Mexico,2026-06-20,https://www.google.com/maps/place/Haf+Logistica+Internacional/data=!4m7!3m6!1s0x85d1fbf3fa0ba16d:0xda2cf0e3609908d0!8m2!3d19.4364921!4d-99.0892581!16s%2Fg%2F11c3twcrth!19sChIJbaEL-vP70YUR0AiZYOPwLNo
B,5,Sitio web (formal) | Horario publicado | Rating 5.0,Quick | Empresa de logística y distribución en Guadalajara México,Logistics service,," C. Juan de la Barrera 3561, Las Juntas, 45590 Guadalajara, Jal.",55 7420 2826,+525574202826,True,https://wa.me/525574202826,False,open,True,,,,https://quickmexico.mx/,True,False,5.0,,empresa de logistica,Guadalajara Mexico,2026-06-20,https://www.google.com/maps/place/Quick+%7C+Empresa+de+log%C3%ADstica+y+distribuci%C3%B3n+en+Guadalajara+M%C3%A9xico/data=!4m7!3m6!1s0x8428b3b4e31a9f33:0xf750b21770ceeaed!8m2!3d20.6206872!4d-103.3386351!16s%2Fg%2F11z205cmyf!19sChIJM58a47SzKIQR7erOcBeyUPc
B,5,Sitio web (formal) | Horario publicado | Rating 5.0,Logística y Transporte TLJ,Trucking company,," Río Pánuco 1230-Int. 2, Atlas, 44870 Guadalajara, Jal.",33 1737 4504,+523317374504,True,https://wa.me/523317374504,False,open,True,,,,https://transportestlj.com/,True,False,5.0,,empresa de logistica,Guadalajara Mexico,2026-06-20,https://www.google.com/maps/place/Log%C3%ADstica+y+Transporte+TLJ/data=!4m7!3m6!1s0x8428b30df1fe5f09:0xc7cc59ccdb466545!8m2!3d20.6508802!4d-103.3285023!16s%2Fg%2F11whwrcc7q!19sChIJCV_-8Q2zKIQRRWVG28xZzMc
B,5,Sitio web (formal) | Horario publicado | Rating 4.7,HAF LOGÍSTICA INTERNACIONAL (GDL),Shipping company,," Calz. del Federalismo Sur 948, Moderna, 44190 Guadalajara, Jal.",33 3344 0222,+523333440222,True,https://wa.me/523333440222,False,open,True,,,,http://www.haflogistica.com/,True,False,4.7,,empresa de logistica,Guadalajara Mexico,2026-06-20,https://www.google.com/maps/place/HAF+LOG%C3%8DSTICA+INTERNACIONAL+%28GDL%29/data=!4m7!3m6!1s0x8428b2008b1f5d53:0x429a49f013417986!8m2!3d20.6613248!4d-103.3576353!16s%2Fg%2F11c0szl69w!19sChIJU10fiwCyKIQRhnlBE_BJmkI
B,5,Sitio web (formal) | Horario publicado | Rating 4.6,Expo Proveedores del Transporte y Logística,Manufacturer,," Verde Valle, 44550 Guadalajara, Jalisco",81 2257 0974,+528122570974,True,https://wa.me/528122570974,False,open,True,,,,http://www.expoproveedores.mx/,True,False,4.6,,empresa de logistica,Guadalajara Mexico,2026-06-20,https://www.google.com/maps/place/Expo+Proveedores+del+Transporte+y+Log%C3%ADstica/data=!4m7!3m6!1s0x8428ad7827bab717:0x19e32fe7f6b52f59!8m2!3d20.652996!4d-103.3911257!16s%2Fg%2F11sbstynq6!19sChIJF7e6J3itKIQRWS-19ucv4xk
B,5,Sitio web (formal) | Horario publicado | Rating 5.0,L.E.O LOGÍSTICA EXPRESS DE OCCIDENTE,Shipping company,," Cto. Ing. Tomás Limón Gutierrez 3323-Bloque 2, El Manantial, 45590 Guadalajara, Jal.",33 1409 0179,+523314090179,True,https://wa.me/523314090179,False,open,True,,,,https://www.facebook.com/leologisticaexpress,True,False,5.0,,empresa de logistica,Guadalajara Mexico,2026-06-20,https://www.google.com/maps/place/L.E.O+LOG%C3%8DSTICA+EXPRESS+DE+OCCIDENTE/data=!4m7!3m6!1s0x8428b311d5f61e97:0xed6e7e1c081e16d4!8m2!3d20.625429!4d-103.346205!16s%2Fg%2F11mw70dxjp!19sChIJlx721RGzKIQR1BYeCBx-bu0
B,5,Sitio web (formal) | Horario publicado | Rating 4.5,Logística y Administración LOAD GUADALAJARA,Logistics service,," Calz Delicias 271, El Alamo, 45560 San Pedro Tlaquepaque, Jal.",33 1393 0873,+523313930873,True,https://wa.me/523313930873,False,open,True,,,,http://www.logisticaload.com/,True,False,4.5,,empresa de logistica,Guadalajara Mexico,2026-06-20,https://www.google.com/maps/place/Log%C3%ADstica+y+Administraci%C3%B3n+LOAD+GUADALAJARA/data=!4m7!3m6!1s0x8428b3ab3d80c413:0xe1bf33fa3a6e0eca!8m2!3d20.6254477!4d-103.3128611!16s%2Fg%2F11fylwgl4f!19sChIJE8SAPauzKIQRyg5uOvozv-E
B,5,Sitio web (formal) | Horario publicado | Rating 4.8,Rutru Logistics,Logistics service,," Av. Mariano Otero 3429, 44535 Guadalajara, Jal.",33 1479 2586,+523314792586,True,https://wa.me/523314792586,False,open,True,,,,http://www.rutru.com.mx/,True,False,4.8,,empresa de logistica,Guadalajara Mexico,2026-06-20,https://www.google.com/maps/place/Rutru+Logistics/data=!4m7!3m6!1s0x8428ae712a3f9615:0xe533ff75d1f1a8f5!8m2!3d20.6511406!4d-103.3974965!16s%2Fg%2F11g87cs1c5!19sChIJFZY_KnGuKIQR9ajx0XX_M-U
B,5,Sitio web (formal) | Horario publicado | Rating 5.0,Royal Dynamic Solutions | Servicios de Logística y Transporte - Aduanas - Bodega,Logistics service,," Democracia 73-47, Col Obrera, Sarabia, 64490 Monterrey, N.L.",81 8468 8542,+528184688542,True,https://wa.me/528184688542,False,open,True,,,,https://www.royal-dynamic.com/,True,False,5.0,,empresa de logistica,Monterrey Mexico,2026-06-20,https://www.google.com/maps/place/Royal+Dynamic+Solutions+%7C+Servicios+de+Log%C3%ADstica+y+Transporte+-+Aduanas+-+Bodega/data=!4m7!3m6!1s0x86629504de9929f3:0x5a4ae084e5c1e34a!8m2!3d25.687453!4d-100.3158832!16s%2Fg%2F11vxzmlz68!19sChIJ8ymZ3gSVYoYRSuPB5YTgSlo
