lead_score,lead_reasons,name,category,address,phone,website,has_website,rating,reviews,search_query,search_location,scraped_date,maps_url
1,No reviews,Reliant Public Insurance Adjusters Inc,Insurance agency," 2705 NW 60th St, Oklahoma City, OK 73112, United States",+1 405-641-5734,https://okpublicadjuster.com/about-us/attachment/jimmy-blunt/,True,,,public insurance adjuster,Oklahoma City OK,2026-06-11,https://www.google.com/maps/place/Reliant+Public+Insurance+Adjusters+Inc/data=!4m7!3m6!1s0x87b21a5bc9bac817:0xbcc14561686ac1da!8m2!3d35.5332516!4d-97.5614112!16s%2Fg%2F11srgjrsg3!19sChIJF8i6yVsasocR2sFqaGFFwbw
1,No reviews,ClaimsMate Public Adjusters,Loss adjuster," 3030 Northwest Expy Suite 300, Oklahoma City, OK 73112, United States",+1 572-212-9903,https://claimsmate.com/public-adjusters-in-oklahoma-city/,True,,,public insurance adjuster,Oklahoma City OK,2026-06-11,https://www.google.com/maps/place/ClaimsMate+Public+Adjusters/data=!4m7!3m6!1s0x87b21bf8cc2fa165:0xf8202e47edca4644!8m2!3d35.5267684!4d-97.5695876!16s%2Fg%2F11yyyd8n8l!19sChIJZaEvzPgbsocRREbK7UcuIPg
1,No reviews,Advocate Public Adjusters,Loss adjuster," 2301 W I 44 Service Rd STE 200, Oklahoma City, OK 73112, United States",+1 405-458-4272,http://advocateadjuster.com/,True,,,public insurance adjuster,Oklahoma City OK,2026-06-11,https://www.google.com/maps/place/Advocate+Public+Adjusters/data=!4m7!3m6!1s0x87b21a718fefffff:0x1f549a07258b8d1!8m2!3d35.5132332!4d-97.5524475!16s%2Fg%2F11ghplvn0n!19sChIJ___vj3EasocR0bhYcqBJ9QE
1,No reviews,Coppermark Public Adjusters,Loss adjuster," 417 W 18th St Suite 102, Edmond, OK 73013, United States",+1 855-452-5246,http://coppermark.claims/,True,,,public insurance adjuster,Oklahoma City OK,2026-06-11,https://www.google.com/maps/place/Coppermark+Public+Adjusters/data=!4m7!3m6!1s0x87b21fb4857aaaab:0x1daf81b3ad104ada!8m2!3d35.6360771!4d-97.4899468!16s%2Fg%2F11f63yknlv!19sChIJq6p6hbQfsocR2koQrbOBrx0
1,No reviews,Kerby and Associates,Loss adjuster," 3408 Justice Ct, Norman, OK 73072, United States",+1 405-473-5135,http://www.publicinsuranceadjusterok.com/,True,,,public insurance adjuster,Oklahoma City OK,2026-06-11,https://www.google.com/maps/place/Kerby+and+Associates/data=!4m7!3m6!1s0x87b269424c2dcc4d:0xb237b55533265db8!8m2!3d35.2402796!4d-97.4914439!16s%2Fg%2F11b5y_knjg!19sChIJTcwtTEJpsocRuF0mM1W1N7I
1,No reviews,Ally Public Adjusters,Loss adjuster,,+1 405-863-7779,https://allypublicadjusters.com/,True,,,public insurance adjuster,Oklahoma City OK,2026-06-11,https://www.google.com/maps/place/Ally+Public+Adjusters/data=!4m7!3m6!1s0x27fcc3e0000255b9:0x50159b090ae98aae!8m2!3d35.3090496!4d-98.7167134!16s%2Fg%2F11rrrvcg9d!19sChIJuVUCAODD_CcRrorpCgmbFVA
1,No reviews,Americlaim,Insurance agency," 225 NE 38th Terrace, Oklahoma City, OK 73105, United States",+1 405-601-3360,https://www.americlaim.com/,True,,,public insurance adjuster,Oklahoma City OK,2026-06-11,https://www.google.com/maps/place/Americlaim/data=!4m7!3m6!1s0x87b219e1720947e5:0xf2e68c3d3c1f7f1a!8m2!3d35.5108212!4d-97.5063003!16s%2Fg%2F1td61780!19sChIJ5UcJcuEZsocRGn8fPD2M5vI
1,No reviews,Western Claims Inc,Insurance agency," 437 W Wilshire Blvd Ste B, Oklahoma City, OK 73116, United States",+1 405-840-1734,https://www.westernclaims.com/,True,,,public insurance adjuster,Oklahoma City OK,2026-06-11,https://www.google.com/maps/place/Western+Claims+Inc/data=!4m7!3m6!1s0x87b21737328bddb5:0x4a56538e7aca2e15!8m2!3d35.5516776!4d-97.5223221!16s%2Fg%2F1tgs1fr8!19sChIJtd2LMjcXsocRFS7Keo5TVko
1,No reviews,AllCity Adjusting,Loss adjuster," 500 N Meridian Ave Suite 106, Oklahoma City, OK 73107, United States",+1 405-223-2344,https://www.allcityadjusting.com/,True,,,public insurance adjuster,Oklahoma City OK,2026-06-11,https://www.google.com/maps/place/AllCity+Adjusting/data=!4m7!3m6!1s0x87b211b663959ce1:0xb9bce94e85b822c6!8m2!3d35.471848!4d-97.6002821!16s%2Fg%2F11y226pgdc!19sChIJ4ZyVY7YRsocRxiK4hU7pvLk
1,No reviews,hail and Wind,Loss adjuster," 609 S Kelly Ave #3 F, Edmond, OK 73003, United States",+1 855-452-5246,https://hailandwind.claims/,True,,,public insurance adjuster,Oklahoma City OK,2026-06-11,https://www.google.com/maps/place/hail+and+Wind/data=!4m7!3m6!1s0x87b21f114cddb4d1:0x5e87f05215c23563!8m2!3d35.6503592!4d-97.497146!16s%2Fg%2F11hfb7x97x!19sChIJ0bTdTBEfsocRYzXCFVLwh14
1,No reviews,Gavnat Public Insurance Adjusters - Oklahoma,Loss adjuster,,+1 763-301-8825,https://www.gavnat.com/location/oklahoma/,True,,,public insurance adjuster,Oklahoma City OK,2026-06-11,https://www.google.com/maps/place/Gavnat+Public+Insurance+Adjusters+-+Oklahoma/data=!4m7!3m6!1s0x2de094762c651e51:0xeb989ea20d03cd81!8m2!3d35.741086!4d-96.7104785!16s%2Fg%2F11z515bwqp!19sChIJUR5lLHaU4C0Rgc0DDaKemOs
1,No reviews,Noble Public Adjusting Group,Loss adjuster,,+1 405-374-6003,https://www.noblepagroup.com/locations/ok/?lead_source=GMB&utm_campaign=oklahoma-central,True,,,public insurance adjuster,Oklahoma City OK,2026-06-11,https://www.google.com/maps/place/Noble+Public+Adjusting+Group/data=!4m7!3m6!1s0xb44930b18192dab:0xe5df40664e055bea!8m2!3d35.047817!4d-97.60963!16s%2Fg%2F11w8kpjh3x!19sChIJqy0ZGAuTRAsR6lsFTmZA3-U
1,No reviews,Expert Construction Group,General contractor," 1900 Amy Sue Dr, El Paso, TX 79936, United States",+1 915-345-4088,https://expertconstructiongroup.co/,True,,,general contractor,El Paso TX,2026-06-11,https://www.google.com/maps/place/Expert+Construction+Group/data=!4m7!3m6!1s0x86e7456fecd064af:0x5f8a28724ec7cb27!8m2!3d31.76939!4d-106.3170401!16s%2Fg%2F11z9nzk5kn!19sChIJr2TQ7G9F54YRJ8vHTnIoil8
1,No reviews,"CM General Contracting, LLC",Roofing contractor," 955 Resler Dr STE 104-292, El Paso, TX 79912, United States",+1 915-526-5699,https://cmgeneralcontractingllc.com/,True,,,general contractor,El Paso TX,2026-06-11,"https://www.google.com/maps/place/CM+General+Contracting,+LLC/data=!4m7!3m6!1s0x86ddf9d0289197fd:0xd2bc7a5ef3ddab52!8m2!3d31.8616126!4d-106.5586603!16s%2Fg%2F11v3xg3lm5!19sChIJ_ZeRKND53YYRUqvd8156vNI"
1,No reviews,Paramount Construction EP LLC.,General contractor," 6731 Westwind Dr, El Paso, TX 79912, United States",+1 915-229-5597,http://www.elpasoscontractor.com/,True,,,general contractor,El Paso TX,2026-06-11,https://www.google.com/maps/place/Paramount+Construction+EP+LLC./data=!4m7!3m6!1s0x86ddf97e09f5b53d:0x11d48ede96ee226e!8m2!3d31.8457918!4d-106.536627!16s%2Fg%2F11kzhx48d4!19sChIJPbX1CX753YYRbiLult6O1BE
1,No reviews,Ameca General Contractors Inc.,Construction company," 3535 N Yarbrough Dr Ste. A, El Paso, TX 79925, United States",+1 915-328-5407,https://www.amecagc.com/,True,,,general contractor,El Paso TX,2026-06-11,https://www.google.com/maps/place/Ameca+General+Contractors+Inc./data=!4m7!3m6!1s0x86e745268a07c89d:0x5b01e9b765dea3ab!8m2!3d31.7965175!4d-106.3326517!16s%2Fg%2F11qgc9sc6b!19sChIJncgHiiZF54YRq6PeZbfpAVs
1,No reviews,"Milliken Construction Co., Inc.",Construction company," 2515 Yandell Dr, El Paso, TX 79903, United States",+1 915-544-0371,https://www.millikenconstructioninc.com/,True,,,general contractor,El Paso TX,2026-06-11,"https://www.google.com/maps/place/Milliken+Construction+Co.,+Inc./data=!4m7!3m6!1s0x86e759a2c0942caf:0x3314a0cc8527e6a!8m2!3d31.7797328!4d-106.4657011!16s%2Fg%2F11fy253yvs!19sChIJryyUwKJZ54YRan5SyAxKMQM"
1,No reviews,Southwest Construction,General contractor," 1700 Yandell Dr, El Paso, TX 79902, United States",+1 915-288-3100,https://constructionbysouthwest.com/,True,,,general contractor,El Paso TX,2026-06-11,https://www.google.com/maps/place/Southwest+Construction/data=!4m7!3m6!1s0x86e7590f319db9d9:0xf88c29176435fb9d!8m2!3d31.7729557!4d-106.4754791!16s%2Fg%2F11z0ykp8hq!19sChIJ2bmdMQ9Z54YRnfs1ZBcpjPg
1,No reviews,Banes General Contractors Inc,General contractor," 6001 Doniphan Dr, El Paso, TX 79932, United States",+1 915-584-0404,https://www.banes-gc.com/,True,,,general contractor,El Paso TX,2026-06-11,https://www.google.com/maps/place/Banes+General+Contractors+Inc/data=!4m7!3m6!1s0x86ddf924d8a93c03:0xb9b0c26916c245eb!8m2!3d31.8719224!4d-106.592619!16s%2Fg%2F1tfcj5zs!19sChIJAzyp2CT53YYR60XCFmnCsLk
1,No reviews,Meztizo General Contractors,Contractor," 12301 Rojas Dr suite A-7, El Paso, TX 79928, United States",+1 915-234-2280,http://www.meztizo.net/,True,,,general contractor,El Paso TX,2026-06-11,https://www.google.com/maps/place/Meztizo+General+Contractors/data=!4m7!3m6!1s0x86e7438fa6a2a1e9:0xe35a1552611b8aa7!8m2!3d31.7048332!4d-106.280235!16s%2Fg%2F11rft7876c!19sChIJ6aGipo9D54YRp4obYVIVWuM
1,No reviews,West Texas General Contractors LLC,Construction company," 165 Davis Dr, El Paso, TX 79907, United States",+1 915-710-6513,http://facebook.com/westtexasllc,True,,,general contractor,El Paso TX,2026-06-11,https://www.google.com/maps/place/West+Texas+General+Contractors+LLC/data=!4m7!3m6!1s0x86e743c01a95a561:0xdaca5e3aa3311949!8m2!3d31.7035975!4d-106.3378942!16s%2Fg%2F11pcv15pb3!19sChIJYaWVGsBD54YRSRkxozpeyto
1,No reviews,"VEMAC, Venegas Engineering Management And Construction",General contractor," 1919 E Rio Grande Ave #101, El Paso, TX 79902, United States",+1 915-566-1911,http://vemac.us/,True,,,general contractor,El Paso TX,2026-06-11,"https://www.google.com/maps/place/VEMAC,+Venegas+Engineering+Management+And+Construction/data=!4m7!3m6!1s0x86e759a5a60500f1:0x6e8850c85d2ba3!8m2!3d31.7767625!4d-106.4738278!16s%2Fg%2F1tfcz7zj!19sChIJ8QAFpqVZ54YRoytdyFCIbgA"
1,No reviews,General Contractors & Sons Llc,," 3106 Cypress Ave, El Paso, TX 79905, United States",+1 512-762-3718,http://www.generalcontractorsandsons.net/,True,,,general contractor,El Paso TX,2026-06-11,https://www.google.com/maps/place/General+Contractors+%26+Sons+Llc/data=!4m7!3m6!1s0x86e75976791eaaab:0xe2c37c28335478d1!8m2!3d31.7684843!4d-106.458048!16s%2Fg%2F11hy9p9xvs!19sChIJq6oeeXZZ54YR0XhUMyh8w-I
1,No reviews,Noble General Contractors,General contractor," 233 N Mesa Hills Dr, El Paso, TX 79912, United States",+1 915-887-0001,http://www.noblegeneral.com/,True,,,general contractor,El Paso TX,2026-06-11,https://www.google.com/maps/place/Noble+General+Contractors/data=!4m7!3m6!1s0x86e75990d835c5a9:0x8274b71ba059538a!8m2!3d31.825656!4d-106.5163786!16s%2Fg%2F1tyyxkgx!19sChIJqcU12JBZ54YRilNZoBu3dII
1,No reviews,Cargo Tech,Transportation service," 3220 S Peoria Ave, Tulsa, OK 74105, United States",+1 918-397-9909,http://www.shipcargotech.com/,True,,,freight broker,Tulsa OK,2026-06-11,https://www.google.com/maps/place/Cargo+Tech/data=!4m7!3m6!1s0x87b6ed77530e1891:0x6f09e0de90f71d70!8m2!3d36.115789!4d-95.9760805!16s%2Fg%2F11swvclmvr!19sChIJkRgOU3fttocRcB33kN7gCW8
1,No reviews,Premier Logistics LLC,Shipping company," 555 W 41st St, Tulsa, OK 74107, United States",+1 855-220-4746,http://shippremier.com/,True,,,freight broker,Tulsa OK,2026-06-11,https://www.google.com/maps/place/Premier+Logistics+LLC/data=!4m7!3m6!1s0x87b6953dd9908d33:0xe9fb948159803cd8!8m2!3d36.1053515!4d-95.9959825!16s%2Fg%2F11b7gpj9g6!19sChIJM42Q2T2VtocR2DyAWYGU--k
1,No reviews,Taylor's Freight & Trucking llc,Logistics service,,+1 210-995-3946,https://taylorsfreightandtruckingllc.com/,True,,,freight broker,Tulsa OK,2026-06-11,https://www.google.com/maps/place/Taylor%27s+Freight+%26+Trucking+llc/data=!4m7!3m6!1s0xaf757fd5be2d6b1b:0x680cde583bddc242!8m2!3d33.2253782!4d-97.872307!16s%2Fg%2F11y65505hz!19sChIJG2stvtV_da8RQsLdO1jeDGg
1,No reviews,NS Trucking Inc,Transportation service," 7633 E 63rd Pl Suite 300B, Tulsa, OK 74133, United States",+1 918-347-5117,http://www.nstrucking.net/,True,,,freight broker,Tulsa OK,2026-06-11,https://www.google.com/maps/place/NS+Trucking+Inc/data=!4m7!3m6!1s0x87b693cd1c81d119:0x1fcf5ac1dea8161e!8m2!3d36.0726693!4d-95.8887254!16s%2Fg%2F11ghg314tt!19sChIJGdGBHM2TtocRHhao3sFazx8
1,No reviews,Cameron Logistics,Trucking company," 10759 E Admiral Pl, Tulsa, OK 74116, United States",+1 918-947-5900,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=2550913,True,,,freight broker,Tulsa OK,2026-06-11,https://www.google.com/maps/place/Cameron+Logistics/data=!4m7!3m6!1s0x87b6f30035757ed5:0x8048e880d6336bf6!8m2!3d36.1610531!4d-95.8552347!16s%2Fg%2F11k5lsm6m5!19sChIJ1X51NQDztocR9msz1oDoSIA
1,No reviews,Melton Logistics,Logistics service," 808 N 161st E Ave, Tulsa, OK 74116, United States",+1 918-200-0180,https://meltonlogistics.com/?utm_source=gmb&utm_medium=search_profile&utm_campaign=tulsa,True,,,freight broker,Tulsa OK,2026-06-11,https://www.google.com/maps/place/Melton+Logistics/data=!4m7!3m6!1s0x87b6f46263aca0c7:0x97420d7897d4d9be!8m2!3d36.1676951!4d-95.7983391!16s%2Fg%2F11g_rzytx!19sChIJx6CsY2L0tocRvtnUl3gNQpc
1,No reviews,"Merrell Logistics, LLC",Logistics service," 17345 E Admiral Pl, Tulsa, OK 74116, United States",+1 918-425-7400,http://www.merrelllogistics.com/,True,,,freight broker,Tulsa OK,2026-06-11,"https://www.google.com/maps/place/Merrell+Logistics,+LLC/data=!4m7!3m6!1s0x87b68af7b722ca39:0xd500a0fa58df33e0!8m2!3d36.1613874!4d-95.7822353!16s%2Fg%2F11bc7qqx2z!19sChIJOcoit_eKtocR4DPfWPqgANU"
1,No reviews,LynnCo Logistics,Logistics service," 2448 E 81st St #2800, Tulsa, OK 74137, United States",+1 918-664-5540,https://www.lynnco.com/,True,,,freight broker,Tulsa OK,2026-06-11,https://www.google.com/maps/place/LynnCo+Logistics/data=!4m7!3m6!1s0x87b693c134e1627f:0xe60a465ff21af385!8m2!3d36.0427663!4d-95.9540215!16s%2Fg%2F1vfwdcgd!19sChIJf2LhNMGTtocRhfMa8l9GCuY
1,No reviews,Ship Premier Logistics,Transportation service," S 45th W Ave, Tulsa, OK 74107, United States",,https://www.shippremier.com/,True,,,freight broker,Tulsa OK,2026-06-11,https://www.google.com/maps/place/Ship+Premier+Logistics/data=!4m7!3m6!1s0x87b6953e7036347d:0x7dc6a332529d23c6!8m2!3d36.0912433!4d-96.0420331!16s%2Fg%2F11ksh8145l!19sChIJfTQ2cD6VtocRxiOdUjKjxn0
1,No reviews,Pilot Freight Services,Freight forwarding service," 11333 E Pine St #123, Tulsa, OK 74116, United States",+1 918-437-4568,http://stations.pilotdelivers.com/TUL,True,,,freight broker,Tulsa OK,2026-06-11,https://www.google.com/maps/place/Pilot+Freight+Services/data=!4m7!3m6!1s0x87b6f3b1398512a5:0x2de9fd91b697c208!8m2!3d36.1803741!4d-95.8493194!16s%2Fg%2F1tdg3qx0!19sChIJpRKFObHztocRCMKXtpH96S0
1,No reviews,Paul Logistics,Trucking company," 15202 E Admiral Pl, Tulsa, OK 74116, United States",+1 800-341-7285,http://paulinc.com/,True,,,freight broker,Tulsa OK,2026-06-11,https://www.google.com/maps/place/Paul+Logistics/data=!4m7!3m6!1s0x152588d787ed6e3f:0x29ff74f91ec99783!8m2!3d36.1595194!4d-95.8075865!16s%2Fg%2F11bbyg8skv!19sChIJP27th9eIJRURg5fJHvl0_yk
1,No reviews,Old Dominion Freight Line,Trucking company," 3635 N 125th E Ave, Tulsa, OK 74116, United States",+1 918-835-4222,https://www.odfl.com/us/en/tools/service-center-locator/OK/TUL.html,True,,,freight broker,Tulsa OK,2026-06-11,https://www.google.com/maps/place/Old+Dominion+Freight+Line/data=!4m7!3m6!1s0x87b6ec4c649449a9:0xe8baf93eb165cb0e!8m2!3d36.2070455!4d-95.8371742!16s%2Fg%2F1pp2x033h!19sChIJqUmUZEzstocRDstlsT75uug
1,No reviews,Estes Express Lines,Trucking company," 2401 N Harvard Ave, Tulsa, OK 74115, United States",+1 918-836-8842,https://www.estes-express.com/terminals/tulsa,True,,,freight broker,Tulsa OK,2026-06-11,https://www.google.com/maps/place/Estes+Express+Lines/data=!4m7!3m6!1s0x87b6edcd03b5d05d:0x52c23de2e1631e0!8m2!3d36.189469!4d-95.9391786!16s%2Fg%2F1vrqb4fd!19sChIJXdC1A83ttocR4DEWLt4jLAU
1,No reviews,Saia LTL Freight,Trucking company," 7398 E 38th St, Tulsa, OK 74145, United States",+1 918-663-1240,https://www.saia.com/tools-and-resources/terminals/tul?utm_source=GMBlisting&utm_medium=organic,True,,,freight broker,Tulsa OK,2026-06-11,https://www.google.com/maps/place/Saia+LTL+Freight/data=!4m7!3m6!1s0x87b68d5a76b7bc23:0x78f70d83652b98b3!8m2!3d36.107472!4d-95.891654!16s%2Fg%2F1tr8m2gk!19sChIJI7y3dlqNtocRs5grZYMN93g
1,No reviews,Escoto US Customs Brokers,Customs broker," 9540 Joe Rodriguez Dr #100, El Paso, TX 79927, United States",+1 915-790-0043,http://www.escotobrokers.com/,True,,,customs broker,El Paso TX,2026-06-11,https://www.google.com/maps/place/Escoto+US+Customs+Brokers/data=!4m7!3m6!1s0x86e742948291a6f7:0x75faac7ac1ff776c!8m2!3d31.672515!4d-106.330367!16s%2Fg%2F1tdbr9pj!19sChIJ96aRgpRC54YRbHf_wXqs-nU
1,No reviews,Salcedo Customs International,Customs broker," 9585 Plaza Cir, El Paso, TX 79927, United States",+1 915-881-0400,http://salcedobrokers.com/,True,,,customs broker,El Paso TX,2026-06-11,https://www.google.com/maps/place/Salcedo+Customs+International/data=!4m7!3m6!1s0x86e744a0faf46cfd:0xbf029eaf66b68e2d!8m2!3d31.6740241!4d-106.3240294!16s%2Fg%2F1tk_k4qh!19sChIJ_Wz0-qBE54YRLY62Zq-eAr8
1,No reviews,Pro Customs Brokers,Customs broker," 7960 Artcraft Rd, El Paso, TX 79932, United States",+1 915-542-1400,http://prochb.com/,True,,,customs broker,El Paso TX,2026-06-11,https://www.google.com/maps/place/Pro+Customs+Brokers/data=!4m7!3m6!1s0x86e7597c89083141:0xf23acccb2d3e1afd!8m2!3d31.8816662!4d-106.5864652!16s%2Fg%2F1tj89whk!19sChIJQTEIiXxZ54YR_Ro-LcvMOvI
1,No reviews,"RM Customhouse Brokers, Inc.",Customs broker," 1320 Goodyear Dr #105, El Paso, TX 79936, United States",+1 915-564-0582,https://www.rudolphmiles.com/?utm_source=gmb&utm_medium=organic&utm_campaign=elpaso,True,,,customs broker,El Paso TX,2026-06-11,"https://www.google.com/maps/place/RM+Customhouse+Brokers,+Inc./data=!4m7!3m6!1s0x86e75a2f6d623ce3:0x5f3ea794a4adb7d5!8m2!3d31.7354017!4d-106.3173408!16s%2Fg%2F1tdmfb16!19sChIJ4zxibS9a54YR1betpJSnPl8"
1,No reviews,"Cordova Brokerage International, Inc.",Customs broker," 9300 Billy the Kid St #100, El Paso, TX 79907, United States",+1 915-595-8774,https://cordovabrokerage.com/?utm_source=gmb&utm_medium=organic&utm_campaign=elpaso,True,,,customs broker,El Paso TX,2026-06-11,"https://www.google.com/maps/place/Cordova+Brokerage+International,+Inc./data=!4m7!3m6!1s0x14fa01095a583a43:0x7086f3304d29e619!8m2!3d31.690516!4d-106.314579!16s%2Fg%2F1tgz5y9t!19sChIJQzpYWgkB-hQRGeYpTTDzhnA"
1,No reviews,A A Customs Brokers,Customs broker," 6930 Market Ave # H6, El Paso, TX 79915, United States",+1 915-778-2800,http://aacustombroker.com/,True,,,customs broker,El Paso TX,2026-06-11,https://www.google.com/maps/place/A+A+Customs+Brokers/data=!4m7!3m6!1s0x86e75b0f59f1053b:0x3c9f7d4644ad63f1!8m2!3d31.7692907!4d-106.3870047!16s%2Fg%2F1tkc73mc!19sChIJOwXxWQ9b54YR8WOtREZ9nzw
1,No reviews,"Pedraza Customhouse Brokers, Inc - Main Warehouse",Customs broker," 1465 Henry Brennan Dr H, El Paso, TX 79936, United States",+1 915-791-5500,https://pedrazachb.com/,True,,,customs broker,El Paso TX,2026-06-11,"https://www.google.com/maps/place/Pedraza+Customhouse+Brokers,+Inc+-+Main+Warehouse/data=!4m7!3m6!1s0x86e743f0fe23bfc5:0xf669ffec07fbc364!8m2!3d31.7281296!4d-106.2946014!16s%2Fg%2F11y3td0hsq!19sChIJxb8j_vBD54YRZMP7B-z_afY"
1,No reviews,Grupo Ei El Paso,Customs broker," 9555 Plaza Cir C, El Paso, TX 79927, United States",+1 915-858-0137,https://www.grupoei.com.mx/en-us/custom-broker-in-texas,True,,,customs broker,El Paso TX,2026-06-11,https://www.google.com/maps/place/Grupo+Ei+El+Paso/data=!4m7!3m6!1s0x86e742bddcb2d75f:0x2ddc1a031b6fc220!8m2!3d31.6716571!4d-106.3248022!16s%2Fg%2F11g9k5c7g5!19sChIJX9ey3L1C54YRIMJvGwMa3C0
1,No reviews,IBCA Custom Brokers Inc DBA IBCA Logystics,Import export company," 11323 Rojas Dr Bldg B, El Paso, TX 79936, United States",+1 915-860-7204,http://www.ibcalogystics.com/,True,,,customs broker,El Paso TX,2026-06-11,https://www.google.com/maps/place/IBCA+Custom+Brokers+Inc+DBA+IBCA+Logystics/data=!4m7!3m6!1s0x86e742bc7d0ed275:0x48e465d4ca3adaf!8m2!3d31.7419384!4d-106.3211324!16s%2Fg%2F1td42yj8!19sChIJddIOfbxC54YRr62jTF1GjgQ
