tier,lead_score,lead_reasons,name,category,cat_fit,address,phone,phone_e164,phone_valid,whatsapp,wa_listed,business_status,has_hours,last_review,review_age_days,photos,website,has_website,formal_name,rating,reviews,search_query,search_location,scraped_date,maps_url
A,10,Razón social formal | Horario publicado | 147 reseñas (operación seria) | Rating 5.0 | Activo (<1 año),Corporativo Jurídico Durán & Asociados. Abogados,Family law attorney,True," Bahía 117-Segundo piso, La Fuente, 20235 Aguascalientes, Ags.",449 173 5856,+524491735856,True,https://wa.me/524491735856,False,open,True,4 months ago,120,,,False,True,5.0,147,despacho de abogados,Aguascalientes Mexico,2026-06-20,https://www.google.com/maps/place/Corporativo+Jur%C3%ADdico+Dur%C3%A1n+%26+Asociados.+Abogados/data=!4m7!3m6!1s0x8429ed2664c28ebb:0xd51b9d1bf9523456!8m2!3d21.8721633!4d-102.3004573!16s%2Fg%2F11kmpgy2js!19sChIJu47CZCbtKYQRVjRS-RudG9U
A,10,Sitio web (formal) | Razón social formal | Horario publicado | Rating 5.0 | WhatsApp en Maps,"Villalobos Inzunza, Despacho de Abogados",Law firm,True," Av. Aguascalientes Nte 105-interior 8, Bosques del Prado Sur, 20130 Aguascalientes, Ags.",449 373 4727,+524493734727,True,https://wa.me/4493734727,True,open,True,,,,https://instagram.com/villalobos_inzunza?igshid=NTc4MTIwNjQ2YQ==,True,True,5.0,,despacho de abogados,Aguascalientes Mexico,2026-06-20,"https://www.google.com/maps/place/Villalobos+Inzunza,+Despacho+de+Abogados/data=!4m7!3m6!1s0x8429efe91152b693:0x7cb11c74853e2fc9!8m2!3d21.9159538!4d-102.310532!16s%2Fg%2F11l2402jwv!19sChIJk7ZSEenvKYQRyS8-hXQcsXw"
A,10,Sitio web (formal) | Horario publicado | 25 reseñas | Rating 4.8 | Activo (<90d),Firma Legal Aguilar,Family law attorney,True," Av. Francisco I. Madero 251-interior 207, Zona Centro, 20000 Aguascalientes, Ags.",449 186 7580,+524491867580,True,https://wa.me/524491867580,False,open,True,3 months ago,90,,https://www.facebook.com/profile.php?id=61551352200216,True,False,4.8,25,despacho de abogados,Aguascalientes Mexico,2026-06-20,https://www.google.com/maps/place/Firma+Legal+Aguilar/data=!4m7!3m6!1s0x8429ef58c562b0b7:0xbebdbedea68415d!8m2!3d21.8817823!4d-102.2929998!16s%2Fg%2F11vhzngsk3!19sChIJt7BixVjvKYQRXUFo6u3b6ws
A,9,Sitio web (formal) | Razón social formal | Horario publicado | Rating 4.1 | WhatsApp en Maps,CENTURY 21 Grupo Oro | Inmobiliaria,Real estate agency,True," Av. Federalismo 2500, Col. Recursos Hidráulicos, 80100 Culiacán Rosales, Sin.",667 721 0021,+526677210021,True,https://wa.me/6674138414,True,open,True,,,,https://century21grupooro.com/,True,True,4.1,,inmobiliaria,Culiacan Mexico,2026-06-20,https://www.google.com/maps/place/CENTURY+21+Grupo+Oro+%7C+Inmobiliaria/data=!4m7!3m6!1s0x86bcd0a5d59186ed:0x4ac81b707ba90238!8m2!3d24.7958245!4d-107.4166318!16s%2Fg%2F11bzzpcs1d!19sChIJ7YaR1aXQvIYROAKpe3AbyEo
A,9,Sitio web (formal) | Horario publicado | 20 reseñas | Rating 4.7 | Activo (<1 año),SOLUCIONES JURÍDICAS AD HOC.,Family law attorney,True," C. Misioneros 195, Mision de San Carlos, 76903 Candiles, Qro.",442 219 6107,+524422196107,True,https://wa.me/524422196107,False,open,True,a year ago,365,,https://solucionesjuridicasadhoc.com/,True,False,4.7,20,despacho de abogados,Queretaro Mexico,2026-06-20,https://www.google.com/maps/place/SOLUCIONES+JUR%C3%8DDICAS+AD+HOC./data=!4m7!3m6!1s0x85d344ffdaad299f:0xfba1f4662ffd03ec!8m2!3d20.5440519!4d-100.3940285!16s%2Fg%2F11hywl04gk!19sChIJnymt2v9E04UR7AP9L2b0ofs
A,9,Sitio web (formal) | Horario publicado | 100 reseñas (operación seria) | Rating 4.7,SALINAS ABOGADOS E INMOBILIARIA,Family law attorney,True," J. Refugio Velasco 117, La Purisima, Barrio de la Purísima, 20259 Aguascalientes, Ags.",449 111 3811,+524491113811,True,https://wa.me/524491113811,False,open,True,4 years ago,1460,,https://www.salinasabogadosinmobiliaria.com/,True,False,4.7,100,despacho de abogados,Aguascalientes Mexico,2026-06-20,https://www.google.com/maps/place/SALINAS+ABOGADOS+E+INMOBILIARIA/data=!4m7!3m6!1s0x8429ef460a20ee7b:0xa4d1a161cc06f7e!8m2!3d21.8811938!4d-102.2830709!16s%2Fg%2F11gf1wnx6f!19sChIJe-4gCkbvKYQRfm_AHBYaTQo
A,9,Sitio web (formal) | Horario publicado | 43 reseñas | Rating 4.8 | Activo (<1 año),Salas & Badillo,Criminal justice attorney,True," Sierra de La Canela 205, Bosques del Prado Nte., 20127 Aguascalientes, Ags.",449 572 0066,+524495720066,True,https://wa.me/524495720066,False,open,True,7 months ago,210,,http://www.abogadoespecialista.com.mx/,True,False,4.8,43,despacho de abogados,Aguascalientes Mexico,2026-06-20,https://www.google.com/maps/place/Salas+%26+Badillo/data=!4m7!3m6!1s0x8429ee651de6c0ef:0xacff2578ec0283d8!8m2!3d21.9172866!4d-102.3119856!16s%2Fg%2F11gdkq4vc7!19sChIJ78DmHWXuKYQR2IMC7Hgl_6w
A,8,Sitio web (formal) | Horario publicado | Rating 4.8 | WhatsApp en Maps,Conelyca Inmobiliaria S.R.L. de C.V.,Real estate agency,True," Torre Bella Vista, Av. Las Américas No. 1409, Jardines de Santa Elena, 20238 Aguascalientes, Ags.",449 346 6114,+524493466114,True,https://api.whatsapp.com/send?phone=5214493466114&l=es,True,open,True,,,,http://www.conelyca.com/,True,False,4.8,,inmobiliaria,Aguascalientes Mexico,2026-06-20,https://www.google.com/maps/place/Conelyca+Inmobiliaria+S.R.L.+de+C.V./data=!4m7!3m6!1s0x8429ec2ba09aaaab:0x9a203b04b217a171!8m2!3d21.8655344!4d-102.3034874!16s%2Fg%2F11f53tg7y3!19sChIJq6qaoCvsKYQRcaEXsgQ7IJo
A,8,Sitio web (formal) | Horario publicado | Rating 4.9 | WhatsApp en Maps,Abitu Inmobiliaria,Real estate agency,True," Del Monte Bonete 140, Lomas 3ra Secc, 78210 San Luis Potosí, S.L.P.",444 651 4904,+524446514904,True,https://wa.me/5214446261333,True,open,True,,,,http://www.abituinmobiliaria.mx/,True,False,4.9,,inmobiliaria,San Luis Potosi Mexico,2026-06-20,https://www.google.com/maps/place/Abitu+Inmobiliaria/data=!4m7!3m6!1s0x842a99b363195887:0xe37832b99b09f0aa!8m2!3d22.140696!4d-101.0249777!16s%2Fg%2F11j240cfd5!19sChIJh1gZY7OZKoQRqvAJm7kyeOM
A,8,Sitio web (formal) | Horario publicado | Rating 5.0 | WhatsApp en Maps,Bienes Raíces Jesús Aceves,Real estate agency,True," De Los Insurgentes 86 Sur-int 502, Centro Sinaloa, 80129 Culiacán Rosales, Sin.",667 761 9532,+526677619532,True,https://wa.me/5216672143399,True,open,True,,,,https://www.bienesraicesja.com/,True,False,5.0,,inmobiliaria,Culiacan Mexico,2026-06-20,https://www.google.com/maps/place/Bienes+Ra%C3%ADces+Jes%C3%BAs+Aceves/data=!4m7!3m6!1s0x86bcda168df3c207:0x6e7ebb211ebd8de0!8m2!3d24.8031393!4d-107.4051316!16s%2Fg%2F1tf36d9n!19sChIJB8LzjRbavIYR4I29HiG7fm4
A,8,Sitio web (formal) | Horario publicado | Rating 4.6 | WhatsApp en Maps,Casas en Veracruz,Real estate agency,True," Av Pino Suárez 2169, Centro, 91700 Veracruz, Ver.",229 119 1000,+522291191000,True,https://wa.me/c/5212291191000,True,open,True,,,,https://wa.me/c/5212291191000,True,False,4.6,,inmobiliaria,Veracruz Mexico,2026-06-20,https://www.google.com/maps/place/Casas+en+Veracruz/data=!4m7!3m6!1s0x85c3473862842481:0x671de3abd378c013!8m2!3d19.1927513!4d-96.1458413!16s%2Fg%2F11tx73195f!19sChIJgSSEYjhHw4URE8B406vjHWc
A,8,Sitio web (formal) | Horario publicado | Rating 5.0 | WhatsApp en Maps,Mar Bienes Raíces,Real estate agency,True," Av. Rafael Garcia Auly 231, Ignacio Zaragoza, 91910 Veracruz, Ver.",229 921 6868,+522299216868,True,https://wa.me/+522291909948,True,open,True,,,,http://www.marbienesraices.com/,True,False,5.0,,inmobiliaria,Veracruz Mexico,2026-06-20,https://www.google.com/maps/place/Mar+Bienes+Ra%C3%ADces/data=!4m7!3m6!1s0x85c340ff554b30e5:0x524d4a950ecb23c2!8m2!3d19.1753038!4d-96.1259672!16s%2Fg%2F1v3gs72k!19sChIJ5TBLVf9Aw4URwiPLDpVKTVI
A,8,Sitio web (formal) | Horario publicado | Rating 5.0 | WhatsApp en Maps,INMUEBLES V&N PUEBLA MÉXICO,Real estate agency,True," C. 25 Sur 110, San Matías, 72000 Heroica Puebla de Zaragoza, Pue.",221 401 9963,+522214019963,True,https://wa.me/message/3PL3H3L33MT2F1,True,open,True,,,,https://inmobiliaria-gn-asociados.negocio.site/,True,False,5.0,,inmobiliaria,Puebla Mexico,2026-06-20,https://www.google.com/maps/place/INMUEBLES+V%26N+PUEBLA+M%C3%89XICO/data=!4m7!3m6!1s0x85cfc16c8d15adab:0xf4c93d8fd533ad3f!8m2!3d19.0529004!4d-98.2169664!16s%2Fg%2F11h44lwyx8!19sChIJq60VjWzBz4URP60z1Y89yfQ
A,8,Sitio web (formal) | Horario publicado | Rating 4.5 | WhatsApp en Maps,ALIANZA INMOBILIARIA,Real estate agency,True," Plaza Milenio, Blvd. Agua Caliente 9150-int. 9, Zonaeste, 22000 Tijuana, B.C.",664 634 2754,+526646342754,True,https://wa.me/5216648088192,True,open,True,,,,http://alianzainmobiliaria.com.mx/,True,False,4.5,,inmobiliaria,Tijuana Mexico,2026-06-20,https://www.google.com/maps/place/ALIANZA+INMOBILIARIA/data=!4m7!3m6!1s0x80d94846bd618665:0xa631e111a2e32569!8m2!3d32.5231262!4d-117.0259798!16s%2Fg%2F11btmqgfvj!19sChIJZYZhvUZI2YARaSXjohHhMaY
A,8,Sitio web (formal) | Horario publicado | Rating 4.9 | WhatsApp en Maps,Century 21 New Future | Inmobiliaria,Real estate agency,True," Plaza Paseo del Rio., P.º del Río 16220-Local 8 A y 9 A, Río Tijuana 3a. Etapa, Rio Tijuana 3ra Etapa, 22226 Tijuana, B.C.",664 627 0492,+526646270492,True,https://wa.me/message/DWTFGA2QIRXXC1,True,open,True,,,,https://century21newfuture.com/v/resultados/oficina_131-century-21-new-future_local/,True,False,4.9,,inmobiliaria,Tijuana Mexico,2026-06-20,https://www.google.com/maps/place/Century+21+New+Future+%7C+Inmobiliaria/data=!4m7!3m6!1s0x80d938fab8aa38ef:0xdfc8e96e1a93d566!8m2!3d32.4845707!4d-116.9267499!16s%2Fg%2F11f21d1jqf!19sChIJ7ziquPo42YARZtWTGm7pyN8
A,8,Sitio web (formal) | Horario publicado | Rating 4.6 | WhatsApp en Maps,Nuevo Hogar Inmobiliaria,Commercial real estate agency,True," previa cita, Av. Salvador Novo 1050-Int. 5H, Zona Urbana Rio Tijuana, 22320 Tijuana, B.C.",664 215 7684,+526642157684,True,https://wa.me/message/IXOSHL7ARZ6YI1,True,open,True,,,,http://nuevohogarinmobiliaria.com/,True,False,4.6,,inmobiliaria,Tijuana Mexico,2026-06-20,https://www.google.com/maps/place/Nuevo+Hogar+Inmobiliaria/data=!4m7!3m6!1s0x80d94bd0697a9ac7:0xc774fa972551decb!8m2!3d32.5344813!4d-117.0223633!16s%2Fg%2F11j1hxtcg1!19sChIJx5p6adBL2YARy95RJZf6dMc
A,8,Sitio web (formal) | Horario publicado | Rating 4.8 | WhatsApp en Maps,Bustamante Realty Group,Real estate agency,True," Escuadrón 201 3110-7, Aviacion, 22014 Tijuana, B.C.",664 686 2120,+526646862120,True,https://wa.me/526642805488,True,open,True,,,,https://www.bustamanterealtygroup.com/,True,False,4.8,,inmobiliaria,Tijuana Mexico,2026-06-20,https://www.google.com/maps/place/Bustamante+Realty+Group/data=!4m7!3m6!1s0x80d9483e2c4f704d:0x560bd9ac72b93fd0!8m2!3d32.516708!4d-117.009297!16s%2Fg%2F1tfq4yp6!19sChIJTXBPLD5I2YAR0D-5cqzZC1Y
A,8,Sitio web (formal) | Horario publicado | 13 reseñas | Rating 5.0 | Activo (<1 año),Abogado en Mérida Alejandro Calcaneo,Criminal justice attorney,True," C. 64 364, Centro, 97000 Mérida, Yuc.",999 639 4333,+529996394333,True,https://wa.me/529996394333,False,open,True,8 months ago,240,,https://alejandrocalcaneo.com/,True,False,5.0,13,despacho de abogados,Merida Mexico,2026-06-20,https://www.google.com/maps/place/Abogado+en+M%C3%A9rida+Alejandro+Calcaneo/data=!4m7!3m6!1s0x8f56714a47110d17:0xadffec6c930a80c9!8m2!3d20.9805064!4d-89.6244927!16s%2Fg%2F11vbtlvhbk!19sChIJFw0RR0pxVo8RyYAKk2zs_60
C,8,Fuera de vertical | Sitio web (formal) | Razón social formal | Horario publicado | 34 reseñas | Rating 4.9 | Activo (<90d),Despacho Jurídico C&A,Counselor,False," 77500, Plaza Italia, 77500 Cancún, Q.R.",998 239 7406,+529982397406,True,https://wa.me/529982397406,False,open,True,a week ago,7,,https://www.facebook.com/share/1EHaFkYjLx/?mibextid=wwXIfr,True,True,4.9,34,despacho de abogados,Cancun Mexico,2026-06-20,https://www.google.com/maps/place/Despacho+Jur%C3%ADdico+C%26A/data=!4m7!3m6!1s0x8f4c2b050cc2e2d9:0x3ca41672170cb25b!8m2!3d21.1489223!4d-86.8508264!16s%2Fg%2F11z8qz3zr3!19sChIJ2eLCDAUrTI8RW7IMF3IWpDw
A,8,Sitio web (formal) | Horario publicado | Rating 4.9 | WhatsApp en Maps,Abogados Qro. Representación Jurídica A&H,Lawyer,True," C. Juan de Montoya 111, Fundadores, 76117 Santiago de Querétaro, Qro.",442 356 9660,+524423569660,True,https://wa.me/524423569660?text=Me%20gustaria%20agendar%20una%20cita,True,open,True,,,,https://abogados-qro.com/,True,False,4.9,,despacho de abogados,Queretaro Mexico,2026-06-20,https://www.google.com/maps/place/Abogados+Qro.+Representaci%C3%B3n+Jur%C3%ADdica+A%26H/data=!4m7!3m6!1s0x85d35062d5f420c3:0x736b95969fb15dec!8m2!3d20.6297001!4d-100.4511995!16s%2Fg%2F11c6tlgtnk!19sChIJwyD01WJQ04UR7F2xn5aVa3M
A,8,Sitio web (formal) | Horario publicado | 39 reseñas | Rating 5.0,Abogado en Puebla,Divorce lawyer,True," C. 57 Pte. 136, El Cerrito, 72440 Heroica Puebla de Zaragoza, Pue.",222 548 4562,+522225484562,True,https://wa.me/522225484562,False,open,True,3 years ago,1095,,http://www.abogados-en-puebla.webnode.mx/,True,False,5.0,39,despacho de abogados,Puebla Mexico,2026-06-20,https://www.google.com/maps/place/Abogado+en+Puebla/data=!4m7!3m6!1s0x85cfc09d1d8af31d:0x91978573023a8146!8m2!3d19.0211413!4d-98.2138589!16s%2Fg%2F11f33ffh11!19sChIJHfOKHZ3Az4URRoE6AnOFl5E
A,8,Razón social formal | Horario publicado | Rating 4.9 | WhatsApp en Maps,VS & Asociados Firma Legal,Labor relations attorney,True," C. 20 de Enero 322, Centro, 37000 León de los Aldama, Gto.",477 700 8004,+524777008004,True,https://wa.me/5214777008004,True,open,True,,,,,False,True,4.9,,despacho de abogados,Leon Mexico,2026-06-20,https://www.google.com/maps/place/VS+%26+Asociados+Firma+Legal/data=!4m7!3m6!1s0x842bc0e77296177b:0xb9eaf8c34672f002!8m2!3d21.1249591!4d-101.6828217!16s%2Fg%2F11c1tm9m1m!19sChIJexeWcufAK4QRAvByRsP46rk
A,7,Sitio web (formal) | Razón social formal | Horario publicado | Rating 5.0,Ag. Inmo. Grupo INMOFLO,Real estate agency,True," Calle 52 404C, Centro, 97000 Mérida, Yuc.",999 413 5000,+529994135000,True,https://wa.me/529994135000,False,open,True,,,,http://www.inmoflo.com/,True,True,5.0,,inmobiliaria,Merida Mexico,2026-06-20,https://www.google.com/maps/place/Ag.+Inmo.+Grupo+INMOFLO/data=!4m7!3m6!1s0x8f56768fb532a1f1:0xe57b43e56bec6e66!8m2!3d20.9805649!4d-89.6148149!16s%2Fg%2F11h1rxjqf!19sChIJ8aEytY92Vo8RZm7sa-VDe-U
A,7,Sitio web (formal) | Razón social formal | Horario publicado | Rating 5.0,INMAYAB Grupo Inmobiliario,Real estate agency,True," C. 29 128-x 26 y 28, Col. México, México, 97125 Mérida, Yuc.",999 340 1325,+529993401325,True,https://wa.me/529993401325,False,open,True,,,,https://inmayab.com/,True,True,5.0,,inmobiliaria,Merida Mexico,2026-06-20,https://www.google.com/maps/place/INMAYAB+Grupo+Inmobiliario/data=!4m7!3m6!1s0x8f567774f26c9893:0xc15ee4758c22fdf3!8m2!3d20.999322!4d-89.6145015!16s%2Fg%2F11mwky7r5d!19sChIJk5hs8nR3Vo8R8_0ijHXkXsE
A,7,Sitio web (formal) | Horario publicado | Rating 4.3 | WhatsApp en Maps,Dream Lagoons Cancun oficinas,Real estate agency,True," 320, 77535 Cancún, Q.R.",998 841 0165,+529988410165,True,https://wa.me/5219988410165,True,open,True,,,,https://www.propiedadescancun-rivieramaya.com/,True,False,4.3,,inmobiliaria,Cancun Mexico,2026-06-20,https://www.google.com/maps/place/Dream+Lagoons+Cancun+oficinas/data=!4m7!3m6!1s0x8f4c2b18371f264f:0x11ecf7afa6211058!8m2!3d21.123102!4d-86.8804092!16s%2Fg%2F11c52r0l6v!19sChIJTyYfNxgrTI8RWBAhpq_37BE
A,7,Sitio web (formal) | Horario publicado | Rating 4.1 | WhatsApp en Maps,Alfa Inmobiliaria México | Venta de Franquicias,Real estate agency,True," Av. Tankah 65-Interior 1, Manzana1, Lote 22, 77509 Cancún, Q.R.",998 802 0200,+529988020200,True,https://wa.me/5219983007657,True,open,True,,,,https://www.alfamexico.com/?utm_source=google&utm_medium=organic&utm_campaign=gbp_listing,True,False,4.1,,inmobiliaria,Cancun Mexico,2026-06-20,https://www.google.com/maps/place/Alfa+Inmobiliaria+M%C3%A9xico+%7C+Venta+de+Franquicias/data=!4m7!3m6!1s0x8f4c2bf79677f85b:0x78cc736717c2e555!8m2!3d21.1577598!4d-86.833212!16s%2Fg%2F11j3v49zhw!19sChIJW_h3lvcrTI8RVeXCF2dzzHg
A,7,Sitio web (formal) | Razón social formal | Horario publicado | Rating 4.7,BIENES RAICES CRM SA DE CV,Real estate agency,True," Ezequiel A. Chávez norte, 212, Barrio de la Purísima, 20259 Aguascalientes, Ags.",449 306 0505,+524493060505,True,https://wa.me/524493060505,False,open,True,,,,http://crminmobiliariaags.com/,True,True,4.7,,inmobiliaria,Aguascalientes Mexico,2026-06-20,https://www.google.com/maps/place/BIENES+RAICES+CRM+SA+DE+CV/data=!4m7!3m6!1s0x8429effc83bc4665:0xa67ebc7c9df1342d!8m2!3d21.8836585!4d-102.2851889!16s%2Fg%2F11jk4nvnd8!19sChIJZUa8g_zvKYQRLTTxnXy8fqY
A,7,Sitio web (formal) | Razón social formal | Horario publicado | Rating 4.8,Inmobiliaria Opción S.C.,Real estate agency,True," Valle de San José 217, Fraccionamiento del Valle Río San Pedro, 20064 Aguascalientes, Ags.",449 111 3867,+524491113867,True,https://wa.me/524491113867,False,open,True,,,,http://www.inmobiliariaopcion.com/,True,True,4.8,,inmobiliaria,Aguascalientes Mexico,2026-06-20,https://www.google.com/maps/place/Inmobiliaria+Opci%C3%B3n+S.C./data=!4m7!3m6!1s0x842bbf6e40b9ffcb:0x7c366b36fc7da7bd!8m2!3d21.8820986!4d-102.3203726!16s%2Fg%2F1tvym2k_!19sChIJy_-5QG6_K4QRvad9_DZrNnw
