lead_score,lead_reasons,name,category,address,phone,website,has_website,rating,reviews,maps_url
1,No reviews,Tony’s Vehicle Solutions,Taller de reparación de automóviles,"
3693 SW 7th St, Miami, FL 33135, Estados Unidos","
+1 786-703-9084",https://tonyvehiclesolution.com/,True,,,https://www.google.com/maps/place/Tony%E2%80%99s+Vehicle+Solutions/data=!4m7!3m6!1s0x88d9b76dec38b131:0x69f7483f183de67b!8m2!3d25.765735!4d-80.254856!16s%2Fg%2F11f5p2qytw!19sChIJMbE47G232YgRe-Y9GD9I92k
1,No reviews,Leader Service,Taller de reparación de automóviles,"
1700 Coral Wy, Miami, FL 33145, Estados Unidos","
+1 305-858-1020",https://leaderservicemiami.com/,True,,,https://www.google.com/maps/place/Leader+Service/data=!4m7!3m6!1s0x88d9b650f36d8997:0xc770d09dbefb12e8!8m2!3d25.7505761!4d-80.2222789!16s%2Fg%2F11g_0tslj!19sChIJl4lt81C22YgR6BL7vp3QcMc
1,No reviews,305 Mechanic Shop,Taller de reparación de automóviles,"
7030 NE 4th Ct, Miami, FL 33138, Estados Unidos","
+1 305-680-4332",https://305mechanicshop.com/,True,,,https://www.google.com/maps/place/305+Mechanic+Shop/data=!4m7!3m6!1s0x88d9b1f009de06cf:0x8fd1399adb0388ba!8m2!3d25.8400287!4d-80.1881604!16s%2Fg%2F11wnmzqzmw!19sChIJzwbeCfCx2YgRuogD25o50Y8
1,No reviews,"Manny's Auto Service, Inc.",Taller de reparación de automóviles,"
5609 NW 6th St, Miami, FL 33126, Estados Unidos","
+1 305-262-9921",http://www.mannysautoservice.com/,True,,,"https://www.google.com/maps/place/Manny%27s+Auto+Service,+Inc./data=!4m7!3m6!1s0x88d9b9dac317715b:0xcfeae8b18dd7c883!8m2!3d25.7774066!4d-80.2863916!16s%2Fg%2F1tc_lyv0!19sChIJW3EXw9q52YgRg8jXjbHo6s8"
1,No reviews,Elite Auto Repair,Taller de reparación de automóviles,"
12212 SW 129th Ct, Miami, FL 33186, Estados Unidos","
+1 305-234-9770",https://www.eliteautorepairmiami.com/,True,,,https://www.google.com/maps/place/Elite+Auto+Repair/data=!4m7!3m6!1s0x88d9c10cac786e25:0xf5ddd78976d2fc33!8m2!3d25.6548218!4d-80.4053765!16s%2Fg%2F11c1wt44z4!19sChIJJW54rAzB2YgRM_zSdonX3fU
1,No reviews,Japanese Car Care,Servicio de cambio de aceite,"
2901 SW 72nd Ave, Miami, FL 33155, Estados Unidos","
+1 305-262-0002",http://www.japcarcare.com/,True,,,https://www.google.com/maps/place/Japanese+Car+Care/data=!4m7!3m6!1s0x88d9b85d46403113:0x3aaddeed26b63637!8m2!3d25.7428788!4d-80.31095!16s%2Fg%2F1tdbg716!19sChIJEzFARl242YgRNza2Ju3erTo
1,No reviews,Japanese Auto Tech Inc,Taller de reparación de automóviles,"
1650 SW 27th Ave, Miami, FL 33145, Estados Unidos","
+1 305-445-0948",http://www.japaneseautomiami.com/,True,,,https://www.google.com/maps/place/Japanese+Auto+Tech+Inc/data=!4m7!3m6!1s0x88d9b7a9722e2efd:0x4a5deb8512f2723e!8m2!3d25.7566121!4d-80.2389279!16s%2Fg%2F1tfq5g46!19sChIJ_S4ucqm32YgRPnLyEoXrXUo
1,No reviews,The Car Clinic of Miami,Taller de reparación de automóviles,"
15020 SW 136th St, Miami, FL 33196, Estados Unidos","
+1 305-388-0888",https://thecarclinicofmiami.com/store/36/?utm_source=google&utm_medium=organic&utm_campaign=gbp-listing&utm_content=store-link,True,,,https://www.google.com/maps/place/The+Car+Clinic+of+Miami/data=!4m7!3m6!1s0x88d9c1bdf38d1a55:0x5bf2c4bd368cb72f!8m2!3d25.6400821!4d-80.4369549!16s%2Fg%2F1tdkhg7n!19sChIJVRqN873B2YgRL7eMNr3E8ls
1,No reviews,Miami Shores Auto Repair Inc,Taller de reparación de automóviles,"
9734 NE 2nd Ave, Miami Shores, FL 33138, Estados Unidos","
+1 305-759-4988",http://www.miamishoresautorepair.com/,True,,,https://www.google.com/maps/place/Miami+Shores+Auto+Repair+Inc/data=!4m7!3m6!1s0x88d9a40f140ac2ab:0xfe92b7182e69b9d6!8m2!3d25.8650658!4d-80.1937831!16s%2Fg%2F1v3kj9fv!19sChIJq8IKFA-k2YgR1rlpLhi3kv4
1,No reviews,Sierra Auto Service,Taller de reparación de automóviles,"
3695 SW 7th St, Miami, FL 33135, Estados Unidos","
+1 305-476-9223",https://rayleon21.wixsite.com/sierraautoservice,True,,,https://www.google.com/maps/place/Sierra+Auto+Service/data=!4m7!3m6!1s0x88d9b774b6385a2d:0xc80d99ad25f109e6!8m2!3d25.7657326!4d-80.2549239!16s%2Fg%2F1tgj9mhd!19sChIJLVo4tnS32YgR5gnxJa2ZDcg
