tier,lead_score,lead_reasons,name,category,cat_fit,address,phone,phone_e164,phone_valid,whatsapp,wa_listed,business_status,has_hours,last_review,review_age_days,photos,website,has_website,formal_name,rating,reviews,search_query,search_location,scraped_date,maps_url
A,7,Sitio web (formal) | Razón social formal | Horario publicado | Rating 4.6,Grupo PDI Operador Logístico,Customs broker,," Corredores 59, Churubusco Country, Coyoacán, 04210 Ciudad de México, CDMX",55 5582 5762,+525555825762,True,https://wa.me/525555825762,False,open,True,,,,http://www.grupopdi.com/,True,True,4.6,,agencia aduanal,Monterrey Mexico,2026-06-20,https://www.google.com/maps/place/Grupo+PDI+Operador+Log%C3%ADstico/data=!4m7!3m6!1s0x85d1fbf17621857b:0x2446b9927758309e!8m2!3d19.3518118!4d-99.1425669!16s%2Fg%2F12hk3dgkb!19sChIJe4UhdvH70YURnjBYd5K5RiQ
A,7,Sitio web (formal) | Razón social formal | Horario publicado | Rating 5.0,Levisa Monterrey Agencia Aduanal S.C.,Import export company,," Gral. Jeronimo Treviño 207, Cabecera Municipal (Apodaca), Centro, 66600 Cdad. Apodaca, N.L.",81 8319 0510,+528183190510,True,https://wa.me/528183190510,False,open,True,,,,https://levisamty.com/,True,True,5.0,,agencia aduanal,Monterrey Mexico,2026-06-20,https://www.google.com/maps/place/Levisa+Monterrey+Agencia+Aduanal+S.C./data=!4m7!3m6!1s0x8662ebd44bb5845f:0x11a35aa8bbccd64f!8m2!3d25.7816754!4d-100.1919153!16s%2Fg%2F1tjdm52r!19sChIJX4S1S9TrYoYRT9bMu6haoxE
A,7,Sitio web (formal) | Razón social formal | Horario publicado | Rating 5.0,IMPORTADORA CORK SA DE CV,Importer,," C. Constituyentes 1052, Moderna, 44190 Guadalajara, Jal.",33 3619 4004,+523336194004,True,https://wa.me/523336194004,False,open,True,,,,https://importadoracork.com.mx/,True,True,5.0,,importadora,Guadalajara Mexico,2026-06-20,https://www.google.com/maps/place/IMPORTADORA+CORK+SA+DE+CV/data=!4m7!3m6!1s0x8428b20237a4daa3:0x473ed3a6ce73e1d5!8m2!3d20.6630335!4d-103.3517575!16s%2Fg%2F11jmh2s8cf!19sChIJo9qkNwKyKIQR1eFzzqbTPkc
A,7,Sitio web (formal) | Razón social formal | Horario publicado | Rating 4.5,"IVG Comercializadora, SA DE CV",Corporate office,," Centro, Emilio Carranza 234, Del Nte., 64000 Monterrey, N.L.",81 8343 4353,+528183434353,True,https://wa.me/528183434353,False,open,True,,,,http://www.ivg.com.mx/,True,True,4.5,,comercializadora,Monterrey Mexico,2026-06-20,"https://www.google.com/maps/place/IVG+Comercializadora,+SA+DE+CV/data=!4m7!3m6!1s0x8662958730a0a695:0xa278837758b62403!8m2!3d25.6772851!4d-100.3112942!16s%2Fg%2F1tdgvtvl!19sChIJlaagMIeVYoYRAyS2WHeDeKI"
A,7,Sitio web (formal) | Razón social formal | Horario publicado | Rating 4.5,Comercializadora Value Added S.A. de C.V.,Computer accessories store,," Av San Jerónimo 412, San Jeronimo, 64640 Monterrey, N.L.",81 8333 3880,+528183333880,True,https://wa.me/528183333880,False,open,True,,,,https://www.grupocva.com/,True,True,4.5,,comercializadora,Monterrey Mexico,2026-06-20,https://www.google.com/maps/place/Comercializadora+Value+Added+S.A.+de+C.V./data=!4m7!3m6!1s0x8662962bdd4a01cf:0x209fe57b5ef94034!8m2!3d25.6738748!4d-100.3567671!16s%2Fg%2F1tsr3mvb!19sChIJzwFK3SuWYoYRNED5XnvlnyA
A,7,Sitio web (formal) | Razón social formal | Horario publicado | Rating 4.9,Grupo WeProm,Marketing agency,," C. Corrientes 3071, 44630 Guadalajara, Jal.",33 3459 0989,+523334590989,True,https://wa.me/523334590989,False,open,True,,,,http://grupoweprom.com/,True,True,4.9,,agencia de marketing,Guadalajara Mexico,2026-06-20,https://www.google.com/maps/place/Grupo+WeProm/data=!4m7!3m6!1s0x8428ae9a52cd5efb:0xb5a090225a86030!8m2!3d20.7029683!4d-103.3864621!16s%2Fg%2F11dz5qr3xt!19sChIJ-17NUpquKIQRMGCoJQIJWgs
A,7,Sitio web (formal) | Razón social formal | Horario publicado | Rating 4.9,ACCUANTIA Despacho Contable y Fiscal | Despacho de Contadores | Contadores CDMX,Accountant,True," Av. Insurgentes Sur 427, Colonia Condesa, Cuauhtémoc, 06100 Cuauhtémoc, CDMX",55 5454 1358,+525554541358,True,https://wa.me/525554541358,False,open,True,,,,http://accuantia.com.mx/,True,True,4.9,,despacho contable,Ciudad de Mexico,2026-06-20,https://www.google.com/maps/place/ACCUANTIA+Despacho+Contable+y+Fiscal+%7C+Despacho+de+Contadores+%7C+Contadores+CDMX/data=!4m7!3m6!1s0x85d1f8d2c435e8af:0x22fe38c7c08145e8!8m2!3d19.4074569!4d-99.1682964!16s%2Fg%2F11gxnc239_!19sChIJr-g1xNL40YUR6EWBwMc4_iI
A,7,Sitio web (formal) | Razón social formal | Horario publicado | Rating 4.9,Arce Baeza y Compañía S.C.,Legal services,True," Bahía Magdalena 24, Verónica Anzúres, Miguel Hidalgo, 11300 Ciudad de México, CDMX",55 5203 1815,+525552031815,True,https://wa.me/525552031815,False,open,True,,,,http://www.arcebaeza.com/,True,True,4.9,,despacho contable,Ciudad de Mexico,2026-06-20,https://www.google.com/maps/place/Arce+Baeza+y+Compa%C3%B1%C3%ADa+S.C./data=!4m7!3m6!1s0x85d1f8b21cb9d231:0x2ae939616b480816!8m2!3d19.4367502!4d-99.17802!16s%2Fg%2F11b73xy8bc!19sChIJMdK5HLL40YURFghIa2E56So
A,7,Sitio web (formal) | Razón social formal | Horario publicado | Rating 4.8,"Mena González & Asociados, S.C. (Accounting Office Mena)",Certified public accountant,True," Jerónimo Treviño Ote. 718, Centro, 64000 Monterrey, N.L.",81 8374 7178,+528183747178,True,https://wa.me/528183747178,False,open,True,,,,https://www.facebook.com/despachomena,True,True,4.8,,despacho contable,Monterrey Mexico,2026-06-20,"https://www.google.com/maps/place/Mena+Gonz%C3%A1lez+%26+Asociados,+S.C.+%28Accounting+Office+Mena%29/data=!4m7!3m6!1s0x8662958182a0d34b:0x1f330f59f93c959f!8m2!3d25.6806967!4d-100.3076048!16s%2Fg%2F1thbx2bg!19sChIJS9OggoGVYoYRn5U8-VkPMx8"
A,7,Sitio web (formal) | Razón social formal | Horario publicado | Rating 5.0,Despacho Contable Monterrey Nuevo León - Ruelas Castañeda y Asociados S.C.,Certified public accountant,True," Av. Diego Díaz de Berlanga 945 Planta Alta (Oficina 8. Col. Jardines de Anáhuac 1er sec, Av. Diego Díaz de Berlanga 945-Oficina 8, Jardines de Anáhuac, 66463 San Nicolás de los Garza, N.L.",800 001 0001,+528000010001,True,https://wa.me/528000010001,False,open,True,,,,https://www.rcadespacho.com/,True,True,5.0,,despacho contable,Monterrey Mexico,2026-06-20,https://www.google.com/maps/place/Despacho+Contable+Monterrey+Nuevo+Le%C3%B3n+-+Ruelas+Casta%C3%B1eda+y+Asociados+S.C./data=!4m7!3m6!1s0x866295d24a85ceeb:0x651249ab8e5f4f6!8m2!3d25.7341263!4d-100.2710418!16s%2Fg%2F11g0zyqz_9!19sChIJ686FStKVYoYR9vTluJokUQY
A,7,Sitio web (formal) | Razón social formal | Horario publicado | Rating 5.0,Aliva Consulting Despacho Contable en Monterrey,Certified public accountant,True," Argenta, C. Ferrara 196, Dominio Cumbres, 66036 García, N.L.",81 1081 2174,+528110812174,True,https://wa.me/528110812174,False,open,True,,,,https://alivaconsulting.com/,True,True,5.0,,despacho contable,Monterrey Mexico,2026-06-20,https://www.google.com/maps/place/Aliva+Consulting+Despacho+Contable+en+Monterrey/data=!4m7!3m6!1s0x8662975244245145:0x96969d815881ea0!8m2!3d25.7598494!4d-100.4749992!16s%2Fg%2F11k5lfrs46!19sChIJRVEkRFKXYoYRoB6IFdhpaQk
A,7,Sitio web (formal) | Razón social formal | Horario publicado | Rating 5.0,SK despacho contable monterrey,Certified public accountant,True," Calle Benito Juarez 200-local 4, Int. 2, Centro, 66400 San Nicolás de los Garza, N.L.",81 2188 1234,+528121881234,True,https://wa.me/528121881234,False,open,True,,,,https://www.facebook.com/despachomena,True,True,5.0,,despacho contable,Monterrey Mexico,2026-06-20,https://www.google.com/maps/place/SK+despacho+contable+monterrey/data=!4m7!3m6!1s0x866295418e59142b:0xd429d6b0d30ac0e9!8m2!3d25.7551135!4d-100.2906672!16s%2Fg%2F11t25gcdbd!19sChIJKxRZjkGVYoYR6cAK07DWKdQ
A,7,Sitio web (formal) | Razón social formal | Horario publicado | Rating 5.0,AM Despacho Contable Fiscal SC,Accountant,True," C. Oporto 425, Arcos del Sol, 64102 Monterrey, N.L.",81 2103 8967,+528121038967,True,https://wa.me/528121038967,False,open,True,,,,http://amdecontadores.com.mx/?utm_source=gmb&utm_medium=referral,True,True,5.0,,despacho contable,Monterrey Mexico,2026-06-20,https://www.google.com/maps/place/AM+Despacho+Contable+Fiscal+SC/data=!4m7!3m6!1s0x6a01aed52d0c5f3b:0xe6c345981458431c!8m2!3d25.7692499!4d-100.3995934!16s%2Fg%2F11s616g148!19sChIJO18MLdWuAWoRHENYFJhFw-Y
A,7,Sitio web (formal) | Razón social formal | Horario publicado | Rating 5.0,Despacho Contable Cumbres,Accountant,True,,81 2365 8979,+528123658979,True,https://wa.me/528123658979,False,open,True,,,,https://www.despachocontablecumbres.com/,True,True,5.0,,despacho contable,Monterrey Mexico,2026-06-20,https://www.google.com/maps/place/Despacho+Contable+Cumbres/data=!4m7!3m6!1s0x866295cb2dc313ef:0x4867955f2feb2d87!8m2!3d25.6795442!4d-100.339786!16s%2Fg%2F11pbbk5rl_!19sChIJ7xPDLcuVYoYRhy3rL1-VZ0g
A,7,Sitio web (formal) | Razón social formal | Horario publicado | Rating 5.0,ASF PRISMA MEXICO AGENTE DE SEGUROS Y FIANZAS SA DE CV,Insurance agency,True," Alica 60, Lomas - Virreyes, Molino del Rey, Miguel Hidalgo, 11040 Ciudad de México, CDMX",55 5925 6291,+525559256291,True,https://wa.me/525559256291,False,open,True,,,,https://asprisma.mx/,True,True,5.0,,agencia de seguros,Guadalajara Mexico,2026-06-20,https://www.google.com/maps/place/ASF+PRISMA+MEXICO+AGENTE+DE+SEGUROS+Y+FIANZAS+SA+DE+CV/data=!4m7!3m6!1s0x85d2010cca547847:0x2394465c0c17b71e!8m2!3d19.4238173!4d-99.2031109!16s%2Fg%2F11l32jbytc!19sChIJR3hUygwB0oURHrcXDFxGlCM
A,7,Sitio web (formal) | Razón social formal | Horario publicado | Rating 5.0,"Industria Luminica Mexicana, S.A. De C.V.",Manufacturer,," Villareal, Calle Antonio I. Villarreal 1987, Venustiano Carranza, 64560 Monterrey, N.L.",81 8355 7556,+528183557556,True,https://wa.me/528183557556,False,open,True,,,,http://www.industrialuminicamexicana.com/,True,True,5.0,,empresa de manufactura,Monterrey Mexico,2026-06-20,"https://www.google.com/maps/place/Industria+Luminica+Mexicana,+S.A.+De+C.V./data=!4m7!3m6!1s0x866295436ee1e319:0x740ef8169baae938!8m2!3d25.691086!4d-100.2775913!16s%2Fg%2F1tdkbhjs!19sChIJGePhbkOVYoYROOmqmxb4DnQ"
A,7,Sitio web (formal) | Razón social formal | Horario publicado | Rating 4.5,SIMA. S.A. DE C.V.,Manufacturer,," Calle Joaquín G. Leal Nte. 623, Centro, 64000 Monterrey, N.L.",81 8880 5259,+528188805259,True,https://wa.me/528188805259,False,open,True,,,,https://www.instagram.com/sima_sa_cv?igsh=MzQ0Y3JwcWlvNTFn&utm_source=qr,True,True,4.5,,empresa de manufactura,Monterrey Mexico,2026-06-20,https://www.google.com/maps/place/SIMA.+S.A.+DE+C.V./data=!4m7!3m6!1s0x8662957c33aeb953:0x5f44038b7195f95d!8m2!3d25.6792436!4d-100.2983147!16s%2Fg%2F11h0nx2fx!19sChIJU7muM3yVYoYRXfmVcYsDRF8
A,7,Sitio web (formal) | Razón social formal | Horario publicado | Rating 4.5,Laboratorios de Referencias S.A.,Medical laboratory,True," Av. Ejército Nacional Mexicano 505-703-704, Chapultepec Morales, Granada, Miguel Hidalgo, 11520 Ciudad de México, CDMX",55 5545 2359,+525555452359,True,https://wa.me/525555452359,False,open,True,,,,http://laboratoriodereferencia.mx/,True,True,4.5,,laboratorio clinico,Ciudad de Mexico,2026-06-20,https://www.google.com/maps/place/Laboratorios+de+Referencias+S.A./data=!4m7!3m6!1s0x85d20207688de41f:0x9bd6e0ff131510e!8m2!3d19.4382017!4d-99.1906444!16s%2Fg%2F1tfzs82t!19sChIJH-SNaAcC0oURDlEx8Q9uvQk
A,7,Sitio web (formal) | Razón social formal | Horario publicado | Rating 5.0,MLgroup - M&L comercio exterior y operación logistica SA de CV,Trucking company,," The Village, Av. de las Ciencias 3015, Santa Fé, 76230 Juriquilla, Qro.",442 592 4193,+524425924193,True,https://wa.me/524425924193,False,open,True,,,,http://www.mlgroup.com.mx/,True,True,5.0,,empresa de logistica,Queretaro Mexico,2026-06-20,https://www.google.com/maps/place/MLgroup+-+M%26L+comercio+exterior+y+operaci%C3%B3n+logistica+SA+de+CV/data=!4m7!3m6!1s0x85d3576aa04b6a2f:0x6d15aa2421e8cda4!8m2!3d20.6969923!4d-100.440343!16s%2Fg%2F11j3x0p16d!19sChIJL2pLoGpX04URpM3oISSqFW0
A,7,Sitio web (formal) | Razón social formal | Horario publicado | Rating 4.8,Grupo Logístico CLG,Logistics service,," Río Papaloapan 5701, Jardines de San Manuel, 72570 Heroica Puebla de Zaragoza, Pue.",222 179 4275,+522221794275,True,https://wa.me/522221794275,False,open,True,,,,http://www.clglogistico.com/,True,True,4.8,,empresa de logistica,Puebla Mexico,2026-06-20,https://www.google.com/maps/place/Grupo+Log%C3%ADstico+CLG/data=!4m7!3m6!1s0x85cfc19262271d87:0xdadfa47a17e0752d!8m2!3d19.0098177!4d-98.1964969!16s%2Fg%2F11lm355rj4!19sChIJhx0nYpLBz4URLXXgF3qk39o
A,7,Sitio web (formal) | Razón social formal | Horario publicado | Rating 4.9,Grupo Giga Transporte de Carga General,Trucking company,," C. Necaxa 18, La Paz, 72160 Heroica Puebla de Zaragoza, Pue.",222 903 4561,+522229034561,True,https://wa.me/522229034561,False,open,True,,,,http://www.transportesgrupogiga.com/,True,True,4.9,,empresa de logistica,Puebla Mexico,2026-06-20,https://www.google.com/maps/place/Grupo+Giga+Transporte+de+Carga+General/data=!4m7!3m6!1s0x8d2ca17fbdd3106d:0x884405e3a0e3ecfa!8m2!3d19.0548372!4d-98.2311887!16s%2Fg%2F11vs160_0n!19sChIJbRDTvX-hLI0R-uzjoOMFRIg
C,7,Sitio web (formal) | Razón social formal | 5 reseñas | Activo (<1 año),DEAL collection despacho de cobranza.,Debt collecting,," Av. Punto Sur 312, 45645 Los Gavilanes, Jal.",,,False,,False,open,False,4 months ago,120,,http://www.grupodeal.mx/,True,True,2.6,5,agencia de cobranza,Guadalajara Mexico,2026-06-20,https://www.google.com/maps/place/DEAL+collection+despacho+de+cobranza./data=!4m7!3m6!1s0x8428ab33152a26c5:0x7901cd4823e7e2af!8m2!3d20.5689515!4d-103.4519107!16s%2Fg%2F11l2q_8gsx!19sChIJxSYqFTOrKIQRr-LnI0jNAXk
A,7,Sitio web (formal) | Razón social formal | Horario publicado | Rating 5.0,"Servicios y Cobranza del Pacifico, S.A. de C.V.",Business management consultant,," Av. Tonantzin 1020-interior 1022, Jardines del Bosque, 44570 Guadalajara, Jal.",667 751 4296,+526677514296,True,https://wa.me/526677514296,False,open,True,,,,http://sercopa.com.mx/,True,True,5.0,,agencia de cobranza,Guadalajara Mexico,2026-06-20,"https://www.google.com/maps/place/Servicios+y+Cobranza+del+Pacifico,+S.A.+de+C.V./data=!4m7!3m6!1s0x8428ac2c63b00001:0x466aed62519dcfe1!8m2!3d20.6611888!4d-103.3879835!16s%2Fg%2F11h6d5yddc!19sChIJAQCwYyysKIQR4c-dUWLtakY"
A,7,Sitio web (formal) | Razón social formal | Horario publicado | Rating 5.0,Agencia Aduanal Grupo EI,Customs broker,," C. Mariano Arista No. 651, Centro, 91700 Veracruz, Ver.",55 5751 0467,+525557510467,True,https://wa.me/525557510467,False,open,True,,,,https://www.grupoei.com.mx/,True,True,5.0,,agencia aduanal,Veracruz Mexico,2026-06-20,https://www.google.com/maps/place/Agencia+Aduanal+Grupo+EI/data=!4m7!3m6!1s0x85c347286827e263:0xca4f54dd207e5b11!8m2!3d19.198852!4d-96.136685!16s%2Fg%2F11q2tvm6x0!19sChIJY-InaChHw4UREVt-IN1UT8o
A,7,Sitio web (formal) | Razón social formal | Horario publicado | Rating 4.5,MOZ Agencias Aduanales de Veracruz SC,Customs broker,," C. Benito Juárez 357, Centro, 91700 Veracruz, Ver.",229 989 6600,+522299896600,True,https://wa.me/522299896600,False,open,True,,,,http://moz.com.mx/,True,True,4.5,,agencia aduanal,Veracruz Mexico,2026-06-20,https://www.google.com/maps/place/MOZ+Agencias+Aduanales+de+Veracruz+SC/data=!4m7!3m6!1s0x85c346bcc71f3c89:0xa8729634eee25482!8m2!3d19.1999898!4d-96.1412133!16s%2Fg%2F1tgb7pg6!19sChIJiTwfx7xGw4URglTi7jSWcqg
A,7,Sitio web (formal) | Razón social formal | Horario publicado | Rating 4.7,Agencia Aduanal: Asesores en Comercio Exterior Rodall Oseguera S.C.,Customs broker,," Av. Francisco I. Madero 33, Centro, 91700 Veracruz, Ver.",229 989 7979,+522299897979,True,https://wa.me/522299897979,False,open,True,,,,http://www.rodall.com/,True,True,4.7,,agencia aduanal,Veracruz Mexico,2026-06-20,https://www.google.com/maps/place/Agencia+Aduanal:+Asesores+en+Comercio+Exterior+Rodall+Oseguera+S.C./data=!4m7!3m6!1s0x85c346a2d9e549a1:0xb22a5d103b56d951!8m2!3d19.2014713!4d-96.1429024!16s%2Fg%2F1td1dr9b!19sChIJoUnl2aJGw4URUdlWOxBdKrI
A,7,Sitio web (formal) | Razón social formal | Horario publicado | Rating 4.8,Agencia Aduanera de América en Veracruz S.C.,Customs broker,," C. Constitución 384, Centro, 91700 Veracruz, Ver.",229 272 6600,+522292726600,True,https://wa.me/522292726600,False,open,True,,,,http://www.aaamerica.com.mx/,True,True,4.8,,agencia aduanal,Veracruz Mexico,2026-06-20,https://www.google.com/maps/place/Agencia+Aduanera+de+Am%C3%A9rica+en+Veracruz+S.C./data=!4m7!3m6!1s0x85c346a3244a6923:0xfd6994455feffd2c!8m2!3d19.2007947!4d-96.1429368!16s%2Fg%2F11bwyvddy0!19sChIJI2lKJKNGw4URLP3vX0WUaf0
A,7,Sitio web (formal) | Razón social formal | Horario publicado | Rating 4.6,Valva Despachos Aduanales S.C.,Import export company,," C. Constitución 509 513, Centro, 91700 Veracruz, Ver.",229 932 9644,+522299329644,True,https://wa.me/522299329644,False,open,True,,,,http://www.valva.com.mx/,True,True,4.6,,agencia aduanal,Veracruz Mexico,2026-06-20,https://www.google.com/maps/place/Valva+Despachos+Aduanales+S.C./data=!4m7!3m6!1s0x85c346bce0309cd7:0xc8769674c167113f!8m2!3d19.2003685!4d-96.1439748!16s%2Fg%2F1w96h1nb!19sChIJ15ww4LxGw4URPxFnwXSWdsg
A,7,Sitio web (formal) | Razón social formal | Horario publicado | Rating 5.0,Homs Agencias Aduanales Mrtítimas S.C..,Import export company,," C. Constitución 266, Centro, 91700 Veracruz, Ver.",229 989 7800,+522299897800,True,https://wa.me/522299897800,False,open,True,,,,http://www.casahoms.com.mx/,True,True,5.0,,agencia aduanal,Veracruz Mexico,2026-06-20,https://www.google.com/maps/place/Homs+Agencias+Aduanales+Mrt%C3%ADtimas+S.C../data=!4m7!3m6!1s0x85c346bd2bbb49a3:0x41defaafde53a737!8m2!3d19.1998911!4d-96.1403596!16s%2Fg%2F1tgnmdhy!19sChIJo0m7K71Gw4URN6dT3q_63kE
A,7,Sitio web (formal) | Razón social formal | Horario publicado | Rating 4.6,Trimodal of Mexico S.C.,Customs broker,," Pastora 20, Manuel Contreras, 91899 Veracruz, Ver.",229 939 5897,+522299395897,True,https://wa.me/522299395897,False,open,True,,,,http://trimodalmx.com/,True,True,4.6,,agencia aduanal,Veracruz Mexico,2026-06-20,https://www.google.com/maps/place/Trimodal+of+Mexico+S.C./data=!4m7!3m6!1s0x85c3469857721385:0xe9443b8a8b424431!8m2!3d19.2061735!4d-96.144212!16s%2Fg%2F1tfbnnpw!19sChIJhRNyV5hGw4URMURCi4o7ROk
