lead_score,lead_reasons,name,category,address,phone,phone_e164,phone_valid,whatsapp,business_status,last_review,website,has_website,rating,reviews,search_query,search_location,scraped_date,maps_url
6,No website | No reviews,INGENERÍA DEL MAYAB,Construction company," Por calle 60 NTE Calle 35 36, Chuburna de Hidalgo, 97205 Mérida, Yuc.",999 927 7887,+529999277887,True,https://wa.me/529999277887,open,,,False,,,constructora,Merida Mexico,2026-06-12,https://www.google.com/maps/place/INGENER%C3%8DA+DEL+MAYAB/data=!4m7!3m6!1s0x8f5676aa4ee0167d:0x410f81650e21d427!8m2!3d21.0018236!4d-89.623283!16s%2Fg%2F11bccjppjq!19sChIJfRbgTqp2Vo8RJ9QhDmWBD0E
6,No website | No reviews,Construinnova Mérida,Building firm," C. 36A, Jesús Carranza, 97109 Mérida, Yuc.",999 408 9137,+529994089137,True,https://wa.me/529994089137,open,,,False,,,constructora,Merida Mexico,2026-06-12,https://www.google.com/maps/place/Construinnova+M%C3%A9rida/data=!4m7!3m6!1s0x8f56710b4d507a83:0x62b1714037c80454!8m2!3d20.9854526!4d-89.6053645!16s%2Fg%2F11vplvt_7k!19sChIJg3pQTQtxVo8RVATIN0BxsWI
6,No website | No reviews,D R construcciónes,Construction company," por calle 29 por calle 31, C. 42 389, Cuauhtémoc, 97370 Mérida, Yuc.",999 212 3530,+529992123530,True,https://wa.me/529992123530,open,,,False,,,constructora,Merida Mexico,2026-06-12,https://www.google.com/maps/place/D+R+construcci%C3%B3nes/data=!4m7!3m6!1s0x8f5670412516076b:0x63edc96ad0fd2b6f!8m2!3d20.9299765!4d-89.5726851!16s%2Fg%2F1ptwt7gf5!19sChIJawcWJUFwVo8Rbyv90GrJ7WM
6,No website | No reviews,CCP CONSTRUCTORES CIVILES DE LA PENÍNSULA,Custom home builder," B Y 41-A, Calle 12, C. 30 No. 378 X 39, Pedregales de Tanlum, 97210 Mérida, Yuc.",999 920 1404,+529999201404,True,https://wa.me/529999201404,open,,,False,,,constructora,Merida Mexico,2026-06-12,https://www.google.com/maps/place/CCP+CONSTRUCTORES+CIVILES+DE+LA+PEN%C3%8DNSULA/data=!4m7!3m6!1s0x8f5674077c491caf:0x34e4677f4488a52a!8m2!3d20.998166!4d-89.629732!16s%2Fg%2F1td0zjmp!19sChIJrxxJfAd0Vo8RKqWIRH9n5DQ
6,No website | No reviews,NOVARAT S.A. DE C.V.,Construction company," C. 79ᶜ 616, Itzaes, 97250 Mérida, Yuc.",999 490 1096,+529994901096,True,https://wa.me/529994901096,open,,,False,,,constructora,Merida Mexico,2026-06-12,https://www.google.com/maps/place/NOVARAT+S.A.+DE+C.V./data=!4m7!3m6!1s0x8f5673826cea8513:0xc845775ead40242c!8m2!3d20.954225!4d-89.6525708!16s%2Fg%2F11h4d31y75!19sChIJE4XqbIJzVo8RLCRArV53Rcg
6,No website | No reviews,Micra Construcciones,Custom home builder," CALLE 69, 403 POR 56 Y 58, 97203 Mérida, Yuc.",999 252 0460,+529992520460,True,https://wa.me/529992520460,open,,,False,,,constructora,Merida Mexico,2026-06-12,https://www.google.com/maps/place/Micra+Construcciones/data=!4m7!3m6!1s0x8f56745d72fa8459:0x28b20764ed43b886!8m2!3d21.0237899!4d-89.6553945!16s%2Fg%2F1q2vxhwdl!19sChIJWYT6cl10Vo8RhrhD7WQHsig
6,No website | No reviews,Construcciónes Vértice Estudio,Building firm," C. 129 565, entre 86 y 88, Emiliano Zapata sur, 97297 Mérida, Yuc.",999 397 3394,+529993973394,True,https://wa.me/529993973394,open,,,False,,,constructora,Merida Mexico,2026-06-12,https://www.google.com/maps/place/Construcci%C3%B3nes+V%C3%A9rtice+Estudio/data=!4m7!3m6!1s0x8f5673677f2053af:0x254e98950b59b2d8!8m2!3d20.9268598!4d-89.6341565!16s%2Fg%2F11ms0t1z5r!19sChIJr1Mgf2dzVo8R2LJZC5WYTiU
6,No website | No reviews,construcciones y servicios Hernandez. Sanchez,Custom home builder," Calle, 11 de Agosto 105, col, Tres de Octubre, c0digo postal 22126 Tijuana, B.C.",664 224 1158,+526642241158,True,https://wa.me/526642241158,open,,,False,,,constructora,Tijuana Mexico,2026-06-12,https://www.google.com/maps/place/construcciones+y+servicios+Hernandez.+Sanchez/data=!4m7!3m6!1s0x80d939bcefcccb67:0x207a7f62310ae0c5!8m2!3d32.4550778!4d-116.9499498!16s%2Fg%2F11h_3z096z!19sChIJZ8vM77w52YARxeAKMWJ_eiA
6,No website | No reviews,Constructora Sextin,Construction company," C. Priv. Acosta 104, Alamar, 22465 Tijuana, B.C.",664 647 7785,+526646477785,True,https://wa.me/526646477785,open,,,False,,,constructora,Tijuana Mexico,2026-06-12,https://www.google.com/maps/place/Constructora+Sextin/data=!4m7!3m6!1s0x80d9478643219c85:0x80f1ef0ab12ab207!8m2!3d32.5152642!4d-116.9525528!16s%2Fg%2F1tfg3ck3!19sChIJhZwhQ4ZH2YARB7IqsQrv8YA
6,No website | No reviews,Dafne Constructora S. de R.L. de C.V.,Construction company," Manzanillo 13, Centro, 22030 Tijuana, B.C.",664 686 2190,+526646862190,True,https://wa.me/526646862190,open,,,False,,,constructora,Tijuana Mexico,2026-06-12,https://www.google.com/maps/place/Dafne+Constructora+S.+de+R.L.+de+C.V./data=!4m7!3m6!1s0x80d937fbad2c4cdd:0x8f512acda750ff41!8m2!3d32.494607!4d-116.993486!16s%2Fg%2F11b6pgh5l2!19sChIJ3Uwsrfs32YARQf9Qp80qUY8
6,No website | No reviews,Constructora Renovo & Asociados,Construction company," Yaqui 14206-A, Reynoso, 22106 Tijuana, B.C.",664 868 7365,+526648687365,True,https://wa.me/526648687365,open,,,False,,,constructora,Tijuana Mexico,2026-06-12,https://www.google.com/maps/place/Constructora+Renovo+%26+Asociados/data=!4m7!3m6!1s0x80d9396b1afe93db:0xc4938a2965c8db2e!8m2!3d32.4975903!4d-116.9712456!16s%2Fg%2F11shp3_tz6!19sChIJ25P-Gms52YARLtvIZSmKk8Q
6,No website | No reviews,Constructora Del Valle Gvra,Construction company," Barrio Maya Region 517, Calle, Rtno Río Bec, 77536 Cancún, Q.R.",744 122 7336,+527441227336,True,https://wa.me/527441227336,open,,,False,,,constructora,Cancun Mexico,2026-06-12,https://www.google.com/maps/place/Constructora+Del+Valle+Gvra/data=!4m7!3m6!1s0x8f4c2b3d4bd27a6d:0xc1b0ca35c03986be!8m2!3d21.1388508!4d-86.8790675!16s%2Fg%2F11jh3x14lh!19sChIJbXrSSz0rTI8RvoY5wDXKsME
6,No website | No reviews,Construcciones Integrales Playa,Home builder," Fracc. Paseos del Mar, 77519 Ave. Isla Haiti M 88 L1 Edif D n. 303, Supermanzana 251, 77519 Cancún, Q.R.",998 215 4578,+529982154578,True,https://wa.me/529982154578,open,,,False,,,constructora,Cancun Mexico,2026-06-12,https://www.google.com/maps/place/Construcciones+Integrales+Playa/data=!4m7!3m6!1s0x8f4dd320940e8f7d:0x14f4b4a4aa2bb925!8m2!3d21.1736643!4d-86.9081385!16s%2Fg%2F11vzxz41_j!19sChIJfY8OlCDTTY8RJbkrqqS09BQ
6,No website | No reviews,Constructora Gar del Sureste,Construction company," Centro, Av. Bonampak 200, 4, 77500 Cancún, Q.R.",998 892 0410,+529988920410,True,https://wa.me/529988920410,open,,,False,,,constructora,Cancun Mexico,2026-06-12,https://www.google.com/maps/place/Constructora+Gar+del+Sureste/data=!4m7!3m6!1s0x80d7af7aa2c04609:0x2415afb131e04de4!8m2!3d21.1608359!4d-86.8525618!16s%2Fg%2F1wfvmykq!19sChIJCUbAonqv14AR5E3gMbGvFSQ
6,No website | No reviews,Constructora en Cancun - Construasesores,Construction company," Tejón 20-oficina 1, 77500 Cancún, Q.R.",998 147 0520,+529981470520,True,https://wa.me/529981470520,open,,,False,,,constructora,Cancun Mexico,2026-06-12,https://www.google.com/maps/place/Constructora+en+Cancun+-+Construasesores/data=!4m7!3m6!1s0x8f4c2963ffffffff:0x2fadf1a48df3bc7!8m2!3d21.1545621!4d-86.8266342!16s%2Fg%2F11f55y747w!19sChIJ_____2MpTI8RxzvfSBrf-gI
6,No website | No reviews,Constructora y Edificadora León,Construction company," Km 5, Carretera Cancun - Chetumal, Benito Juarez, 77500 Cancún, Q.R.",998 882 0901,+529988820901,True,https://wa.me/529988820901,open,,,False,,,constructora,Cancun Mexico,2026-06-12,https://www.google.com/maps/place/Constructora+y+Edificadora+Le%C3%B3n/data=!4m7!3m6!1s0x8f5ba496b7dc2275:0xdfcb0bd483cc16b2!8m2!3d21.0826432!4d-86.843909!16s%2Fg%2F1thqhtl3!19sChIJdSLct5akW48RshbMg9QLy98
6,No website | No reviews,Grupo Renovo,Remodeler," Av Huayacán, 77560 Cancún, Q.R.",998 340 7537,+529983407537,True,https://wa.me/529983407537,open,,,False,,,constructora,Cancun Mexico,2026-06-12,https://www.google.com/maps/place/Grupo+Renovo/data=!4m7!3m6!1s0x8f4c2af3ac8579d7:0x97003f198f52a752!8m2!3d21.0922304!4d-86.8695802!16s%2Fg%2F11n7chm751!19sChIJ13mFrPMqTI8RUqdSjxk_AJc
6,No website | No reviews,Grupo ARCO Latinoamérica,Construction company," P.º del Castaño sm 313, 77560 Cancún, Q.R.",998 361 9549,+529983619549,True,https://wa.me/529983619549,open,,,False,,,constructora,Cancun Mexico,2026-06-12,https://www.google.com/maps/place/Grupo+ARCO+Latinoam%C3%A9rica/data=!4m7!3m6!1s0x8f4c2b10b8fd541d:0x3c707343b88b5082!8m2!3d21.1235307!4d-86.8434752!16s%2Fg%2F11gxd_smqt!19sChIJHVT9uBArTI8RglCLuENzcDw
6,No website | No reviews,Constructora y Controladora del Sureste,Construction company," Av. Kabah 6, Gran Santa Fe, 77508 Cancún, Q.R.",998 883 9946,+529988839946,True,https://wa.me/529988839946,open,,,False,,,constructora,Cancun Mexico,2026-06-12,https://www.google.com/maps/place/Constructora+y+Controladora+del+Sureste/data=!4m7!3m6!1s0x8f5bb14c7222525b:0x53efbb840ec6216f!8m2!3d21.157158!4d-86.8463958!16s%2Fg%2F1tl0ydds!19sChIJW1IickyxW48RbyHGDoS771M
6,No website | No reviews,Group Am construcción,Building firm," Reg 219, Colonia ixchel, 77517 Cancún, Q.R.",998 321 9977,+529983219977,True,https://wa.me/529983219977,open,,,False,,,constructora,Cancun Mexico,2026-06-12,https://www.google.com/maps/place/Group+Am+construcci%C3%B3n/data=!4m7!3m6!1s0x8f4c2d064ec85b5d:0x5d2d3fef507107f0!8m2!3d21.1652615!4d-86.8711772!16s%2Fg%2F11md2641kx!19sChIJXVvITgYtTI8R8AdxUO8_LV0
6,No website | No reviews,Constructora Lusen S.A. de .c.v,Construction company," Izamal Edificio 26, 77500 Cancún, Q.R.",998 880 8335,+529988808335,True,https://wa.me/529988808335,open,,,False,,,constructora,Cancun Mexico,2026-06-12,https://www.google.com/maps/place/Constructora+Lusen+S.A.+de+.c.v/data=!4m7!3m6!1s0x8f4c2b8bf6c15643:0x25c2a831f21d62fb!8m2!3d21.1542199!4d-86.8461915!16s%2Fg%2F1vcjn9jk!19sChIJQ1bB9osrTI8R-2Id8jGowiU
6,No website | No reviews,Rivera Construcciones,Home builder," Supermanzana 238, 238 colonia tulipanes, 77500 Cancún, Quintana Roo",993 162 8520,+529931628520,True,https://wa.me/529931628520,open,,,False,,,constructora,Cancun Mexico,2026-06-12,https://www.google.com/maps/place/Rivera+Construcciones/data=!4m7!3m6!1s0x8f4c2d70c0a93535:0x91e363c38f6ace6c!8m2!3d21.1909357!4d-86.8358371!16s%2Fg%2F11ft1fndyy!19sChIJNTWpwHAtTI8RbM5qj8Nj45E
6,No website | No reviews,El Cielo Residencial,Construction company," José María Pino Suárez 212, Tercera Grande 2, 78010 San Luis Potosí, S.L.P.",444 168 7069,+524441687069,True,https://wa.me/524441687069,open,,,False,,,constructora,San Luis Potosi Mexico,2026-06-12,https://www.google.com/maps/place/El+Cielo+Residencial/data=!4m7!3m6!1s0x842aa1c698de273f:0x50887063626d2a14!8m2!3d22.1885602!4d-100.9627384!16s%2Fg%2F11cjgpg1lx!19sChIJPyfemMahKoQRFCptYmNwiFA
6,No website | No reviews,Constructora Jorval S.A. de C.V.,Construction company," Av. Prol. Muñoz 475, Tequisquiapan, 78250 San Luis Potosí, S.L.P.",444 811 8529,+524448118529,True,https://wa.me/524448118529,open,,,False,,,constructora,San Luis Potosi Mexico,2026-06-12,https://www.google.com/maps/place/Constructora+Jorval+S.A.+de+C.V./data=!4m7!3m6!1s0x842a9f4b37703d4b:0x1ffd1c306cd98923!8m2!3d22.1517012!4d-100.9992999!16s%2Fg%2F1thl157b!19sChIJSz1wN0ufKoQRI4nZbDAc_R8
