lead_score,lead_reasons,name,category,address,phone,phone_e164,phone_valid,whatsapp,business_status,last_review,website,has_website,rating,reviews,search_query,search_location,scraped_date,maps_url
6,No website | No reviews,Contador Puebla,Accountant," C. Séptima Sur 4916, Prados Agua Azul, 72430 Heroica Puebla de Zaragoza, Pue.",222 152 5530,+522221525530,True,https://wa.me/522221525530,open,,,False,,,despacho contable,Puebla Mexico,2026-06-11,https://www.google.com/maps/place/Contador+Puebla/data=!4m7!3m6!1s0x85cfb8c6d7ff5db3:0xef61fe224f3a8a28!8m2!3d19.0236377!4d-98.2176071!16s%2Fg%2F11c2qnsjgb!19sChIJs13_18a4z4URKIo6TyL-Ye8
6,No website | No reviews,Despacho Álvaro Sánchez Auditores & Asociados,Bookkeeping service," C. Josefa Ortiz de Domínguez 72, Joaquín Colombres, 72300 Heroica Puebla de Zaragoza, Pue.",,,False,,open,,,False,,,despacho contable,Puebla Mexico,2026-06-11,https://www.google.com/maps/place/Despacho+%C3%81lvaro+S%C3%A1nchez+Auditores+%26+Asociados/data=!4m7!3m6!1s0x85cfc1004b58db3d:0x54c8af25cdfd9c8d!8m2!3d19.0540762!4d-98.1522226!16s%2Fg%2F11mz5czyh6!19sChIJPdtYSwDBz4URjZz9zSWvyFQ
6,No website | No reviews,Despacho Contable Han-Martz,Consultant," C. 20 Sur 3908-int 101 - 102, Mirador, 72530 Heroica Puebla de Zaragoza, Pue.",222 708 0057,+522227080057,True,https://wa.me/522227080057,open,,,False,,,despacho contable,Puebla Mexico,2026-06-11,https://www.google.com/maps/place/Despacho+Contable+Han-Martz/data=!4m7!3m6!1s0x85cfc1d553a6a355:0x75bb56c121b876db!8m2!3d19.02154!4d-98.1946258!16s%2Fg%2F11gl4n7jz3!19sChIJVaOmU9XBz4UR23a4IcFWu3U
6,No website | No reviews,Despacho Contable en Queretaro,Certified public accountant," C. Agustín Melgar 2A, Niños Heroes, 76010 Santiago de Querétaro, Qro.",442 362 3978,+524423623978,True,https://wa.me/524423623978,open,,,False,,,despacho contable,Queretaro Mexico,2026-06-11,https://www.google.com/maps/place/Despacho+Contable+en+Queretaro/data=!4m7!3m6!1s0x85d34532af0ba1af:0x1b32abd148dbe959!8m2!3d20.5876764!4d-100.4064579!16s%2Fg%2F11cms7mb5t!19sChIJr6ELrzJF04URWenbSNGrMhs
6,No website | No reviews,DESPACHO CONTABLE,Accountant," C. PUESTA DEL SOL, La Esperanza, 76121 Santiago de Querétaro, Qro.",442 324 3930,+524423243930,True,https://wa.me/524423243930,open,,,False,,,despacho contable,Queretaro Mexico,2026-06-11,https://www.google.com/maps/place/DESPACHO+CONTABLE/data=!4m7!3m6!1s0x85d35bb11055be47:0x2c08ba536d24a07c!8m2!3d20.6288955!4d-100.4187029!16s%2Fg%2F11x7j021hz!19sChIJR75VELFb04URfKAkbVO6CCw
6,No website | No reviews,Contador en El Refugio.Despacho Contable y Asesores de Negocios,Tax consultant," Anillo Vial II, Anillo Vial Fray Junípero Serra 9200, El Refugio, 76269 Santiago de Querétaro, Qro.",442 423 5621,+524424235621,True,https://api.whatsapp.com/send?phone=524424235621&text=,open,,,False,,,despacho contable,Queretaro Mexico,2026-06-11,https://www.google.com/maps/place/Contador+en+El+Refugio.Despacho+Contable+y+Asesores+de+Negocios/data=!4m7!3m6!1s0x85d35d949a757649:0x4b0a2b9b89486868!8m2!3d20.6417161!4d-100.3448533!16s%2Fg%2F11smrf_m8p!19sChIJSXZ1mpRd04URaGhIiZsrCks
6,No website | No reviews,Contador en El Pueblito Corregidora. Despacho Contable y Asesores de Negocios,Tax consultant," La Cienega, 76900 El Pueblito, Querétaro",442 423 5621,+524424235621,True,https://api.whatsapp.com/send?phone=524424235621&text=,open,,,False,,,despacho contable,Queretaro Mexico,2026-06-11,https://www.google.com/maps/place/Contador+en+El+Pueblito+Corregidora.+Despacho+Contable+y+Asesores+de+Negocios/data=!4m7!3m6!1s0x85d34f7c08c684ab:0x27769382d541aa28!8m2!3d20.5491714!4d-100.4397693!16s%2Fg%2F11qbh2qf20!19sChIJq4TGCHxP04URKKpB1YKTdic
6,No website | No reviews,MBV Despacho Contable S De RL De CV,Certified public accountant," C. Río Guadalquivir 33, Jardines de Queretaro, 76020 Santiago de Querétaro, Qro.",442 223 4968,+524422234968,True,https://wa.me/524422234968,open,,,False,,,despacho contable,Queretaro Mexico,2026-06-11,https://www.google.com/maps/place/MBV+Despacho+Contable+S+De+RL+De+CV/data=!4m7!3m6!1s0x85d35bc97d0e8c0b:0x882993d84f7bc1f2!8m2!3d20.5981343!4d-100.3770954!16s%2Fg%2F11f5pxxb5v!19sChIJC4wOfclb04UR8sF7T9iTKYg
6,No website | No reviews,Despacho Contable y Auditoria Vega y Asociados,Certified public accountant," C. Bolivia 57, Lomas de Queretaro, 76190 Santiago de Querétaro, Qro.",442 224 3062,+524422243062,True,https://wa.me/524422243062,open,,,False,,,despacho contable,Queretaro Mexico,2026-06-11,https://www.google.com/maps/place/Despacho+Contable+y+Auditoria+Vega+y+Asociados/data=!4m7!3m6!1s0x85d3452381f77883:0x1aa150a78c26cf83!8m2!3d20.5699796!4d-100.4050553!16s%2Fg%2F1tfxyctl!19sChIJg3j3gSNF04URg88mjKdQoRo
6,No website | No reviews,Despacho Contable Granados Qro.,Accountant," Copan 5, Villas del Cimatario, Vista Azul, 76087 Santiago de Querétaro, Qro.",442 214 3879,+524422143879,True,https://wa.me/524422143879,open,,,False,,,despacho contable,Queretaro Mexico,2026-06-11,https://www.google.com/maps/place/Despacho+Contable+Granados+Qro./data=!4m7!3m6!1s0x85d345c98e3dfd7b:0xd73828f0a940bde7!8m2!3d20.5567379!4d-100.371012!16s%2Fg%2F11gr1jtkyn!19sChIJe_09jslF04UR571AqfAoONc
6,No website | No reviews,Grupo DECADFIS,Accounting firm," C. Hacienda Montenegro 33, Mansiones del Valle, 76185 Santiago de Querétaro, Qro.",442 365 6154,+524423656154,True,https://wa.me/524423656154,open,,,False,,,despacho contable,Queretaro Mexico,2026-06-11,https://www.google.com/maps/place/Grupo+DECADFIS/data=!4m7!3m6!1s0x85d3452c37223e65:0x9fcd4f6693a62aaa!8m2!3d20.5654952!4d-100.4164329!16s%2Fg%2F11gxgyq9wm!19sChIJZT4iNyxF04URqiqmk2ZPzZ8
6,No website | No reviews,CONTADOR PUBLICO QUERETARO,Certified public accountant," Av Tecnológico, Niños Heroes, 76000 Santiago de Querétaro, Qro.",442 273 3482,+524422733482,True,https://wa.me/524422733482,open,,,False,,,despacho contable,Queretaro Mexico,2026-06-11,https://www.google.com/maps/place/CONTADOR+PUBLICO+QUERETARO/data=!4m7!3m6!1s0x85d345ec1819f1ab:0xf2809f9ba287a94c!8m2!3d20.5861835!4d-100.4029233!16s%2Fg%2F11h2bcnhqz!19sChIJq_EZGOxF04URTKmHopufgPI
6,No website | No reviews,Despacho Empresarial Contable,Certified public accountant," Juárez 443, Centro, 37000 León de los Aldama, Gto.",477 869 5637,+524778695637,True,https://wa.me/524778695637,open,,,False,,,despacho contable,Leon Mexico,2026-06-11,https://www.google.com/maps/place/Despacho+Empresarial+Contable/data=!4m7!3m6!1s0x842bbfa7b666f0b5:0x17c8764a8bf4ccd4!8m2!3d21.1174305!4d-101.6850774!16s%2Fg%2F11tt1jhkf8!19sChIJtfBmtqe_K4QR1Mz0i0p2yBc
6,No website | No reviews,Despacho contable Accounts_up,Accountant," Av. Calz. Tepeyac 303, Andrade, 37020 León de los Aldama, Gto.",477 844 2188,+524778442188,True,https://wa.me/524778442188,open,,,False,,,despacho contable,Leon Mexico,2026-06-11,https://www.google.com/maps/place/Despacho+contable+Accounts_up/data=!4m7!3m6!1s0x842bbff62402d71b:0x1526e842741e6fe7!8m2!3d21.1124235!4d-101.6696695!16s%2Fg%2F11gxm5vgqf!19sChIJG9cCJPa_K4QR528edELoJhU
6,No website | No reviews,Despacho Contable y Fiscal,Certified public accountant," Av. Calz. Tepeyac 460-Int 103, Andrade, 37370 León de los Aldama, Gto.",477 288 0352,+524772880352,True,https://wa.me/524772880352,open,,,False,,,despacho contable,Leon Mexico,2026-06-11,https://www.google.com/maps/place/Despacho+Contable+y+Fiscal/data=!4m7!3m6!1s0x842bbf05ac01ef75:0x42e7952640e7de7c!8m2!3d21.1125061!4d-101.6697807!16s%2Fg%2F11np0s1z65!19sChIJde8BrAW_K4QRfN7nQCaV50I
6,No website | No reviews,despacho Contable,Accountant," C. la Luz 1403-Interior A, Killian, 37480 León de los Aldama, Gto.",477 763 2399,+524777632399,True,https://wa.me/524777632399,open,,,False,,,despacho contable,Leon Mexico,2026-06-11,https://www.google.com/maps/place/despacho+Contable/data=!4m7!3m6!1s0x842bbf01dbce1e09:0x6f7374684b54e875!8m2!3d21.1221012!4d-101.6616937!16s%2Fg%2F11cncpbsnq!19sChIJCR7O2wG_K4QRdehUS2h0c28
6,No website | No reviews,Despacho Contable Acuña y Asociados,Government office," Vicente Villegas 137-A, La Alameda, 37204 León de los Aldama, Gto.",477 176 8867,+524771768867,True,https://wa.me/524771768867,open,,,False,,,despacho contable,Leon Mexico,2026-06-11,https://www.google.com/maps/place/Despacho+Contable+Acu%C3%B1a+y+Asociados/data=!4m7!3m6!1s0x842bbed90c15d113:0x35f1ed99f68cfcd0!8m2!3d21.1503854!4d-101.6571792!16s%2Fg%2F11hd6nz862!19sChIJE9EVDNm-K4QR0PyM9pnt8TU
6,No website | No reviews,"RENASA, Despacho Contable, Fiscal Y Administrativo",Bookkeeping service," Blvd. Juan Alonso de Torres Pte. 217, San Jeronimo II, 37204 León de los Aldama, Gto.",477 329 1496,+524773291496,True,https://wa.me/524773291496,open,,,False,,,despacho contable,Leon Mexico,2026-06-11,"https://www.google.com/maps/place/RENASA,+Despacho+Contable,+Fiscal+Y+Administrativo/data=!4m7!3m6!1s0x842bbfdcc252df6f:0x2c4d48ca301bcb6!8m2!3d21.1513566!4d-101.6720476!16s%2Fg%2F12hl8tp9m!19sChIJb99Swty_K4QRtrwBo4zUxAI"
6,No website | No reviews,DESPACHO CONTABLE Y FISCAL,Accountant," Av Leon de los Aldama 230, San Felipe de Jesús, Gustavo A. Madero, 07510 Ciudad de México, CDMX",,,False,,open,,,False,,,despacho contable,Leon Mexico,2026-06-11,https://www.google.com/maps/place/DESPACHO+CONTABLE+Y+FISCAL/data=!4m7!3m6!1s0x85d1fa47c5cff1ef:0x3b8a029aa181a1fb!8m2!3d19.4962285!4d-99.0772476!16s%2Fg%2F1ptw57fl3!19sChIJ7_HPxUf60YUR-6GBoZoCijs
6,No website | No reviews,"Despacho Romero y Asociados, S.C. Certified Public Accountants",Accounting firm," Av. Homero 1425-int 1305, Polanco, Polanco III Secc, Miguel Hidalgo, 11540 Ciudad de México, CDMX",55 5281 5190,+525552815190,True,https://wa.me/525552815190,open,,,False,,,despacho contable,Leon Mexico,2026-06-11,"https://www.google.com/maps/place/Despacho+Romero+y+Asociados,+S.C.+Certified+Public+Accountants/data=!4m7!3m6!1s0x85d203a73ec91ed5:0xdc5d692d6158b3ec!8m2!3d19.436361!4d-99.2041844!16s%2Fg%2F11q1vwcd9p!19sChIJ1R7JPqcD0oUR7LNYYS1pXdw"
6,No website | No reviews,Despacho Contable LCP Carmen Chávez León,Accountant," Enrique Rébsamen 308, Narvarte Poniente, Benito Juárez, 03020 Ciudad de México, CDMX",55 6696 5720,+525566965720,True,https://wa.me/525566965720,open,,,False,,,despacho contable,Leon Mexico,2026-06-11,https://www.google.com/maps/place/Despacho+Contable+LCP+Carmen+Ch%C3%A1vez+Le%C3%B3n/data=!4m7!3m6!1s0x85d1ff103916aaab:0xdc5821a742f6ce6a!8m2!3d19.398007!4d-99.1585234!16s%2Fg%2F11h3_jlmjg!19sChIJq6oWORD_0YURas72QqchWNw
6,No website | No reviews,DESPACHO CONTABLE AFIDEN,Bookkeeping service," CALLE DEL PLAN EXT 21481 INT 2 PLANTA BAJA, Las Americas, 22215 Tijuana, B.C.",664 292 5755,+526642925755,True,https://wa.me/526642925755,open,,,False,,,despacho contable,Tijuana Mexico,2026-06-11,https://www.google.com/maps/place/DESPACHO+CONTABLE+AFIDEN/data=!4m7!3m6!1s0x80d939927abf48af:0x4748870cd7ad97a6!8m2!3d32.4981022!4d-116.8925537!16s%2Fg%2F11tjgr5z8m!19sChIJr0i_epI52YARppet1wyHSEc
6,No website | No reviews,López Iglesias Contadores y Abogados,Certified public accountant," San José y o, Vía Rápida Poniente, San Martin 15035-Local 37, Rio Tijuana 3ra Etapa, 22226 Tijuana, B.C.",663 324 5059,+526633245059,True,https://api.whatsapp.com/send/?phone=5216633245059&text=quisiera+reservar+una+cita.&type=phone_number&app_absent=0,open,,,False,,,despacho contable,Tijuana Mexico,2026-06-11,https://www.google.com/maps/place/L%C3%B3pez+Iglesias+Contadores+y+Abogados/data=!4m7!3m6!1s0x80d9398510371ca1:0x1b3db1b039bc8fbb!8m2!3d32.5037852!4d-116.957023!16s%2Fg%2F11rjs2kkjy!19sChIJoRw3EIU52YARu4-8ObCxPRs
6,No website | No reviews,Despacho Contable JR & Asociados,Bookkeeping service," Calz del Tecnológico Interior A, Universidadotay, 22415 Tijuana, B.C.",664 382 7444,+526643827444,True,https://wa.me/526643827444,open,,,False,,,despacho contable,Tijuana Mexico,2026-06-11,https://www.google.com/maps/place/Despacho+Contable+JR+%26+Asociados/data=!4m7!3m6!1s0x80d947e23b8fca67:0xb065944bc7569e75!8m2!3d32.5292248!4d-116.9751225!16s%2Fg%2F11b706wl5f!19sChIJZ8qPO-JH2YARdZ5Wx0uUZbA
6,No website | No reviews,CHAVEZ Despacho Contable,Certified public accountant," Av. Fuerza Aérea Mexicana 22, Centro Urbano 70-76, 22410 Tijuana, B.C.",664 607 7547,+526646077547,True,https://wa.me/526646077547,open,,,False,,,despacho contable,Tijuana Mexico,2026-06-11,https://www.google.com/maps/place/CHAVEZ+Despacho+Contable/data=!4m7!3m6!1s0x80d9487ecacb09af:0x9812a4c57722cbd6!8m2!3d32.5400375!4d-116.9895691!16s%2Fg%2F11b7079p9x!19sChIJrwnLyn5I2YAR1ssid8WkEpg
6,No website | No reviews,DESPACHO CONTABLE GONZALEZ Y ASOCIADOS,Accountant," Av. las Torres 8109-Interior 305, Matamoros Norte-Centro-Sur, El Pipila, 22206 Tijuana, B.C.",664 629 5937,+526646295937,True,https://wa.me/526646295937,open,,,False,,,despacho contable,Tijuana Mexico,2026-06-11,https://www.google.com/maps/place/DESPACHO+CONTABLE+GONZALEZ+Y+ASOCIADOS/data=!4m7!3m6!1s0x80d93fd7693f3ed3:0x33d62f8a9d3ee5ae!8m2!3d32.4934771!4d-116.8769417!16s%2Fg%2F11j01ytndb!19sChIJ0z4_adc_2YARruU-nYov1jM
6,No website | No reviews,Despacho Contable AV Consultores Fiscales,Chartered accountant," Blvd. Agua Caliente 13391, Plaz Patria, 22106 Tijuana, B.C.",663 113 4157,+526631134157,True,https://wa.me/526631134157,open,,,False,,,despacho contable,Tijuana Mexico,2026-06-11,https://www.google.com/maps/place/Despacho+Contable+AV+Consultores+Fiscales/data=!4m7!3m6!1s0x80d94900760cb123:0xd6b7bf225ee3267c!8m2!3d32.5083367!4d-116.9875704!16s%2Fg%2F11wj5q16dj!19sChIJI7EMdgBJ2YARfCbjXiK_t9Y
6,No website | No reviews,DESPACHO CONTABLE SV,Accountant," Blvd. Cucapah 2194, Villafontana, Lomas del Matamoros, 22206 Tijuana, B.C.",664 629 5631,+526646295631,True,https://wa.me/526646295631,open,,,False,,,despacho contable,Tijuana Mexico,2026-06-11,https://www.google.com/maps/place/DESPACHO+CONTABLE+SV/data=!4m7!3m6!1s0x80d93f4670b7081d:0x13cc924d7d83c2be!8m2!3d32.5131411!4d-116.8771386!16s%2Fg%2F11c6sf8ncq!19sChIJHQi3cEY_2YARvsKDfU2SzBM
6,No website | No reviews,MPC DESPACHO CONTABLE,Accountant," Calz del Tecnológico 1311, Plaza La Palma, Tomas Aquino, 22414 Tijuana, B.C.",664 250 3940,+526642503940,True,https://wa.me/526642503940,open,,,False,,,despacho contable,Tijuana Mexico,2026-06-11,https://www.google.com/maps/place/MPC+DESPACHO+CONTABLE/data=!4m7!3m6!1s0x80d948758de7b3b7:0x52a148582ffdedf3!8m2!3d32.5290416!4d-116.9811736!16s%2Fg%2F11ckvgbw5r!19sChIJt7PnjXVI2YAR8-39L1hIoVI
6,No website | No reviews,HAO Despacho Contable,Certified public accountant," Av. las Palmas 4774-Interior 12 (tercer piso, Las Palmas, 22106 Tijuana, B.C.",664 104 1631,+526641041631,True,https://wa.me/526641041631,open,,,False,,,despacho contable,Tijuana Mexico,2026-06-11,https://www.google.com/maps/place/HAO+Despacho+Contable/data=!4m7!3m6!1s0x80d93716ed1539d3:0x264b4cf756874877!8m2!3d32.5056362!4d-116.9850257!16s%2Fg%2F11kq666ttw!19sChIJ0zkV7RY32YARd0iHVvdMSyY
6,No website | No reviews,Despacho Contable Plaza Patria Tijuana,Chartered accountant," PLAZA PATRIA, Blvd. Gustavo Díaz Ordaz SEGUNDO PISO G, 17, El Paraiso, 22106 Tijuana, B.C.",664 812 9432,+526648129432,True,https://wa.me/526648129432,open,,,False,,,despacho contable,Tijuana Mexico,2026-06-11,https://www.google.com/maps/place/Despacho+Contable+Plaza+Patria+Tijuana/data=!4m7!3m6!1s0x80d94921c71fc78f:0x9bbb5006c6c2c73c!8m2!3d32.5085513!4d-116.9879039!16s%2Fg%2F11mdkbgbvk!19sChIJj8cfxyFJ2YARPMfCxgZQu5s
6,No website | No reviews,DESPACHO CONTABLE FISCAL / EKCA CONSULTORES FISCALES SCP,Accountant," 97246, Calle 1 Num. 160, Por 16 y 18, Fraccionamiento Mulsay, 97246 Mérida, Yuc.",999 333 2536,+529993332536,True,https://wa.me/529993332536,open,,,False,,,despacho contable,Merida Mexico,2026-06-11,https://www.google.com/maps/place/DESPACHO+CONTABLE+FISCAL+%2F+EKCA+CONSULTORES+FISCALES+SCP/data=!4m7!3m6!1s0x8f56737299cec7dd:0x4101ad5eb2d846e0!8m2!3d20.9757634!4d-89.6716157!16s%2Fg%2F11c20qwjy_!19sChIJ3cfOmXJzVo8R4EbYsl6tAUE
6,No website | No reviews,DESPACHO CONTABLE FISCAL TEC TAMAYO,Accountant," interior 1, Calle 47 por 70 y 72 532B, Centro, 97000 Mérida, Yuc.",,,False,,open,,,False,,,despacho contable,Merida Mexico,2026-06-11,https://www.google.com/maps/place/DESPACHO+CONTABLE+FISCAL+TEC+TAMAYO/data=!4m7!3m6!1s0x8f5673e05aec5395:0xd1dd9fa5ae3a75ce!8m2!3d20.9761963!4d-89.6270055!16s%2Fg%2F1q2w3399s!19sChIJlVPsWuBzVo8RznU6rqWf3dE
6,No website | No reviews,DESPACHO CONTABLE,Accountant," x 48 y 46, C. 115 SN, Cinco Colonias, 97280 Mérida, Yuc.",999 180 8929,+529991808929,True,https://wa.me/529991808929,open,,,False,,,despacho contable,Merida Mexico,2026-06-11,https://www.google.com/maps/place/DESPACHO+CONTABLE/data=!4m7!3m6!1s0x8f56718e459cdeeb:0x12c06b65f38f893!8m2!3d20.9345366!4d-89.617359!16s%2Fg%2F1ptyrdlnt!19sChIJ696cRY5xVo8Rk_g4X7YGLAE
6,No website | No reviews,Despacho Contable Quintal,Accountant," calle 20 x 23 # 104, Centro, 97370 Yuc.",999 351 4381,+529993514381,True,https://wa.me/529993514381,open,,,False,,,despacho contable,Merida Mexico,2026-06-11,https://www.google.com/maps/place/Despacho+Contable+Quintal/data=!4m7!3m6!1s0x8f56712317eb35c1:0x34aa2320fc20a78e!8m2!3d20.996893!4d-89.602992!16s%2Fg%2F11fj98wcmn!19sChIJwTXrFyNxVo8Rjqcg_CAjqjQ
6,No website | No reviews,Despacho Contable Palma,Corporate office," C. 14 163, Prado Nte., 97139 Mérida, Yuc.",,,False,,open,,,False,,,despacho contable,Merida Mexico,2026-06-11,https://www.google.com/maps/place/Despacho+Contable+Palma/data=!4m7!3m6!1s0x8f56772d43b025a7:0x919fb9130e077d32!8m2!3d21.0045641!4d-89.6015169!16s%2Fg%2F11fk14lzs8!19sChIJpyWwQy13Vo8RMn0HDhO5n5E
6,No website | No reviews,Despacho Contable Anduze Suaste y Asociados,Accounting firm," Vergel II, 97173 Merida, Yucatan",999 317 0967,+529993170967,True,https://wa.me/529993170967,open,,,False,,,despacho contable,Merida Mexico,2026-06-11,https://www.google.com/maps/place/Despacho+Contable+Anduze+Suaste+y+Asociados/data=!4m7!3m6!1s0x8f5670ff34891f31:0xa52aa0a785dc5e95!8m2!3d20.9519417!4d-89.5829449!16s%2Fg%2F11f10fg27g!19sChIJMR-JNP9wVo8RlV7chaegKqU
